Database of representative transcript models for protein-coding genes in X. laevis and for the poly(A)-tail length standards.
Transcript models were curated from Unigene; the sequence of each transcript is provided in an accompanying file (Xenopus_whole_transcripts.txt).
Coordinates of each Xenopus gene are in reference to the corresponding sequence in Xenopus_whole_transcripts.txt.
UniqueID	GeneName	UniqueID	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
114107799	polyadenylate binding protein-interacting protein 1	114107799	+	0	1852	78	1470	1	0	1852,
54038586	hypothetical LOC495111	54038586	+	0	2212	6	2085	1	0	2212,
62533216	hypothetical protein LOC443710	62533216	+	0	2789	20	2504	1	0	2789,
58399468	hypothetical protein LOC398484	58399468	+	0	2562	154	982	1	0	2562,
28279867	fms-related tyrosine kinase 1/vascular endothelial growth factor/vascular permeability factor receptor	28279867	+	0	3355	188	2252	1	0	3355,
47939982	protein kinase	47939982	+	0	3188	114	1260	1	0	3188,
114108189	transmembrane emp24 protein transport domain containing 5	114108189	+	0	1470	128	803	1	0	1470,
46249567	hypothetical protein MGC81367	46249567	+	0	1018	183	756	1	0	1018,
50417667	colony stimulating factor 3 receptor (granulocyte)	50417667	+	0	4463	71	2513	1	0	4463,
49119194	MGC80429 protein	49119194	+	0	1418	154	580	1	0	1418,
58399500	Adrenodoxin-like protein	58399500	+	0	1031	175	757	1	0	1031,
148744501	hypothetical protein LOC100101292	148744501	+	0	2135	316	2065	1	0	2135,
54035101	hypothetical LOC494992	54035101	+	0	1475	135	1161	1	0	1475,
66911535	hypothetical protein MGC114992	66911535	+	0	3116	247	2578	1	0	3116,
80479315	cDNA clone MGC:131107 IMAGE:7982857	80479315	+	0	1682	152	917	1	0	1682,
49117823	MGC79089 protein	49117823	+	0	803	242	542	1	0	803,
28175656	matrilin 2	28175656	+	0	3043	148	1918	1	0	3043,
47937699	hypothetical protein MGC82410	47937699	+	0	3652	44	1340	1	0	3652,
80476301	hypothetical protein LOC398462	80476301	+	0	2204	216	1269	1	0	2204,
47939674	Choline transporter-like protein 2	47939674	+	0	3189	178	2311	1	0	3189,
50416421	MGC83523 protein	50416421	+	0	3443	211	2482	1	0	3443,
50603730	MGC84595 protein	50603730	+	0	2077	34	1069	1	0	2077,
115527884	forkhead box transcription factor	115527884	+	0	3348	282	2208	1	0	3348,
38014449	hypothetical protein MGC68652	38014449	+	0	1839	68	1538	1	0	1839,
49258091	MGC84822 protein	49258091	+	0	3242	128	2441	1	0	3242,
83318321	kruppel-related zinc finger protein hcKrox	83318321	+	0	2031	296	1709	1	0	2031,
54038706	hypothetical LOC495190	54038706	+	0	1627	54	1224	1	0	1627,
37590729	hypothetical protein MGC69178	37590729	+	0	1912	53	698	1	0	1912,
33416635	hypothetical protein MGC68846	33416635	+	0	1077	41	743	1	0	1077,
124481735	hypothetical protein LOC100037147	124481735	+	0	2525	306	972	1	0	2525,
38540889	ubiquitin fusion degradation 1-like protein	38540889	+	0	1239	25	949	1	0	1239,
61403319	hypothetical protein MGC84893	61403319	+	0	1018	274	985	1	0	1018,
51258578	MGC86453 protein	51258578	+	0	2310	49	1318	1	0	2310,
94574289	ribonucleoprotein	94574289	+	0	4286	195	1209	1	0	4286,
49899766	egl nine homolog 2 (C. elegans)	49899766	+	0	1813	73	1300	1	0	1813,
16974693	LIM homeobox protein 1b (Lmx1b) mRNA	16974693	+	0	1241	25	1228	1	0	1241,
49257215	MGC81433 protein	49257215	+	0	1636	343	1522	1	0	1636,
120577582	hypothetical protein LOC100037041	120577582	+	0	2735	96	2616	1	0	2735,
50418320	ubiquilin 2	50418320	+	0	2595	329	2024	1	0	2595,
51261647	MGC81893 protein	51261647	+	0	1230	114	603	1	0	1230,
38014690	hypothetical protein MGC68820	38014690	+	0	1207	91	1045	1	0	1207,
50603801	Tax1 (human T-cell leukemia virus type I) binding protein 3	50603801	+	0	2465	23	398	1	0	2465,
401709619	MLTK beta mRNA for MLK-like mitogen-activated protein triple kinase beta	401709619	+	0	2012	185	1502	1	0	2012,
47938743	ribonucleoprotein A1a	47938743	+	0	1365	86	1184	1	0	1365,
80477590	hypothetical protein MGC130991	80477590	+	0	1657	81	1341	1	0	1657,
213626892	cDNA clone MGC:197067 IMAGE:9093722	213626892	+	0	1859	134	1454	1	0	1859,
54311220	hypothetical LOC495326	54311220	+	0	1856	179	1172	1	0	1856,
50370169	annexin A6	50370169	+	0	1548	36	987	1	0	1548,
187856991	gER beta1 mRNA for gonad estrogen receptor beta1	187856991	+	0	2525	219	1866	1	0	2525,
46329835	hypothetical protein MGC83079	46329835	+	0	1280	17	578	1	0	1280,
54311206	hypothetical LOC495318	54311206	+	0	1810	10	427	1	0	1810,
54647650	hypothetical LOC495437	54647650	+	0	3517	186	1716	1	0	3517,
49114922	similar to adaptor protein complex AP-1	49114922	+	0	1078	80	554	1	0	1078,
126631800	hypothetical protein LOC100049124	126631800	+	0	548	40	388	1	0	548,
49903423	MGC83852 protein	49903423	+	0	2653	138	1668	1	0	2653,
117165636	mRNA for RAP55 protein	117165636	+	0	1894	81	1497	1	0	1894,
116063417	hypothetical protein LOC445828	116063417	+	0	2240	35	1856	1	0	2240,
47124900	hypothetical protein MGC81521	47124900	+	0	1831	248	1484	1	0	1831,
50416456	cDNA clone MGC:82601 IMAGE:4971138	50416456	+	0	1815	30	1647	1	0	1815,
54035225	hypothetical LOC495029	54035225	+	0	1851	40	1222	1	0	1851,
49116782	MGC80564 protein	49116782	+	0	3375	260	968	1	0	3375,
54038626	hypothetical LOC495228	54038626	+	0	1887	116	1625	1	0	1887,
28703812	succinate dehydrogenase complex	28703812	+	0	2350	32	2030	1	0	2350,
68534411	hypothetical protein LOC446922	68534411	+	0	1591	63	1404	1	0	1591,
12539653	Akt mRNA	12539653	+	0	1809	0	1446	1	0	1809,
50417441	X1-c-ets-2b protein	50417441	+	0	2811	171	1590	1	0	2811,
27881770	monocarboxylate transporter	27881770	+	0	2260	188	1607	1	0	2260,
52354755	hypothetical LOC494764	52354755	+	0	2729	127	568	1	0	2729,
27694794	methyl-CpG binding domain protein 1	27694794	+	0	4390	110	1076	1	0	4390,
169642416	hypothetical protein LOC100158275	169642416	+	0	2514	180	1017	1	0	2514,
54311178	hypothetical LOC495293	54311178	+	0	4445	115	3190	1	0	4445,
50415550	UDP-Gal:betaGlcNAc beta 1	50415550	+	0	1720	352	1507	1	0	1720,
4580025	CCCH zinc finger protein C3H-4 (C3H-4) mRNA	4580025	+	0	1176	38	869	1	0	1176,
47123867	hypothetical protein MGC83117	47123867	+	0	3408	417	3207	1	0	3408,
27370855	serine (or cysteine) proteinase inhibitor	27370855	+	0	2337	142	1513	1	0	2337,
76779531	hypothetical protein MGC130949	76779531	+	0	1899	234	1551	1	0	1899,
52138898	hypothetical LOC494651	52138898	+	0	2095	94	1459	1	0	2095,
14595657	LIM protein prickle (PRICKLE) mRNA	14595657	+	0	4580	143	2651	1	0	4580,
49257346	MGC82885 protein	49257346	+	0	2480	27	1569	1	0	2480,
58701962	hypothetical protein MGC85020	58701962	+	0	1053	107	662	1	0	1053,
47123189	hypothetical protein MGC83944	47123189	+	0	1924	219	1269	1	0	1924,
67678419	hypothetical protein MGC114765	67678419	+	0	1191	33	663	1	0	1191,
54038655	MGC81949 protein	54038655	+	0	1978	96	1692	1	0	1978,
114107882	reticulocalbin 1	114107882	+	0	1491	156	1125	1	0	1491,
27769392	LIM domain binding 3	27769392	+	0	2504	45	897	1	0	2504,
49903380	transmembrane protein 33	49903380	+	0	1455	111	855	1	0	1455,
27694950	similar to Collapsin response mediator protein 3	27694950	+	0	5096	59	2066	1	0	5096,
32484240	menage a trois 1	32484240	+	0	1276	21	951	1	0	1276,
50417407	histidyl-tRNA synthetase 2	50417407	+	0	1216	57	681	1	0	1216,
49117159	MGC82581 protein	49117159	+	0	2965	37	1915	1	0	2965,
54647611	hypothetical LOC495449	54647611	+	0	4523	101	548	1	0	4523,
46249525	cryptochrome 2a	46249525	+	0	2435	121	1828	1	0	2435,
23499458	aristaless-related homeobox (arx) mRNA	23499458	+	0	1720	116	1700	1	0	1720,
57033029	hypothetical LOC496352	57033029	+	0	1705	175	1396	1	0	1705,
148745596	hypothetical protein LOC100101287	148745596	+	0	1992	25	1534	1	0	1992,
27370989	similar to adenylyl cyclase-associated protein	27370989	+	0	2219	106	1534	1	0	2219,
51704050	MGC84470 protein	51704050	+	0	2382	225	1611	1	0	2382,
54035187	hypothetical protein MGC52661	54035187	+	0	1663	61	1189	1	0	1663,
18478804	SNF1-like protein AMPK mRNA	18478804	+	0	2293	102	1785	1	0	2293,
51258300	phosphatidic acid phosphatase type 2B	51258300	+	0	2760	309	1233	1	0	2760,
300391847	protein arginine methyltransferase 2 (Prmt2) mRNA	300391847	+	0	1926	82	1588	1	0	1926,
62533220	hypothetical protein LOC446283	62533220	+	0	2218	24	945	1	0	2218,
29387218	thrombospondin 3	29387218	+	0	3521	68	2963	1	0	3521,
50415417	ankyrin repeat domain 2 (stretch responsive muscle)	50415417	+	0	1747	113	1049	1	0	1747,
54038675	hypothetical LOC495121	54038675	+	0	1575	59	1106	1	0	1575,
27371039	testis expressed gene 261	27371039	+	0	1249	227	818	1	0	1249,
1843424	mRNA for contactin/F3/F11	1843424	+	0	3219	98	3116	1	0	3219,
58047688	hypothetical protein MGC98869	58047688	+	0	2431	104	1052	1	0	2431,
38014476	hypothetical protein MGC68719	38014476	+	0	2389	83	866	1	0	2389,
214011150	VA opsin mRNA	214011150	+	0	1147	0	1146	1	0	1147,
56789810	hypothetical LOC496252	56789810	+	0	1898	66	1701	1	0	1898,
62739388	hypothetical protein MGC115052	62739388	+	0	2416	22	2317	1	0	2416,
49614770	OMP25 mRNA for outer membrane protein 25	49614770	+	0	439	0	438	1	0	439,
68534339	hypothetical protein MGC114983	68534339	+	0	2674	275	2540	1	0	2674,
38014665	hypothetical protein MGC68766	38014665	+	0	1647	22	760	1	0	1647,
28279873	interferon regulatory factor 2 binding protein 2	28279873	+	0	2453	287	1901	1	0	2453,
47939998	hypothetical protein MGC83546	47939998	+	0	3581	223	2224	1	0	3581,
49256059	MGC81803 protein	49256059	+	0	2744	71	2309	1	0	2744,
304359276	clone IMAGE:4055317 haspin mRNA	304359276	+	0	4305	98	3539	1	0	4305,
37590288	hypothetical protein MGC69089	37590288	+	0	3015	158	1133	1	0	3015,
33416643	hypothetical protein MGC68877	33416643	+	0	2424	64	2137	1	0	2424,
123959657	hypothetical protein LOC733414	123959657	+	0	1426	3	789	1	0	1426,
49115692	MGC82662 protein	49115692	+	0	1688	166	1276	1	0	1688,
54038665	hypothetical LOC495091	54038665	+	0	1547	77	1364	1	0	1547,
124297245	nuclear protein in the AT region	124297245	+	0	4478	24	4095	1	0	4478,
49119136	MGC80232 protein	49119136	+	0	1196	249	885	1	0	1196,
28461331	brix domain containing 1	28461331	+	0	1211	43	970	1	0	1211,
47125233	hypothetical protein MGC83884	47125233	+	0	2718	101	1748	1	0	2718,
51950217	MGC81353 protein	51950217	+	0	4552	220	4351	1	0	4552,
12007283	putative transmembrane protein TA-2 mRNA	12007283	+	0	2989	38	2777	1	0	2989,
163915928	hypothetical protein LOC100137641	163915928	+	0	1924	345	1794	1	0	1924,
11878212	thyrotropin-releasing hormone receptor 1 mRNA	11878212	+	0	1467	114	1308	1	0	1467,
52789225	hypothetical LOC494833	52789225	+	0	1862	14	1775	1	0	1862,
49256099	MGC82083 protein	49256099	+	0	1457	69	324	1	0	1457,
27694574	MAP/microtubule affinity-regulating kinase 2	27694574	+	0	3363	354	2685	1	0	3363,
49118327	growth factor Livertine	49118327	+	0	3438	191	1541	1	0	3438,
49115892	MGC82957 protein	49115892	+	0	2564	145	1204	1	0	2564,
47125236	hypothetical protein MGC83900	47125236	+	0	1981	253	937	1	0	1981,
47123102	hypothetical protein MGC83795	47123102	+	0	1655	98	1532	1	0	1655,
83406069	hypothetical protein MGC132162	83406069	+	0	2382	88	1741	1	0	2382,
51703650	MGC81679 protein	51703650	+	0	3702	111	1632	1	0	3702,
51703503	MGC82195 protein	51703503	+	0	3196	64	886	1	0	3196,
76779987	hypothetical protein MGC131242	76779987	+	0	1633	385	1405	1	0	1633,
46250189	hypothetical protein MGC81035	46250189	+	0	2899	275	1868	1	0	2899,
49256465	MGC82078 protein	49256465	+	0	1316	165	585	1	0	1316,
115528272	hypothetical protein MGC52912	115528272	+	0	2257	90	1089	1	0	2257,
49118318	MGC80735 protein	49118318	+	0	1602	58	754	1	0	1602,
159155462	hypothetical protein LOC100127250	159155462	+	0	1843	4	1459	1	0	1843,
61403331	hypothetical protein MGC85007	61403331	+	0	2705	494	2546	1	0	2705,
5163413	small Rho-like GTPase RhoA (RhoA) mRNA	5163413	+	0	1433	72	654	1	0	1433,
50417572	UDP-Gal:betaGlcNAc beta 1	50417572	+	0	2266	177	1188	1	0	2266,
68303289	RECQL4-helicase-like protein (RTS) mRNA	68303289	+	0	4556	0	4503	1	0	4556,
51703590	MGC84811 protein	51703590	+	0	1897	21	1464	1	0	1897,
118764076	catenin	118764076	+	0	3518	266	2609	1	0	3518,
37994575	cDNA clone MGC:68554 IMAGE:4031347	37994575	+	0	1306	24	1032	1	0	1306,
56269992	hypothetical LOC496034	56269992	+	0	889	77	836	1	0	889,
115528647	hypothetical LOC495829	115528647	+	0	1824	114	1557	1	0	1824,
49257223	MGC83242 protein	49257223	+	0	2666	233	629	1	0	2666,
47937703	cDNA clone MGC:82411 IMAGE:4633659	47937703	+	0	1956	34	1789	1	0	1956,
51873950	MGC85508 protein	51873950	+	0	959	22	820	1	0	959,
124481863	hypothetical protein LOC100037156	124481863	+	0	1536	223	1378	1	0	1536,
27371280	Protein FAM50A A	27371280	+	0	1719	60	1080	1	0	1719,
46250191	hypothetical protein MGC81061	46250191	+	0	6110	256	3601	1	0	6110,
38051912	hypothetical protein MGC68480	38051912	+	0	3065	8	761	1	0	3065,
52789238	hypothetical protein MGC98939	52789238	+	0	2410	65	986	1	0	2410,
49256174	MGC82954 protein	49256174	+	0	962	14	779	1	0	962,
190684145	ADAM19 mRNA	190684145	+	0	2915	81	2745	1	0	2915,
28280016	elongation factor 1 alpha	28280016	+	0	1497	15	1401	1	0	1497,
114107878	cyclin B3	114107878	+	0	1583	96	1356	1	0	1583,
76779989	hypothetical protein MGC131263	76779989	+	0	1027	85	769	1	0	1027,
54035120	hypothetical LOC495020	54035120	+	0	6607	163	2458	1	0	6607,
47718045	hypothetical protein MGC82290	47718045	+	0	1949	15	693	1	0	1949,
120538040	hypothetical protein LOC100036966	120538040	+	0	1168	50	995	1	0	1168,
38303805	DNA damage-binding protein 1	38303805	+	0	4146	99	3522	1	0	4146,
27503251	potassium inwardly-rectifying channel	27503251	+	0	2191	318	1557	1	0	2191,
51704046	MGC84284 protein	51704046	+	0	2836	54	765	1	0	2836,
28279928	PTK9 protein typrotein tyrosine kinase 9-like (A6-related protein)	28279928	+	0	1991	44	1094	1	0	1991,
54038113	muscle LIM protein	54038113	+	0	910	56	641	1	0	910,
28278587	LBP protein; likely ortholog of mouse CRTR-1	28278587	+	0	3813	324	1806	1	0	3813,
38175204	BRAF mRNA for serine/threonine protein kinase BRAF	38175204	+	0	2828	27	2400	1	0	2828,
14669606	membrane protein CDO (CDO) mRNA	14669606	+	0	4436	277	4027	1	0	4436,
50603669	hypothetical protein LOC594868	50603669	+	0	1737	26	620	1	0	1737,
51703523	cDNA clone MGC:83536 IMAGE:5078686	51703523	+	0	4812	413	677	1	0	4812,
161612012	hypothetical protein LOC100127339	161612012	+	0	991	21	441	1	0	991,
80477133	hypothetical protein MGC131329	80477133	+	0	2110	277	1525	1	0	2110,
54311436	maternal protein	54311436	+	0	2238	288	1350	1	0	2238,
51704054	MGC85240 protein	51704054	+	0	2160	80	947	1	0	2160,
49522788	MGC84779 protein	49522788	+	0	3150	49	541	1	0	3150,
47940222	hypothetical protein MGC78895	47940222	+	0	2195	276	1122	1	0	2195,
47124667	hairy2b	47124667	+	0	1276	114	948	1	0	1276,
76780111	hypothetical protein MGC130640	76780111	+	0	1386	82	1201	1	0	1386,
47939677	POU domain	47939677	+	0	2285	314	1472	1	0	2285,
62471480	hypothetical protein MGC115040	62471480	+	0	1451	31	823	1	0	1451,
50603929	kallikrein B	50603929	+	0	2141	45	1935	1	0	2141,
62871613	cDNA clone MGC:98463 IMAGE:7198247	62871613	+	0	3036	17	2594	1	0	3036,
2896106	DEAD box protein (VLG1) mRNA	2896106	+	0	2503	65	2168	1	0	2503,
27503222	retinoblastoma binding protein 7	27503222	+	0	1684	152	1430	1	0	1684,
83405641	similar to PDZ and LIM domain 1 (elfin)	83405641	+	0	1263	78	1056	1	0	1263,
51261527	MGC84736 protein	51261527	+	0	1861	128	1292	1	0	1861,
50415297	PTPRF interacting protein	50415297	+	0	4780	51	2949	1	0	4780,
54311368	scaffold attachment factor A	54311368	+	0	3639	441	2760	1	0	3639,
214168	X.laevis GATA-binding protein (XGATA-1B ) gene	214168	+	0	1304	120	1215	1	0	1304,
58399135	hypothetical protein MGC85016	58399135	+	0	2261	117	1497	1	0	2261,
38197318	hypothetical protein MGC68804	38197318	+	0	3292	71	2327	1	0	3292,
50414987	cytoskeletal protein 4.1	50414987	+	0	3961	162	2565	1	0	3961,
27924362	similar to kraken-like	27924362	+	0	1898	260	1175	1	0	1898,
47937535	hypothetical protein MGC79052	47937535	+	0	1131	118	661	1	0	1131,
51704129	MGC84275 protein	51704129	+	0	1417	42	1221	1	0	1417,
50416333	protein tyrosine phosphatase-like (proline instead of catalytic arginine)	50416333	+	0	3081	115	841	1	0	3081,
76779518	hypothetical protein MGC130906	76779518	+	0	1268	41	824	1	0	1268,
54038584	hypothetical LOC495106	54038584	+	0	2233	59	1988	1	0	2233,
50603694	replication protein A3	50603694	+	0	869	18	384	1	0	869,
27882474	eukaryotic translation elongation factor 2	27882474	+	0	2947	62	2639	1	0	2947,
27694831	hypothetical protein MGC53361	27694831	+	0	2650	146	2213	1	0	2650,
77748354	carboxyl ester lipase (bile salt-stimulated lipase)	77748354	+	0	1761	10	1669	1	0	1761,
37747619	hypothetical protein MGC68494	37747619	+	0	4810	312	1347	1	0	4810,
28422410	zinc finger protein 207	28422410	+	0	1970	32	1391	1	0	1970,
57033071	cDNA clone MGC:85057 IMAGE:6327089	57033071	+	0	4171	119	1031	1	0	4171,
52138960	hypothetical LOC494710	52138960	+	0	1213	107	638	1	0	1213,
50927205	fat-inducing transcript 2	50927205	+	0	4406	83	866	1	0	4406,
50418071	MGC83480 protein	50418071	+	0	5650	180	3396	1	0	5650,
49257421	MGC82652 protein	49257421	+	0	1382	16	1243	1	0	1382,
71681072	hypothetical protein MGC115459	71681072	+	0	2639	447	1296	1	0	2639,
62948023	hypothetical protein MGC84982	62948023	+	0	3825	34	1195	1	0	3825,
214899	fibroblast growth factor receptor mRNA	214899	+	0	2754	153	2328	1	0	2754,
169642428	hypothetical protein LOC100158287	169642428	+	0	2201	20	1988	1	0	2201,
75863760	membrane-type matrix metalloproteinase 3 precursor mRNA	75863760	+	0	2410	219	2061	1	0	2410,
169642424	hypothetical protein LOC100158286	169642424	+	0	3299	79	424	1	0	3299,
33417119	hypothetical protein MGC69005	33417119	+	0	1093	121	904	1	0	1093,
49118447	MGC80934 protein	49118447	+	0	3269	68	2951	1	0	3269,
57033005	hypothetical LOC496337	57033005	+	0	1260	106	865	1	0	1260,
125858153	hypothetical protein LOC100037194	125858153	+	0	1954	26	1259	1	0	1954,
51512997	MGC82143 protein	51512997	+	0	4042	252	2310	1	0	4042,
54035191	cDNA clone MGC:78918 IMAGE:4201796	54035191	+	0	2121	89	824	1	0	2121,
49257354	poly(A) binding protein II	49257354	+	0	1612	7	898	1	0	1612,
49899769	MGC83814 protein	49899769	+	0	2306	230	1949	1	0	2306,
50418041	solute carrier family 28 (sodium-coupled nucleoside transporter)	50418041	+	0	2607	297	2235	1	0	2607,
58702019	hypothetical protein MGC85010	58702019	+	0	1291	472	1192	1	0	1291,
47682829	hypothetical protein MGC81499	47682829	+	0	2392	34	928	1	0	2392,
38051934	hypothetical protein MGC68559	38051934	+	0	2329	46	670	1	0	2329,
49899051	MGC83213 protein	49899051	+	0	5232	139	1552	1	0	5232,
50417549	OTX5b protein	50417549	+	0	2324	221	1094	1	0	2324,
28436859	protein phosphatase 2 (formerly 2A)	28436859	+	0	2042	8	1778	1	0	2042,
47937797	hypothetical protein MGC84500	47937797	+	0	2470	50	869	1	0	2470,
55153750	hypothetical LOC495510	55153750	+	0	3681	101	1694	1	0	3681,
27370932	carboxypeptidase A6	27370932	+	0	1673	198	1503	1	0	1673,
57032966	hypothetical LOC496315	57032966	+	0	3949	147	1320	1	0	3949,
163916373	hypothetical protein LOC100137705	163916373	+	0	1883	7	376	1	0	1883,
50927241	zinc finger protein 420	50927241	+	0	5180	452	3395	1	0	5180,
49257605	MGC83398 protein	49257605	+	0	2290	239	1166	1	0	2290,
54311198	hypothetical LOC495311	54311198	+	0	1836	145	1639	1	0	1836,
122936393	hypothetical protein LOC100037077	122936393	+	0	2619	4	2176	1	0	2619,
46249557	RAB9A	46249557	+	0	1024	125	731	1	0	1024,
32396219	velo1 mRNA	32396219	+	0	2722	28	2368	1	0	2722,
76779608	hypothetical protein MGC131285	76779608	+	0	1144	261	1038	1	0	1144,
28175413	tyrosine protein kinase pp60-c-src	28175413	+	0	3197	180	1794	1	0	3197,
27503874	similar to nuclear receptor coactivator 5	27503874	+	0	2197	117	1977	1	0	2197,
83642780	p54nrb mRNA for 54 kD nuclear RNA-binding protein	83642780	+	0	2141	143	1535	1	0	2141,
58402684	hypothetical protein MGC98240	58402684	+	0	5165	58	2728	1	0	5165,
33416691	chronic myelogenous leukemia tumor antigen 66	33416691	+	0	2027	94	1855	1	0	2027,
114108330	hypothetical protein MGC154843	114108330	+	0	1953	74	791	1	0	1953,
49119562	MGC83587 protein	49119562	+	0	2350	355	2044	1	0	2350,
27924411	RAS related protein 1b	27924411	+	0	2018	99	654	1	0	2018,
1086555	XPolycomb mRNA	1086555	+	0	2418	27	1593	1	0	2418,
71051897	hypothetical protein MGC115524	71051897	+	0	1857	15	1098	1	0	1857,
49115833	MGC82874 protein	49115833	+	0	1564	121	733	1	0	1564,
114108291	D3Mm3e protein	114108291	+	0	1858	178	1192	1	0	1858,
50417685	ubiquitin-conjugating enzyme E2M (UBC12 homolog	50417685	+	0	1280	330	882	1	0	1280,
27694708	mitogen-activated protein kinase associated protein 1	27694708	+	0	2317	238	1801	1	0	2317,
49114874	regulator of G-protein signalling 4	49114874	+	0	1668	149	764	1	0	1668,
54648496	cDNA clone MGC:98990 IMAGE:5512923	54648496	+	0	1445	127	850	1	0	1445,
50418043	MGC82466 protein	50418043	+	0	4060	138	549	1	0	4060,
495216	achaete-scute homolog 3b mRNA	495216	+	0	751	123	699	1	0	751,
57921033	hypothetical protein MGC85058	57921033	+	0	2962	90	1248	1	0	2962,
47938685	cDNA clone MGC:80359 IMAGE:5074445	47938685	+	0	2300	73	451	1	0	2300,
51704097	MGC81738 protein	51704097	+	0	3843	158	1193	1	0	3843,
32450613	hypothetical protein MGC64453	32450613	+	0	1633	215	875	1	0	1633,
28175396	splicing factor	28175396	+	0	1664	104	752	1	0	1664,
125858579	hypothetical protein LOC100037188	125858579	+	0	1446	22	1153	1	0	1446,
50925069	tau-like protein-2	50925069	+	0	2991	92	1301	1	0	2991,
46249658	hypothetical protein MGC83215	46249658	+	0	1920	319	1618	1	0	1920,
50924841	MGC82645 protein	50924841	+	0	2431	234	462	1	0	2431,
125859022	hypothetical protein LOC100037196	125859022	+	0	3005	42	780	1	0	3005,
49257707	MGC84748 protein	49257707	+	0	1959	10	952	1	0	1959,
46249660	hypothetical protein MGC83228	46249660	+	0	3639	42	1557	1	0	3639,
49115496	MGC80868 protein	49115496	+	0	5539	187	3934	1	0	5539,
54647985	hypothetical LOC495431	54647985	+	0	1576	68	623	1	0	1576,
161611769	hypothetical protein LOC100127338	161611769	+	0	1585	520	1438	1	0	1585,
51593536	MGC85390 protein	51593536	+	0	1217	166	1003	1	0	1217,
80477641	hypothetical protein MGC131075	80477641	+	0	2000	167	950	1	0	2000,
46249491	hypothetical protein MGC81083	46249491	+	0	1760	46	598	1	0	1760,
483921	protein tyrosine phosphatase alpha mRNA	483921	+	0	3394	504	2973	1	0	3394,
37748604	hypothetical protein MGC68638	37748604	+	0	2569	339	2367	1	0	2569,
161611664	hypothetical protein LOC100127341	161611664	+	0	1179	68	1034	1	0	1179,
52138934	hypothetical LOC494693	52138934	+	0	1622	57	1167	1	0	1622,
50415875	MGC83958 protein	50415875	+	0	4515	119	1691	1	0	4515,
50924595	MGC79128 protein	50924595	+	0	2196	96	1587	1	0	2196,
49522110	MGC82047 protein	49522110	+	0	1468	117	1092	1	0	1468,
49115117	MGC80424 protein	49115117	+	0	4500	99	2175	1	0	4500,
50418218	MGC80037 protein	50418218	+	0	2444	269	1601	1	0	2444,
50417537	MGC82643 protein	50417537	+	0	2491	110	764	1	0	2491,
7670049	COL1A1 mRNA for type I collagen alpha 1	7670049	+	0	5776	111	4455	1	0	5776,
49115951	MGC83046 protein	49115951	+	0	2309	118	2038	1	0	2309,
49258006	MGC83984 protein	49258006	+	0	3337	272	980	1	0	3337,
83405210	hypothetical protein MGC132159	83405210	+	0	2920	308	2243	1	0	2920,
49522120	MGC82074 protein	49522120	+	0	2951	539	2693	1	0	2951,
47939656	hypothetical protein MGC78817	47939656	+	0	1227	92	1001	1	0	1227,
50414821	MGC80279 protein	50414821	+	0	1920	239	1793	1	0	1920,
163915686	hypothetical protein LOC100137692	163915686	+	0	1573	55	991	1	0	1573,
50414708	furin	50414708	+	0	3095	309	2661	1	0	3095,
51258827	MGC86218 protein	51258827	+	0	1741	20	1457	1	0	1741,
54261687	hypothetical LOC495257	54261687	+	0	3047	511	2758	1	0	3047,
52354817	hypothetical LOC494778	52354817	+	0	2556	202	1339	1	0	2556,
32450584	hypothetical protein MGC64341	32450584	+	0	1364	122	626	1	0	1364,
114108064	transmembrane protein with EGF-like and two follistatin-like domains 2	114108064	+	0	1691	162	1215	1	0	1691,
115528350	hypothetical protein LOC100158397	115528350	+	0	2221	145	1645	1	0	2221,
49117899	tubulin	49117899	+	0	1644	189	1560	1	0	1644,
59544127	noggin 2 (Nog2) mRNA	59544127	+	0	970	20	677	1	0	970,
47683058	Septin-8-B	47683058	+	0	2433	35	1319	1	0	2433,
28175417	lipocalin-interacting membrane receptor	28175417	+	0	3559	106	1558	1	0	3559,
54648174	hypothetical LOC495472	54648174	+	0	2230	26	1529	1	0	2230,
32450248	hypothetical protein MGC64475	32450248	+	0	1467	209	680	1	0	1467,
47937491	hypothetical protein MGC78937	47937491	+	0	1905	81	582	1	0	1905,
49256235	MGC84054 protein	49256235	+	0	4613	164	1814	1	0	4613,
50418085	hypothetical protein MGC84581	50418085	+	0	2598	486	2037	1	0	2598,
51258722	MGC84773 protein	51258722	+	0	966	68	545	1	0	966,
38014669	hypothetical protein MGC68526	38014669	+	0	3429	99	2031	1	0	3429,
83405246	hypothetical protein MGC132092	83405246	+	0	3092	206	1577	1	0	3092,
27769148	stomatin	27769148	+	0	1454	21	867	1	0	1454,
37589433	hypothetical protein MGC69084	37589433	+	0	4826	286	3280	1	0	4826,
76779779	hypothetical protein MGC131057	76779779	+	0	1591	142	1381	1	0	1591,
114108275	hypothetical protein MGC154311	114108275	+	0	1063	166	985	1	0	1063,
49115512	MGC80896 protein	49115512	+	0	1991	370	988	1	0	1991,
27370872	hypothetical protein MGC52765	27370872	+	0	1259	48	672	1	0	1259,
49257193	MGC78788 protein	49257193	+	0	1183	85	679	1	0	1183,
62185719	hypothetical protein MGC115185	62185719	+	0	1214	5	359	1	0	1214,
