Database of representative transcript models for protein-coding genes in HeLa cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for human had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from HeLa cells; only genes detected by 3P-Seq are included in the table.
Coordinates of human genes are based on the hg18 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_017611	SLC43A3	chr11	-	56931004	56951629	56931840	56950221	14	56931004,56933223,56933983,56938663,56938981,56940621,56941796,56945020,56945345,56948030,56949589,56950037,56950636,56951591,	56931945,56933347,56934170,56938780,56939155,56940719,56941936,56945113,56945422,56948077,56949719,56950401,56950701,56951629,
NM_152346	SLC43A2	chr17	-	1424448	1478930	1425647	1477918	14	1424448,1426640,1428293,1433247,1435956,1440845,1441312,1441609,1443230,1463238,1465022,1466605,1477758,1478837,	1425809,1426764,1428367,1433380,1436095,1440992,1441515,1441743,1443323,1463315,1465078,1466813,1477964,1478930,
NM_018027	FRMD4A	chr10	-	13725708	14412872	13733910	14412107	25	13725708,13733908,13736421,13738641,13741328,13742321,13745458,13748102,13752411,13756916,13775903,13783345,13789042,13819849,13822199,13822517,13829741,13843652,13844629,13864927,13878501,13892819,13940852,14412062,14412601,	13729041,13733980,13736518,13739528,13741496,13742559,13745515,13748331,13752534,13757050,13776045,13783484,13789119,13819936,13822257,13822583,13829825,13843675,13844686,13865012,13878594,13892914,13940918,14412188,14412872,
NM_004403	DFNA5	chr7	-	24704501	24764164	24705169	24755918	10	24704501,24708903,24712327,24714270,24716367,24723397,24725190,24750705,24755707,24763850,	24705403,24708977,24712520,24714398,24716532,24723518,24725362,24750898,24755937,24764164,
NM_022066	UBE2O	chr17	-	71897132	71960883	71898618	71960818	18	71897132,71899431,71899585,71903400,71903803,71905474,71905930,71906147,71906512,71907124,71907822,71908116,71908686,71909739,71910277,71912881,71913189,71960401,	71899289,71899489,71899789,71903537,71904497,71905564,71906059,71906260,71906667,71907597,71907973,71908226,71908830,71909803,71910375,71912992,71913249,71960883,
NM_033112	RRP36	chr6	+	43097362	43105319	43097370	43104944	7	43097362,43100700,43100978,43101752,43102893,43103075,43104807,	43097500,43100848,43101045,43101857,43102968,43103193,43105319,
NM_198156	VHL	chr3	+	10158318	10167498	10158531	10166649	2	10158318,10166470,	10158871,10167498,
NM_030753	WNT3	chr17	-	42195382	42251125	42200854	42250962	5	42195382,42200846,42202316,42206196,42250882,	42197156,42201334,42202582,42206438,42251125,
NM_032836	FIZ1	chr19	-	60794553	60802705	60795627	60801043	3	60794553,60800749,60802651,	60796824,60801079,60802705,
NM_001114600	SZRD1	chr1	+	16566111	16597225	16566339	16594222	4	16566111,16590456,16592309,16594119,	16566390,16590506,16592564,16597225,
NM_020873	LRRN1	chr3	+	3816120	3864300	3861325	3863476	2	3816120,3861047,	3816603,3864300,
NM_014330	PPP1R15A	chr19	+	54067460	54071130	54068302	54071042	3	54067460,54068293,54070682,	54067720,54069967,54071130,
NM_032833	PPP1R15B	chr1	-	202639140	202647567	202641842	202647162	2	202639140,202645242,	202642064,202647567,
NM_003801	GPAA1	chr8	+	145209511	145213102	145209621	145213016	12	145209511,145210014,145210279,145210604,145210829,145211024,145211303,145211612,145211933,145212179,145212463,145212772,	145209695,145210194,145210391,145210752,145210931,145211221,145211500,145211766,145212029,145212370,145212634,145213102,
NM_024675	PALB2	chr16	-	23521989	23560179	23522280	23559979	13	23521989,23526685,23532825,23540183,23541790,23542830,23545057,23548025,23548461,23553683,23556671,23556891,23559931,	23522491,23526834,23532913,23540300,23541952,23542916,23545219,23548097,23549291,23555156,23556774,23556951,23560179,
NM_020639	RIPK4	chr21	-	42032603	42060318	42034066	42060270	8	42032603,42037110,42038987,42039841,42042382,42044325,42049753,42060088,	42035226,42037369,42039091,42040000,42042432,42044474,42050045,42060318,
NM_031476	CRISPLD2	chr16	+	83411087	83500614	83429602	83497749	15	83411087,83429528,83436892,83440491,83441674,83445835,83458003,83459957,83463548,83464098,83465026,83468544,83471615,83480336,83497694,	83411240,83429842,83437011,83440624,83441790,83445936,83458147,83460018,83463615,83464229,83465070,83468617,83471691,83480470,83500614,
NM_024589	ROGDI	chr16	-	4786970	4792952	4787461	4792573	11	4786970,4787715,4787939,4788072,4788570,4789687,4790499,4791268,4791504,4792383,4792528,	4787503,4787842,4787989,4788186,4788669,4789783,4790580,4791323,4791587,4792455,4792952,
NM_023937	MRPL34	chr19	+	17277476	17278645	17277701	17278188	2	17277476,17277974,	17277766,17278645,
NM_001079817	INSR	chr19	-	7063276	7245011	7068066	7244902	21	7063276,7070459,7071630,7073624,7073889,7076293,7077594,7079862,7083168,7092687,7093826,7103736,7114042,7117164,7118978,7121547,7123300,7125593,7135326,7218355,7244802,	7068421,7070594,7071760,7073784,7074000,7076538,7077662,7079965,7083328,7092827,7094101,7103938,7114210,7117415,7119105,7121762,7123445,7125742,7135648,7218907,7245011,
NM_006946	SPTBN2	chr11	-	66209298	66245446	66209917	66245287	37	66209298,66210444,66211040,66211473,66211914,66212050,66212215,66212699,66213142,66213851,66214085,66215330,66216582,66217016,66217232,66217818,66218185,66220323,66222685,66223038,66223452,66224572,66225630,66228644,66229730,66231562,66232187,66232948,66234628,66234963,66237677,66238137,66238362,66239268,66239876,66245130,66245396,	66210151,66210487,66211214,66211694,66211965,66212126,66212358,66212896,66213227,66213990,66214330,66215705,66216787,66217147,66217493,66217908,66218410,66220587,66222832,66223129,66223655,66225329,66225768,66229515,66229884,66231865,66232346,66233066,66234816,66235076,66237793,66238218,66238454,66239442,66240028,66245309,66245446,
NM_003128	SPTBN1	chr2	+	54536957	54750508	54607059	54749210	36	54536957,54607012,54679732,54692801,54696847,54698248,54698718,54702040,54702940,54704119,54705444,54706572,54708737,54709573,54710532,54711495,54713206,54718353,54723623,54724963,54725869,54726568,54726834,54727771,54729626,54730255,54734249,54735710,54736554,54738490,54739794,54740576,54745093,54746555,54748244,54748991,	54537159,54607207,54679884,54692975,54696939,54698329,54698834,54702153,54703128,54704237,54705603,54706875,54708891,54710444,54710670,54712252,54713409,54718444,54723770,54725227,54726094,54726658,54727116,54727902,54729831,54730630,54734494,54735849,54736639,54738687,54739907,54740640,54745332,54746729,54748287,54750508,
NM_015995	KLF13	chr15	+	29406374	29457402	29406707	29451794	2	29406374,29451504,	29407284,29457402,
NM_007249	KLF12	chr13	-	73158159	73606067	73167627	73467160	8	73158159,73187505,73237075,73285289,73317964,73416118,73467127,73605876,	73167809,73187663,73237138,73285425,73318511,73416208,73467191,73606067,
NM_003597	KLF11	chr2	+	10101132	10112414	10101294	10110085	4	10101132,10103727,10105227,10109804,	10101336,10103997,10106173,10112414,
NM_005655	KLF10	chr8	-	103730188	103737306	103731535	103737005	4	103730188,103732552,103733567,103736969,	103731795,103733465,103733801,103737306,
NM_030954	RNF170	chr8	-	42827601	42871023	42830458	42862164	7	42827601,42836044,42839715,42844303,42848230,42862027,42870783,	42830728,42836155,42839789,42844412,42848306,42862171,42871023,
NM_001042425	TFAP2A	chr6	-	10504896	10527783	10506635	10527669	7	10504896,10508666,10510710,10512726,10515011,10518119,10527636,	10506924,10508808,10510829,10512958,10515063,10518554,10527783,
NM_000158	GBE1	chr3	-	81621540	81893640	81622247	81893358	16	81621540,81630950,81667033,81668751,81709765,81713005,81717932,81722877,81725748,81774621,81778232,81780696,81781636,81802678,81837284,81893215,	81622304,81631066,81667166,81668936,81709937,81713116,81718031,81723005,81725864,81774831,81778323,81780832,81781762,81802794,81837454,81893640,
NM_002592	PCNA	chr20	-	5043599	5055268	5043928	5048444	7	5043599,5044094,5046115,5047255,5047414,5048223,5055145,	5044008,5044218,5046310,5047323,5047512,5048560,5055268,
NM_080546	SLC44A1	chr9	+	107046714	107193927	107046970	107191158	16	107046714,107101321,107111825,107137664,107150459,107158313,107160445,107163292,107164922,107166656,107167584,107168447,107176699,107185224,107187523,107191134,	107047006,107101411,107111968,107137801,107150553,107158483,107160535,107163432,107165109,107166822,107167741,107168531,107176837,107185461,107187604,107193927,
NM_020428	SLC44A2	chr19	+	10597170	10616232	10597309	10615061	22	10597170,10597928,10599397,10599595,10602732,10602950,10603150,10603301,10603543,10603719,10606431,10606649,10606838,10607106,10607998,10608337,10609319,10609531,10609698,10609902,10614042,10614954,	10597346,10597977,10599471,10599680,10602817,10603061,10603211,10603425,10603627,10603832,10606563,10606749,10606931,10607191,10608261,10608432,10609423,10609605,10609769,10609991,10614127,10616232,
NM_001130058	SLC44A5	chr1	-	75440407	75849387	75441999	75779720	24	75440407,75449740,75451977,75452191,75452877,75454026,75456138,75456762,75457529,75458072,75460633,75465998,75472258,75475259,75476785,75480273,75481158,75489482,75513230,75538884,75577854,75634855,75779707,75849312,	75442106,75449825,75452066,75452262,75452951,75454130,75456233,75457025,75457617,75458165,75460733,75466130,75472371,75475343,75476909,75480334,75481284,75489567,75513315,75538958,75577903,75634894,75779789,75849387,
NM_001039360	ZBTB7C	chr18	-	43807637	43917678	43809628	43821476	3	43807637,43820268,43917375,	43810280,43821492,43917678,
NM_170721	MSI2	chr17	+	52689372	53065542	52689407	53064191	10	52689372,52689825,52690629,52694510,52833738,52962035,53029227,53048329,53059588,53064150,	52689498,52689907,52690714,52694552,52833831,52962084,53029310,53048444,53059663,53065542,
NM_020357	PCNP	chr3	+	102775731	102795969	102775749	102794287	5	102775731,102781323,102786970,102791748,102794160,	102775813,102781538,102787045,102791804,102795969,
NM_032478	MRPL38	chr17	-	71406318	71412776	71406525	71412551	9	71406318,71406833,71407191,71408657,71408876,71409387,71409695,71412215,71412484,	71406662,71406970,71407350,71408703,71408949,71409596,71409830,71412395,71412776,
NM_014982	PCNX	chr14	+	70443874	70651851	70444320	70646405	36	70443874,70483384,70498695,70504667,70505490,70513411,70525036,70532210,70546103,70547961,70549454,70555478,70559669,70562586,70563241,70565169,70569898,70570400,70572534,70581602,70583433,70584276,70587121,70588352,70591973,70593978,70610014,70612658,70624799,70625661,70638459,70639864,70641704,70645073,70645921,70646264,	70444473,70483593,70498801,70504713,70505580,70515118,70525169,70532395,70546194,70548019,70549672,70555632,70559702,70562758,70563352,70565261,70570008,70570506,70572627,70581753,70583575,70584454,70587230,70588482,70592032,70594194,70610268,70612889,70624900,70625812,70638690,70640139,70641910,70645516,70646062,70651851,
NM_001042573	ENGASE	chr17	+	74582613	74596274	74582621	74594026	14	74582613,74585106,74585339,74587165,74587883,74588601,74589574,74590696,74591158,74591437,74592214,74592910,74593296,74593609,	74582767,74585174,74585541,74587314,74588041,74588750,74589740,74590800,74591267,74591628,74592363,74593019,74593411,74596274,
NM_015474	SAMHD1	chr20	-	34952046	35013660	34954748	35013460	16	34952046,34959638,34960256,34965973,34967180,34973034,34974277,34978538,34978765,34981180,34988998,34992576,34996845,35002855,35008554,35013252,	34954883,34959776,34960361,34966066,34967320,34973150,34974369,34978647,34978866,34981336,34989069,34992692,34997006,35002928,35008621,35013660,
NM_199184	DNPH1	chr6	-	43301346	43305189	43301677	43305172	3	43301346,43302042,43304976,	43301859,43302111,43305189,
NM_002945	RPA1	chr17	+	1680022	1748113	1680137	1747219	17	1680022,1692846,1693963,1694621,1703144,1722477,1725704,1727255,1729036,1729258,1729603,1730586,1733855,1738718,1741876,1745052,1747114,	1680170,1692897,1694042,1694730,1703233,1722570,1725837,1727358,1729105,1729451,1729743,1730735,1733988,1738895,1741984,1745139,1748113,
NM_002947	RPA3	chr7	-	7642871	7724763	7643155	7646574	8	7642871,7644019,7645225,7646475,7691985,7693383,7721330,7724670,	7643238,7644128,7645300,7647331,7692154,7693484,7721382,7724763,
NM_006333	C1D	chr2	-	68122836	68143663	68123524	68127946	5	68122836,68126623,68126979,68127808,68143580,	68123689,68126679,68127046,68127955,68143663,
NM_198316	TENC1	chr12	+	51727076	51744427	51734342	51743933	29	51727076,51731905,51732505,51733461,51733824,51734015,51734320,51735236,51735618,51735831,51737063,51737617,51737823,51738077,51738366,51738622,51738764,51739097,51740455,51740725,51741430,51741865,51742203,51742426,51742670,51743139,51743399,51743613,51743794,	51727114,51732014,51732543,51733500,51733863,51734065,51734492,51735287,51735741,51735896,51737147,51737730,51737884,51738153,51738496,51738688,51738878,51740309,51740606,51741315,51741520,51741991,51742296,51742504,51742748,51743308,51743468,51743643,51744427,
NM_005006	NDUFS1	chr2	-	206694940	206732488	206697153	206726647	19	206694940,206699507,206699678,206700765,206703056,206705913,206711453,206714909,206715654,206716986,206717860,206719871,206720499,206720721,206721988,206722786,206725387,206726586,206732309,	206697245,206699580,206699813,206700941,206703211,206706074,206711583,206715038,206715800,206717101,206717995,206720057,206720630,206720803,206722065,206722894,206725479,206726651,206732488,
NM_004550	NDUFS2	chr1	+	159435728	159450806	159438799	159450607	15	159435728,159438560,159439850,159442820,159445606,159445896,159446270,159446524,159446717,159447004,159448764,159449793,159450062,159450277,159450569,	159435937,159438894,159439957,159443011,159445727,159446009,159446345,159446602,159446803,159447124,159448894,159449889,159450146,159450335,159450806,
NM_004551	NDUFS3	chr11	+	47557137	47562689	47557219	47562609	7	47557137,47557396,47558652,47558962,47560215,47560476,47562441,	47557286,47557462,47558750,47559112,47560341,47560596,47562689,
NM_002495	NDUFS4	chr5	+	52892221	53014915	52892249	53014808	5	52892221,52935038,52977819,52990137,53014704,	52892347,52935117,52977992,52990211,53014915,
NM_004553	NDUFS6	chr5	+	1854495	1869161	1854531	1869030	4	1854495,1855434,1867452,1868964,	1854663,1855488,1867575,1869161,
NM_024407	NDUFS7	chr19	+	1334882	1346575	1334925	1346487	8	1334882,1338809,1339523,1339831,1341869,1342117,1344240,1346389,	1334941,1338846,1339592,1339937,1342049,1342164,1344329,1346575,
NM_002496	NDUFS8	chr11	+	67554659	67560686	67556194	67560636	7	67554659,67556194,67556328,67556965,67557153,67560295,67560504,	67554776,67556252,67556379,67557055,67557326,67560424,67560686,
NM_016035	COQ4	chr9	+	130124611	130136170	130124958	130135745	7	130124611,130125115,130127242,130127878,130134252,130134949,130135573,	130125028,130125247,130127339,130127981,130134382,130135043,130136170,
NM_016138	COQ7	chr16	+	18986417	18998851	18986487	18996981	6	18986417,18990750,18992743,18994543,18996128,18996903,	18986560,18990929,18992858,18994683,18996197,18998851,
NM_182480	COQ6	chr14	+	73486389	73499921	73486548	73499455	12	73486389,73489890,73491906,73492260,73494602,73495426,73495617,73495870,73497628,73497910,73498192,73499425,	73486636,73490025,73491965,73492384,73494733,73495534,73495680,73495978,73497831,73498026,73498359,73499921,
NM_001035247	UFD1L	chr22	-	17817422	17846738	17818262	17846608	12	17817422,17822324,17823202,17824109,17824375,17825593,17832724,17835395,17839209,17842590,17842992,17846605,	17818267,17822353,17823291,17824157,17824441,17825662,17832797,17835526,17839331,17842623,17843125,17846738,
NM_017421	COQ3	chr6	-	99924000	99948803	99924196	99948776	7	99924000,99926024,99930536,99931982,99934785,99938294,99948670,	99924417,99926184,99930779,99932082,99934938,99938421,99948803,
NM_004515	ILF2	chr1	-	151901138	151910128	151901495	151910022	14	151901138,151901804,151902118,151902314,151903142,151903495,151904319,151904762,151906654,151907099,151907552,151908935,151909270,151910017,	151901656,151901895,151902233,151902376,151903230,151903574,151904436,151904828,151906757,151907177,151907657,151908978,151909330,151910128,
NM_017580	ZRANB1	chr10	+	126620681	126666746	126621052	126663551	9	126620681,126645152,126650523,126652203,126652758,126660267,126661733,126662017,126663332,	126621866,126645340,126650677,126652275,126652957,126660388,126661863,126662247,126666746,
NM_032143	ZRANB3	chr2	-	135673241	136005276	135674381	135978529	21	135673241,135676871,135681473,135682907,135691504,135693116,135698465,135701851,135704552,135739573,135743001,135745807,135749675,135787528,135789398,135819589,135824023,135827489,135864841,135978368,136005166,	135674480,135677003,135681876,135683018,135691647,135693218,135698557,135702055,135704967,135739726,135743181,135745927,135749795,135787645,135789570,135819675,135824255,135827668,135864860,135978536,136005276,
NM_005455	ZRANB2	chr1	-	71301612	71319560	71303989	71319266	11	71301612,71303948,71305046,71307546,71309097,71310391,71310742,71315065,71316727,71316926,71319210,	71303408,71304023,71305205,71307633,71309267,71310526,71310819,71315148,71316836,71316979,71319560,
NM_001005473	PLCXD3	chr5	-	41342811	41546487	41349475	41546385	3	41342811,41417684,41546282,	41349629,41418393,41546487,
NM_014043	CHMP2B	chr3	+	87359102	87387391	87359362	87385662	6	87359102,87372538,87377553,87381714,87385243,87385551,	87359396,87372630,87377748,87381817,87385350,87387391,
NM_032515	BOK	chr2	+	242146818	242162218	242147571	242160510	5	242146818,242147542,242150435,242158212,242160384,	242147081,242147791,242150564,242158376,242162218,
NM_198531	ATP9B	chr18	+	74930384	75239257	74930398	75238371	30	74930384,74957463,74971342,74974228,74987254,75004789,75015491,75037800,75054170,75067924,75074949,75114368,75138041,75164591,75167973,75190128,75190999,75197615,75198266,75203255,75205252,75206415,75206762,75208757,75209119,75220341,75233812,75234885,75236381,75238234,	74930517,74957637,74971493,74974342,74987363,75004848,75015543,75037895,75054251,75068000,75075026,75114529,75138184,75164704,75168222,75190290,75191092,75197699,75198437,75203354,75205342,75206560,75206827,75208913,75209184,75220450,75233870,75235089,75236414,75239257,
NM_006045	ATP9A	chr20	-	49646723	49818315	49651156	49818315	28	49646723,49654762,49657472,49658463,49660046,49663622,49667435,49668607,49668899,49672019,49675137,49677545,49678925,49689288,49706883,49719942,49721060,49724098,49726077,49739009,49740684,49743953,49746038,49747369,49762911,49775764,49779779,49818247,	49651293,49654966,49657530,49658572,49660111,49663778,49667500,49668752,49668989,49672118,49675308,49677629,49679018,49689450,49707096,49720055,49721203,49724259,49726154,49739085,49740765,49744048,49746090,49747428,49763020,49775878,49779924,49818315,
NM_001003698	RREB1	chr6	+	7053084	7197211	7127143	7194200	12	7053084,7121886,7126355,7127101,7132665,7134390,7156035,7156804,7171698,7174228,7191655,7193742,	7053292,7122005,7126478,7127314,7132755,7134554,7156180,7156941,7171888,7177139,7192453,7197211,
NM_012112	TPX2	chr20	+	29790564	29853264	29808940	29852544	18	29790564,29794004,29808870,29811520,29818019,29821806,29823023,29827330,29828950,29830276,29833712,29835168,29844198,29845311,29845865,29848867,29849828,29852433,	29791085,29794111,29809046,29811643,29818146,29821935,29823146,29827452,29829102,29830448,29833854,29835385,29844294,29845488,29846012,29848979,29850016,29853264,
NM_024901	DENND2D	chr1	-	111531325	111544848	111531749	111544604	12	111531325,111532275,111532846,111533356,111536284,111538722,111540060,111541320,111542064,111542774,111543767,111544537,	111531826,111532515,111532931,111533398,111536462,111538871,111540201,111541398,111542134,111542887,111543943,111544848,
NM_001142604	PPT1	chr1	-	40310971	40335729	40312319	40335497	6	40310971,40315100,40316818,40318655,40327668,40335373,	40312442,40315172,40316917,40318746,40327771,40335729,
NM_015238	WWC1	chr5	+	167651642	167831525	167651735	167828600	23	167651642,167731006,167744793,167757306,167759070,167765780,167768089,167769504,167773930,167781590,167783115,167787615,167788289,167789719,167790834,167801264,167804076,167813550,167814938,167820232,167824311,167827422,167828533,	167651854,167731116,167744997,167757383,167759150,167765910,167768236,167769578,167774173,167781680,167783651,167787724,167788370,167789806,167791027,167801417,167804168,167813683,167815103,167820325,167824545,167827547,167831525,
NM_001101669	INPP4B	chr4	-	143169329	143987054	143169384	143571862	26	143169329,143222633,143226746,143248695,143253144,143262730,143263894,143265190,143286442,143300960,143314234,143333689,143349027,143349498,143378466,143401094,143411265,143446060,143455314,143543540,143545808,143569775,143571771,143603265,143866441,143986811,	143169517,143222788,143226859,143248793,143253285,143262848,143264018,143265363,143286599,143301164,143314412,143333798,143349132,143349629,143378614,143401167,143411377,143446140,143455365,143543657,143545927,143569820,143571988,143603329,143866504,143987054,
NM_001134225	INPP4A	chr2	+	98427752	98573048	98502943	98570503	25	98427752,98501858,98502840,98503581,98516271,98518623,98519023,98520757,98521785,98522422,98526771,98528863,98529480,98535680,98537165,98538447,98542357,98546359,98547534,98548534,98548923,98551465,98555709,98559883,98570370,	98427980,98501920,98503049,98503626,98516390,98518740,98519103,98520869,98521876,98522570,98526902,98528968,98529589,98535864,98537384,98538703,98542390,98546532,98547658,98548661,98549064,98551563,98555822,98560038,98573048,
NM_022765	MICAL1	chr6	-	109871960	109883883	109872086	109882092	25	109871960,109872620,109872791,109873092,109873311,109873666,109874031,109874591,109874968,109875252,109875576,109875770,109876098,109876627,109877295,109877552,109877865,109878195,109879495,109880141,109880406,109881158,109881533,109881834,109883614,	109872235,109872694,109872891,109873186,109873425,109873758,109874308,109874668,109875125,109875336,109875618,109875859,109876289,109876775,109877377,109877679,109877981,109878453,109879596,109880297,109880511,109881263,109881741,109882135,109883883,
NM_014632	MICAL2	chr11	+	12088698	12241905	12140278	12240643	28	12088698,12116512,12140201,12182372,12186145,12187619,12191377,12194341,12198323,12199766,12200739,12201533,12202795,12204293,12205147,12214299,12217558,12219162,12220336,12220793,12222109,12227306,12233765,12234907,12236590,12237917,12240602,12241682,	12088849,12116587,12140542,12182580,12186262,12187721,12191533,12194442,12198581,12199882,12200866,12201624,12202943,12204493,12205254,12214368,12217708,12219285,12220555,12220895,12222235,12227369,12233873,12235094,12236679,12238020,12240660,12241905,
NM_001136004	MICAL3	chr22	-	16722921	16769652	16727419	16769578	22	16722921,16728689,16734602,16735512,16738212,16742111,16743970,16748643,16749935,16750088,16751799,16754250,16756573,16758049,16759011,16759489,16762213,16763607,16764643,16765396,16767397,16769314,	16727752,16728778,16734789,16735620,16738320,16742168,16744069,16748817,16749998,16750201,16751996,16754398,16756670,16758176,16759127,16759747,16762314,16763763,16764745,16765513,16767605,16769652,
NM_024947	PHC3	chr3	-	171288066	171382231	171297711	171382197	15	171288066,171302960,171303283,171307313,171313841,171317707,171323072,171329165,171336900,171345904,171349567,171371854,171373038,171379254,171382183,	171297866,171303192,171303416,171307428,171314001,171317958,171323226,171330034,171337147,171346003,171349726,171371932,171373194,171379420,171382231,
NM_001136558	GPR107	chr9	+	131855805	131942262	131856032	131937221	19	131855805,131877735,131878511,131879398,131881729,131885664,131888519,131892975,131894347,131901556,131902728,131903205,131906519,131909595,131912469,131927014,131929582,131930739,131937124,	131856173,131877849,131878562,131879478,131881869,131885702,131888576,131893083,131894481,131901632,131902802,131903323,131906650,131909639,131912526,131927064,131929666,131930861,131942262,
NM_021647	MFAP3L	chr4	-	171144334	171184004	171149103	171163603	3	171144334,171163305,171183959,	171150035,171163736,171184004,
NM_033318	SMDT1	chr22	+	40805640	40809317	40805718	40808012	3	40805640,40807874,40809068,	40805904,40808015,40809317,
NM_182563	BRICD5	chr16	-	2199254	2201070	2199363	2200835	6	2199254,2199554,2199951,2200127,2200523,2200784,	2199458,2199708,2200053,2200283,2200652,2201070,
NM_003342	UBE2G1	chr17	-	4119303	4216718	4132878	4216360	6	4119303,4132841,4139273,4146760,4157064,4216314,	4122560,4132965,4139452,4146858,4157167,4216718,
NM_152493	ZNF362	chr1	+	33494760	33538907	33508762	33537234	9	33494760,33508674,33514287,33514535,33518311,33519774,33533124,33533334,33537117,	33494842,33508800,33514351,33514782,33518645,33519999,33533203,33533493,33538907,
NM_014951	ZNF365	chr10	+	63803921	63832213	63805958	63829554	5	63803921,63805945,63818160,63828504,63829292,	63804223,63806701,63818341,63828542,63832213,
NM_153695	ZNF367	chr9	-	98188047	98220490	98190339	98220135	5	98188047,98194500,98196925,98200266,98219715,	98190562,98194639,98197045,98200417,98220490,
NM_175063	EMC10	chr19	+	55671547	55678479	55671613	55677016	8	55671547,55672997,55674025,55675179,55675649,55675952,55676929,55677217,	55671727,55673070,55674135,55675284,55675831,55676046,55677016,55678479,
NM_002412	MGMT	chr10	+	131155443	131455356	131155469	131455251	5	131155443,131224494,131396148,131447455,131455041,	131155550,131224631,131396297,131447595,131455356,
NM_138635	H2AFV	chr7	-	44832919	44854250	44836267	44854095	5	44832919,44841652,44847022,44849400,44854092,	44836287,44841782,44847136,44849478,44854250,
NM_018656	SLC35E3	chr12	+	67426202	67446111	67426424	67444937	5	67426202,67427976,67432078,67439203,67444750,	67426826,67428087,67432237,67439286,67446111,
NM_138609	H2AFY	chr5	-	134697969	134762827	134698564	134752682	9	134697969,134706848,134709556,134714411,134724085,134732994,134733624,134752510,134762650,	134698730,134707023,134709646,134714502,134724196,134733192,134733731,134752715,134762827,
NM_002106	H2AFZ	chr4	-	101088254	101090535	101088641	101090350	5	101088254,101088990,101089452,101089842,101090347,	101088703,101089120,101089566,101089920,101090535,
NM_003958	RNF8	chr6	+	37429725	37466995	37429918	37466512	8	37429725,37436199,37444237,37447265,37450373,37452679,37456903,37466495,	37430029,37436328,37444972,37447328,37450463,37452787,37457108,37466995,
NM_005977	RNF6	chr13	-	25684905	25694508	25685960	25691786	5	25684905,25690647,25691593,25693384,25694139,	25687729,25690743,25691804,25693467,25694508,
NM_183237	RNF7	chr3	+	142939740	142949003	142939873	142946747	3	142939740,142945040,142946690,	142940041,142945088,142949003,
NM_021188	ZNF410	chr14	+	73423070	73468733	73428631	73467997	12	73423070,73428482,73430252,73432771,73434526,73440415,73441357,73445796,73457435,73458521,73459850,73467958,	73423371,73428664,73430388,73432990,73434718,73440566,73441539,73445886,73457561,73458662,73459978,73468733,
NM_007212	RNF2	chr1	+	183281173	183337983	183323308	183336056	7	183281173,183323306,183327333,183328815,183333826,183335545,183335954,	183281404,183323395,183327494,183329031,183334099,183335717,183337983,
NM_017760	NCAPG2	chr7	-	158116766	158190283	158117118	158187351	28	158116766,158129741,158130971,158131912,158136284,158137745,158140047,158140570,158140791,158141712,158142004,158143790,158147646,158149636,158149980,158156966,158160929,158165412,158166173,158168752,158171624,158172800,158175271,158176020,158178294,158178761,158187273,158190175,	158117170,158129841,158131072,158132016,158136425,158137933,158140147,158140711,158140908,158141886,158142158,158143861,158147820,158149749,158150203,158157119,158161109,158165538,158166269,158168839,158171694,158172895,158175406,158176175,158178409,158178950,158187390,158190283,
NM_002918	RFX1	chr19	-	13933352	13978134	13934506	13965655	21	13933352,13934805,13934933,13935349,13935669,13937260,13937437,13938232,13938444,13940376,13940586,13941805,13944554,13949803,13951258,13952384,13953932,13954998,13955297,13965336,13977914,	13934676,13934851,13935087,13935558,13935819,13937358,13937589,13938342,13938563,13940492,13940706,13941987,13944939,13949898,13951354,13952501,13954040,13955082,13955407,13965707,13978134,
NM_007096	CLTA	chr9	+	36180852	36202055	36181053	36201771	7	36180852,36187547,36188975,36194064,36199263,36200621,36201599,	36181270,36187585,36189093,36194176,36199317,36200657,36202055,
NM_004859	CLTC	chr17	+	55051831	55127254	55052274	55125995	32	55051831,55076418,55079540,55080382,55083345,55087996,55092533,55093585,55095984,55096929,55098245,55098622,55098939,55100919,55105789,55106843,55109096,55111539,55113054,55113437,55113789,55114413,55114771,55115049,55115237,55115529,55115767,55116017,55117198,55117729,55122778,55125870,	55052316,55076626,55079809,55080544,55083459,55088170,55092731,55093786,55096137,55097052,55098383,55098787,55099120,55101083,55105915,55106986,55109331,55111662,55113200,55113621,55113982,55114571,55114936,55115157,55115405,55115679,55115899,55116128,55117369,55117951,55122854,55127254,
NM_001834	CLTB	chr5	-	175752108	175776176	175752380	175775970	5	175752108,175757213,175757536,175769863,175775783,	175752552,175757325,175757654,175769910,175776176,
NM_020422	TMEM159	chr16	+	21077412	21099436	21080004	21098378	5	21077412,21079799,21089258,21092831,21098296,	21077568,21080100,21089427,21092970,21099436,
NM_001142928	LRRC61	chr7	+	149651228	149666177	149664883	149665663	3	149651228,149653862,149664739,	149651582,149654032,149666177,
NM_001145295	NGLY1	chr3	-	25735439	25799993	25736064	25799885	11	25735439,25745627,25748813,25750366,25752498,25753828,25756071,25767592,25780560,25795068,25799754,	25736130,25745813,25748978,25750477,25752644,25753950,25756294,25767758,25780806,25795183,25799993,
