# these clusters are supported by 3P tags from at least two unique RNA molecules
# either from a single library with unique reads in the cluster, or multiple libraries
# cluster start and end coordinates are the largest and smallest coordinate of 3' ends from 3P tags that mapped within that cluster.
# coordinates are 0-based in WS190/ce6
#entrezGeneId	lib	chr	start	end	cleavageSite	readNum	sense	phase	refSeqs(comma_separated)
175407	all	chrIII	2962188	2962192	2962192	26.0	-	.	NM_065243,NM_181960
176479	all	chrIII	10595134	10595146	10595139	166.0	-	.	NM_066933
176394	all	chrIII	9824831	9824833	9824831	8.0	-	.	NM_066779
175972	all	chrIII	6959035	6959046	6959044	489.0	-	.	NM_001027450,NM_001027451
189006	all	chrIII	13486396	13486407	13486406	39.0	-	.	NM_067389
4363051	all	chrIII	7134949	7134958	7134952	206.0	-	.	NM_001047371
3565085	all	chrIII	8867655	8867655	8867655	2.0	-	.	NM_001027479
176750	all	chrIII	13302672	13302681	13302681	1575.0	-	.	NM_067341
175915	all	chrIII	6440083	6440097	6440089	257.0	-	.	NM_171169,NM_171170
176060	all	chrIII	7479761	7479776	7479769	32.0	-	.	NM_066244
176157	all	chrIII	8212688	8212688	8212688	6.0	-	.	NM_001026020,NM_066394
176729	all	chrIII	13090368	13090382	13090373	150.0	-	.	NM_001027682,NM_001027683,NM_001027684
191733	all	chrIII	3933544	3933549	3933549	136.0	-	.	NM_065394
175673	all	chrIII	4961857	4961873	4961864	87.0	-	.	NM_065652
3564868	all	chrIII	12025222	12025224	12025222	23.0	-	.	NM_001027783
176031	all	chrIII	7285990	7285999	7285990	5.0	-	.	NM_066204
175922	all	chrIII	6462930	6462930	6462930	1.0	-	.	NM_066021
175508	all	chrIII	3923781	3923781	3923781	1.0	-	.	NM_065391
186678	all	chrIII	10438008	10438019	10438010	9.0	-	.	NM_001129234,NM_066902,NM_066903
175194	all	chrIII	333413	333421	333421	8.0	-	.	NM_064785
182816	all	chrIII	6215065	6215078	6215070	20.0	-	.	NM_065953
3565369	all	chrIII	3494244	3494249	3494244	4.0	-	.	NM_001027519
176366	all	chrIII	9676182	9676184	9676182	2.0	-	.	NM_001025987
175864	all	chrIII	6137280	6137284	6137280	4.0	-	.	NM_001047416,NM_001047417
176019	all	chrIII	7223155	7223168	7223162	911.0	-	.	NM_171188,NM_171881
176266	all	chrIII	8965966	8965967	8965966	25.0	-	.	NM_066581
175715	all	chrIII	5226766	5226778	5226776	1229.0	-	.	NM_065709
185679	all	chrIII	774257	774258	774257	2.0	-	.	NM_171072,NM_171073
175827	all	chrIII	5874619	5874637	5874628	4817.0	-	.	NM_001026069,NM_171137
175673	all	chrIII	4961880	4961883	4961880	5.0	-	.	NM_065652
176145	all	chrIII	8111085	8111097	8111093	298.0	-	.	NM_066371,NM_066372,NM_171207
3896752	all	chrIII	6816565	6816575	6816575	11.0	-	.	NM_001038272
176006	all	chrIII	7178841	7178849	7178843	33.0	-	.	NM_066171
187778	all	chrIII	9785869	9785876	9785873	10.0	-	.	NM_066767
3564813	all	chrIII	3503385	3503391	3503385	7.0	-	.	NM_065321
175871	all	chrIII	6164838	6164838	6164838	1.0	-	.	NM_001027401,NM_001027402
175974	all	chrIII	6963197	6963197	6963197	6.0	-	.	NM_066118
175824	all	chrIII	5868573	5868576	5868576	5.0	-	.	NM_065867
176061	all	chrIII	7495177	7495177	7495177	2.0	-	.	NM_066245
175305	all	chrIII	1509245	1509258	1509250	571.0	-	.	NM_065013
175175	all	chrIII	89593	89593	89593	5.0	-	.	NM_064738
175219	all	chrIII	638848	638857	638848	2.0	-	.	NM_001027633,NM_064826
175272	all	chrIII	1079498	1079498	1079498	1.0	-	.	NM_171081,NM_171861
176106	all	chrIII	7883286	7883286	7883286	56.0	-	.	NM_066312
176018	all	chrIII	7221771	7221779	7221773	12.0	-	.	NM_066189
176699	all	chrIII	12837100	12837112	12837106	24.0	-	.	NM_067269
183367	all	chrIII	9332990	9332991	9332990	3.0	-	.	NM_066655
176793	all	chrIII	13604281	13604299	13604291	159321.0	-	.	NM_067408
175472	all	chrIII	3699730	3699739	3699735	6.0	-	.	NM_065345
176175	all	chrIII	8326418	8326418	8326418	3.0	-	.	NM_066432,NM_066433
176091	all	chrIII	7776767	7776773	7776773	3.0	-	.	NM_066294
260198	all	chrIII	10503784	10503785	10503784	2.0	-	.	NM_066914
3565044	all	chrIII	1495422	1495430	1495423	28.0	-	.	NM_001027520
175407	all	chrIII	2962462	2962473	2962466	45.0	-	.	NM_065243,NM_181960
175201	all	chrIII	411015	411017	411015	12.0	-	.	NM_001027745,NM_171065,NM_171858
175847	all	chrIII	5971620	5971623	5971623	3.0	-	.	NM_065899,NM_065900,NM_065901
175249	all	chrIII	881828	881833	881833	57.0	-	.	NM_171078,NM_171079
176216	all	chrIII	8686267	8686285	8686277	386.0	-	.	NM_066514
3565750	all	chrIII	1333755	1333758	1333758	13.0	-	.	NM_064984
175455	all	chrIII	3502811	3502811	3502811	1.0	-	.	NM_065320
4363057	all	chrIII	886789	886789	886789	2.0	-	.	NM_001047413
176152	all	chrIII	8162191	8162195	8162195	3.0	-	.	NM_066383
176695	all	chrIII	12793261	12793269	12793265	3030.0	-	.	NM_067263
3565681	all	chrIII	9609366	9609369	9609366	2.0	-	.	NM_001027454
176271	all	chrIII	8994586	8994586	8994586	1.0	-	.	NM_066588
191628	all	chrIII	8659793	8659793	8659793	1.0	-	.	NM_066508
175908	all	chrIII	6394549	6394549	6394549	5.0	-	.	NM_001026004,NM_171166,NM_171877
175628	all	chrIII	4753263	4753270	4753266	7.0	-	.	NM_065577
175784	all	chrIII	5676660	5676674	5676665	35.0	-	.	NM_065818
175740	all	chrIII	5380858	5380865	5380862	14.0	-	.	NM_065748
4363045	all	chrIII	10331361	10331371	10331367	243.0	-	.	NM_001047407
176789	all	chrIII	13566750	13566756	13566754	5.0	-	.	NM_067404
176352	all	chrIII	9577305	9577307	9577307	9.0	-	.	NM_001026054,NM_001026055,NM_066714
190609	all	chrIII	2743859	2743869	2743869	194.0	-	.	NM_001129268,NM_001129269
176718	all	chrIII	12977797	12977808	12977799	54.0	-	.	NM_067294
6418647	all	chrIII	3729196	3729196	3729196	11.0	-	.	NM_001129223
175321	all	chrIII	1701716	1701716	1701716	5.0	-	.	NM_065046
189815	all	chrIII	11733302	11733306	11733302	5.0	-	.	NM_067119
175429	all	chrIII	3241730	3241746	3241736	1555.0	-	.	NM_065274
188560	all	chrIII	10080728	10080732	10080731	45.0	-	.	NM_001027591,NM_001027592
183952	all	chrIII	10462849	10462858	10462855	20.0	-	.	NM_066907
176283	all	chrIII	9080763	9080763	9080763	3.0	-	.	NM_066609
175983	all	chrIII	7023331	7023338	7023333	5.0	-	.	NM_171180,NM_171880
176332	all	chrIII	9469755	9469755	9469755	3.0	-	.	NM_066686
176341	all	chrIII	9517010	9517014	9517014	3.0	-	.	NM_066696
175874	all	chrIII	6176092	6176108	6176099	3517.0	-	.	NM_065939
176797	all	chrIII	13625860	13625874	13625870	16.0	-	.	NM_067414
176560	all	chrIII	11310115	11310115	11310115	4.0	-	.	NM_067053
176167	all	chrIII	8272872	8272872	8272872	15.0	-	.	NM_066418
175412	all	chrIII	3061369	3061371	3061369	9.0	-	.	NM_001027467
176352	all	chrIII	9577433	9577437	9577433	3.0	-	.	NM_001026054,NM_001026055,NM_066714
176039	all	chrIII	7320052	7320053	7320052	2.0	-	.	NM_171189
176677	all	chrIII	12537616	12537616	12537616	14.0	-	.	NM_067236
176083	all	chrIII	7700475	7700481	7700475	20.0	-	.	NM_066277
191527	all	chrIII	10116651	10116653	10116651	2.0	-	.	NM_066847
176124	all	chrIII	7994277	7994287	7994277	2.0	-	.	NM_066342
191407	all	chrIII	7910690	7910693	7910690	23.0	-	.	NM_066320
176215	all	chrIII	8675433	8675435	8675435	6.0	-	.	NM_066512
184949	all	chrIII	4825319	4825331	4825327	166.0	-	.	NM_065597
3896753	all	chrIII	7462142	7462144	7462142	46.0	-	.	NM_001038277
175936	all	chrIII	6606528	6606548	6606538	7.0	-	.	NM_066056
176245	all	chrIII	8845471	8845475	8845471	5.0	-	.	NM_001027417,NM_171218,NM_171219,NM_171220
176167	all	chrIII	8273300	8273300	8273300	3.0	-	.	NM_066418
176631	all	chrIII	11949798	11949798	11949798	2.0	-	.	NM_067157
176793	all	chrIII	13604474	13604474	13604474	3.0	-	.	NM_067408
176684	all	chrIII	12652206	12652206	12652206	3.0	-	.	NM_067245
266650	all	chrIII	4918234	4918247	4918243	1453.0	-	.	NM_065636
176263	all	chrIII	8952823	8952827	8952823	4.0	-	.	NM_066578
175675	all	chrIII	4985941	4985944	4985944	9.0	-	.	NM_065656
176106	all	chrIII	7883369	7883369	7883369	8.0	-	.	NM_066312
3565839	all	chrIII	4646893	4646899	4646895	28.0	-	.	NM_001027621
175860	all	chrIII	6088583	6088593	6088593	8.0	-	.	NM_065922,NM_065923,NM_171149
176503	all	chrIII	10746455	10746473	10746464	3920.0	-	.	NM_066968
175546	all	chrIII	4230399	4230410	4230407	177.0	-	.	NM_065448
175612	all	chrIII	4663230	4663235	4663230	9.0	-	.	NM_065551
175677	all	chrIII	4991396	4991408	4991402	772.0	-	.	NM_065658
183201	all	chrIII	3484802	3484802	3484802	2.0	-	.	NM_065317
176061	all	chrIII	7495257	7495263	7495257	6.0	-	.	NM_066245
176279	all	chrIII	9051582	9051591	9051582	3.0	-	.	NM_066602,NM_066603
176363	all	chrIII	9630097	9630109	9630105	14.0	-	.	NM_066732
175901	all	chrIII	6374091	6374098	6374091	2.0	-	.	NM_065992
259515	all	chrIII	6817353	6817360	6817353	2.0	-	.	NM_171174
191523	all	chrIII	9523046	9523050	9523050	7.0	-	.	NM_066698
176516	all	chrIII	10866793	10866793	10866793	4.0	-	.	NM_066992
176496	all	chrIII	10708354	10708363	10708360	14.0	-	.	NM_066960
187781	all	chrIII	9792426	9792434	9792428	6.0	-	.	NM_066768
191823	all	chrIII	2222425	2222425	2222425	3.0	-	.	NM_065113
176727	all	chrIII	13049446	13049449	13049447	15.0	-	.	NM_067308
176793	all	chrIII	13604516	13604518	13604517	9.0	-	.	NM_067408
175975	all	chrIII	6970708	6970711	6970711	4.0	-	.	NM_066119
190774	all	chrIII	1378954	1378956	1378954	4.0	-	.	NM_064998
176475	all	chrIII	10558068	10558073	10558073	37.0	-	.	NM_066926
176679	all	chrIII	12599504	12599517	12599513	805.0	-	.	NM_067241
175628	all	chrIII	4753124	4753130	4753129	5.0	-	.	NM_065577
189511	all	chrIII	1665420	1665422	1665420	4.0	-	.	NM_065039
175339	all	chrIII	1951992	1952011	1952002	553.0	-	.	NM_001027564,NM_001027565
176087	all	chrIII	7761932	7761935	7761932	2.0	-	.	NM_066288,NM_181943
175975	all	chrIII	6971310	6971317	6971310	2.0	-	.	NM_066119
175917	all	chrIII	6448192	6448194	6448194	5.0	-	.	NM_066015
189593	all	chrIII	1026912	1026919	1026917	33.0	-	.	NM_064916
176778	all	chrIII	13480573	13480580	13480576	53.0	-	.	NM_067388
175994	all	chrIII	7120768	7120770	7120770	3.0	-	.	NM_066154
188690	all	chrIII	10552871	10552881	10552881	4.0	-	.	NM_001129249,NM_066925
187778	all	chrIII	9785157	9785157	9785157	3.0	-	.	NM_066767
175653	all	chrIII	4887881	4887892	4887889	277.0	-	.	NM_065623
175326	all	chrIII	1807721	1807732	1807731	19.0	-	.	NM_065059,NM_181914
175964	all	chrIII	6923997	6923997	6923997	3.0	-	.	NM_171178,NM_171879
182393	all	chrIII	7774589	7774589	7774589	3.0	-	.	NM_066293
190268	all	chrIII	2572052	2572062	2572057	88.0	-	.	NM_065181
190861	all	chrIII	6733849	6733851	6733851	3.0	-	.	NM_066077
176356	all	chrIII	9599930	9599938	9599938	106.0	-	.	NM_066723
190774	all	chrIII	1382755	1382758	1382755	17.0	-	.	NM_064998
191833	all	chrIII	6265962	6265970	6265970	33.0	-	.	NM_065970
176336	all	chrIII	9496901	9496901	9496901	2.0	-	.	NM_066690
188447	all	chrIII	939938	939946	939938	32.0	-	.	NM_064898
175653	all	chrIII	4887863	4887869	4887866	326.0	-	.	NM_065623
184002	all	chrIII	2444436	2444437	2444436	2.0	-	.	NM_065156
175987	all	chrIII	7072603	7072603	7072603	4.0	-	.	NM_066143
191035	all	chrIII	1291964	1291972	1291972	16.0	-	.	NM_064972
175195	all	chrIII	344290	344294	344294	8.0	-	.	NM_001027639,NM_001027640,NM_064787,NM_064788,NM_064789,NM_181925
176679	all	chrIII	12599332	12599338	12599332	6.0	-	.	NM_067241
176040	all	chrIII	7329534	7329534	7329534	2.0	-	.	NM_171190,NM_171882
176061	all	chrIII	7495330	7495333	7495330	12.0	-	.	NM_066245
176803	all	chrIII	13663272	13663289	13663281	951.0	-	.	NM_067419
188630	all	chrIII	2899352	2899366	2899360	368.0	-	.	NM_065236
175492	all	chrIII	3812989	3812989	3812989	5.0	-	.	NM_065370
176464	all	chrIII	10452636	10452642	10452642	50.0	-	.	NM_066905
175419	all	chrIII	3131593	3131605	3131600	8.0	-	.	NM_065262
3896738	all	chrIII	7458696	7458696	7458696	91.0	-	.	NM_001038291
176157	all	chrIII	8212575	8212582	8212582	4.0	-	.	NM_001026020,NM_066394
176560	all	chrIII	11306341	11306345	11306343	24.0	-	.	NM_067053
176512	all	chrIII	10811862	10811862	10811862	1.0	-	.	NM_001129236,NM_066984,NM_066985
176493	all	chrIII	10700543	10700558	10700550	819.0	-	.	NM_001027669
191318	all	chrIII	7078860	7078868	7078865	555.0	-	.	NM_066145
175742	all	chrIII	5385605	5385613	5385607	15.0	-	.	NM_065750
175455	all	chrIII	3502670	3502670	3502670	7.0	-	.	NM_065320
175831	all	chrIII	5889712	5889717	5889712	3.0	-	.	NM_001026014,NM_001026015,NM_001129205
185560	all	chrIII	176109	176111	176109	8.0	-	.	NM_064768
176216	all	chrIII	8686191	8686200	8686200	9.0	-	.	NM_066514
176771	all	chrIII	13457610	13457610	13457610	2.0	-	.	NM_067378
182793	all	chrIII	6258311	6258311	6258311	2.0	-	.	NM_065966
175677	all	chrIII	4991424	4991424	4991424	6.0	-	.	NM_065658
175738	all	chrIII	5368837	5368842	5368837	9.0	-	.	NM_065746
176512	all	chrIII	10811742	10811751	10811742	2.0	-	.	NM_001129236,NM_066984,NM_066985
176443	all	chrIII	10314577	10314581	10314581	4.0	-	.	NM_066878
176106	all	chrIII	7883502	7883511	7883510	1024.0	-	.	NM_066312
176786	all	chrIII	13546831	13546845	13546841	5655.0	-	.	NM_067400
176560	all	chrIII	11306522	11306529	11306527	103.0	-	.	NM_067053
190948	all	chrIII	12494392	12494392	12494392	5.0	-	.	NM_067230
176772	all	chrIII	13457660	13457673	13457670	166.0	-	.	NM_067380
176663	all	chrIII	12373952	12373956	12373956	4.0	-	.	NM_001027727,NM_001027728
175398	all	chrIII	2812173	2812185	2812176	27.0	-	.	NM_065222
175458	all	chrIII	3515581	3515581	3515581	2.0	-	.	NM_065324
175525	all	chrIII	4093269	4093283	4093278	14266.0	-	.	NM_065420
175519	all	chrIII	4015929	4015938	4015938	23.0	-	.	NM_065405
176193	all	chrIII	8436500	8436500	8436500	3.0	-	.	NM_066465
175827	all	chrIII	5874649	5874662	5874659	11.0	-	.	NM_001026069,NM_171137
176503	all	chrIII	10746443	10746452	10746451	13.0	-	.	NM_066968
176688	all	chrIII	12686598	12686606	12686605	11.0	-	.	NM_067248
176176	all	chrIII	8330862	8330866	8330866	5.0	-	.	NM_066434
175954	all	chrIII	6853045	6853049	6853049	49.0	-	.	NM_066089,NM_181912
175827	all	chrIII	5874719	5874719	5874719	1.0	-	.	NM_001026069,NM_171137
175889	all	chrIII	6275987	6275997	6275989	218.0	-	.	NM_065973,NM_171160
175254	all	chrIII	909988	910001	909991	17.0	-	.	NM_064890
175638	all	chrIII	4804776	4804776	4804776	7.0	-	.	NM_001026038,NM_001026039
182027	all	chrIII	1900759	1900770	1900766	446.0	-	.	NM_065074
175713	all	chrIII	5211796	5211796	5211796	5.0	-	.	NM_065705
176688	all	chrIII	12686122	12686124	12686124	194.0	-	.	NM_067248
175994	all	chrIII	7120871	7120877	7120877	3.0	-	.	NM_066154
175922	all	chrIII	6462871	6462871	6462871	1.0	-	.	NM_066021
3565129	all	chrIII	13284093	13284094	13284093	4.0	-	.	NM_067337
176691	all	chrIII	12771744	12771750	12771750	411.0	-	.	NM_067260
185679	all	chrIII	778220	778228	778228	424.0	-	.	NM_171072,NM_171073
175468	all	chrIII	3652872	3652890	3652880	15.0	-	.	NM_065340,NM_065341
175700	all	chrIII	5151859	5151874	5151867	5081.0	-	.	NM_065689
175910	all	chrIII	6415692	6415702	6415702	10.0	-	.	NM_171167,NM_171168
175325	all	chrIII	1772498	1772503	1772500	205.0	-	.	NM_001047415,NM_065055,NM_065056
189910	all	chrIII	10592588	10592595	10592592	199.0	-	.	NM_066931
185557	all	chrIII	167324	167333	167329	28.0	-	.	NM_064765
176814	all	chrIII	13763724	13763735	13763732	8.0	-	.	NM_001027499,NM_001027500,NM_067440,NM_067441,NM_067442,NM_067443
176558	all	chrIII	11286215	11286215	11286215	55.0	-	.	NM_067051
3564813	all	chrIII	3503726	3503734	3503726	3.0	-	.	NM_065321
189613	all	chrIII	12855438	12855450	12855448	36.0	-	.	NM_067270
176334	all	chrIII	9489128	9489138	9489128	2.0	-	.	NM_066688
175765	all	chrIII	5553436	5553451	5553444	880.0	-	.	NM_171124,NM_171125
175340	all	chrIII	1970066	1970074	1970074	19.0	-	.	NM_065083
175967	all	chrIII	6933586	6933596	6933596	18.0	-	.	NM_066110
175727	all	chrIII	5273605	5273610	5273605	4.0	-	.	NM_065725
175901	all	chrIII	6374031	6374051	6374041	81927.0	-	.	NM_065992
3565273	all	chrIII	10700543	10700558	10700550	819.0	-	.	NM_066958
188758	all	chrIII	525090	525099	525096	322.0	-	.	NM_064807
175735	all	chrIII	5346106	5346106	5346106	1.0	-	.	NM_065743
176051	all	chrIII	7377751	7377761	7377751	8.0	-	.	NM_066231
176409	all	chrIII	9951950	9951957	9951953	1511.0	-	.	NM_066811
175592	all	chrIII	4541378	4541395	4541388	4230.0	-	.	NM_065518
175671	all	chrIII	4958566	4958576	4958566	10.0	-	.	NM_065650
175892	all	chrIII	6299264	6299264	6299264	1.0	-	.	NM_065981,NM_181945
176416	all	chrIII	10040066	10040076	10040075	64.0	-	.	NM_066829
3565386	all	chrIII	3059582	3059588	3059587	40.0	-	.	NM_001027468
183104	all	chrIII	3627234	3627244	3627239	259.0	-	.	NM_065335
188560	all	chrIII	10081335	10081339	10081335	80.0	-	.	NM_001027591,NM_001027592
176769	all	chrIII	13434723	13434723	13434723	1.0	-	.	NM_067374
176363	all	chrIII	9630019	9630023	9630022	5.0	-	.	NM_066732
176512	all	chrIII	10812448	10812450	10812448	8.0	-	.	NM_001129236,NM_066984,NM_066985
176548	all	chrIII	11186450	11186452	11186450	48.0	-	.	NM_001027709,NM_001027710
175798	all	chrIII	5708770	5708770	5708770	3.0	-	.	NM_065831,NM_181917
190496	all	chrIII	11580570	11580576	11580574	57.0	-	.	NM_067095
259335	all	chrIII	10984421	10984439	10984429	8355.0	-	.	NM_067008
176548	all	chrIII	11181907	11181909	11181909	12.0	-	.	NM_001027709,NM_001027710
176225	all	chrIII	8725133	8725133	8725133	3.0	-	.	NM_066525,NM_066526
3564937	all	chrIII	4241303	4241308	4241308	19.0	-	.	NM_001027415
175661	all	chrIII	4920338	4920348	4920347	26.0	-	.	NM_065637
175216	all	chrIII	618224	618227	618227	4.0	-	.	NM_064820
186593	all	chrIII	9007822	9007826	9007822	4.0	-	.	NM_066593
176261	all	chrIII	8922286	8922297	8922295	10.0	-	.	NM_066573
175678	all	chrIII	5003147	5003147	5003147	1.0	-	.	NM_065661
191318	all	chrIII	7080174	7080174	7080174	39.0	-	.	NM_066145
175431	all	chrIII	3290135	3290140	3290140	7.0	-	.	NM_065285
175742	all	chrIII	5385577	5385587	5385577	3.0	-	.	NM_065750
175859	all	chrIII	6084627	6084632	6084630	11.0	-	.	NM_065921
175863	all	chrIII	6124654	6124654	6124654	4.0	-	.	NM_001027695,NM_001027696,NM_001027697,NM_001027698
175288	all	chrIII	1216372	1216379	1216379	10.0	-	.	NM_064950
185679	all	chrIII	778230	778239	778239	551.0	-	.	NM_171072,NM_171073
175239	all	chrIII	828578	828590	828584	2405.0	-	.	NM_064867
260096	all	chrIII	8319455	8319455	8319455	18.0	-	.	NM_066429
176273	all	chrIII	8999806	8999814	8999806	46.0	-	.	NM_066590
176659	all	chrIII	12354827	12354834	12354827	2.0	-	.	NM_067204
176388	all	chrIII	9805289	9805292	9805289	2.0	-	.	NM_066773
176215	all	chrIII	8675338	8675349	8675345	20.0	-	.	NM_066512
176040	all	chrIII	7329798	7329804	7329798	7.0	-	.	NM_171190,NM_171882
175908	all	chrIII	6393723	6393723	6393723	22.0	-	.	NM_001026004,NM_171166,NM_171877
175864	all	chrIII	6141962	6141973	6141971	53.0	-	.	NM_001047416,NM_001047417
175874	all	chrIII	6176539	6176546	6176546	3.0	-	.	NM_065939
176697	all	chrIII	12816711	12816726	12816717	111.0	-	.	NM_067266
191288	all	chrIII	8384232	8384241	8384241	5.0	-	.	NM_066449
175817	all	chrIII	5829001	5829013	5829006	14.0	-	.	NM_171134,NM_171867
176018	all	chrIII	7221661	7221669	7221669	300.0	-	.	NM_066189
175508	all	chrIII	3923825	3923825	3923825	3.0	-	.	NM_065391
175253	all	chrIII	902291	902294	902294	49.0	-	.	NM_064888,NM_181959
189611	all	chrIII	5782647	5782659	5782650	940.0	-	.	NM_065848
176263	all	chrIII	8955276	8955277	8955277	8.0	-	.	NM_066578
186372	all	chrIII	7308223	7308225	7308223	3.0	-	.	NM_066208
175981	all	chrIII	7019487	7019503	7019496	112.0	-	.	NM_066132
4926919	all	chrIII	9947654	9947654	9947654	1.0	-	.	NM_001083174
3565075	all	chrIII	778616	778620	778616	3.0	-	.	NM_001027404,NM_171074,NM_171860
187376	all	chrIII	6653323	6653325	6653325	5.0	-	.	NM_066065
175385	all	chrIII	2681430	2681447	2681440	2318.0	-	.	NM_065200
189910	all	chrIII	10592605	10592608	10592608	13.0	-	.	NM_066931
176704	all	chrIII	12875649	12875657	12875657	234.0	-	.	NM_001027656,NM_001027657
176283	all	chrIII	9080375	9080385	9080385	7.0	-	.	NM_066609
175455	all	chrIII	3503538	3503538	3503538	1.0	-	.	NM_065320
175429	all	chrIII	3241790	3241790	3241790	3.0	-	.	NM_065274
175257	all	chrIII	919868	919871	919868	3.0	-	.	NM_001027374,NM_171080
175455	all	chrIII	3503222	3503228	3503222	2.0	-	.	NM_065320
176645	all	chrIII	12123822	12123825	12123822	6.0	-	.	NM_067178
176388	all	chrIII	9805377	9805377	9805377	7.0	-	.	NM_066773
176207	all	chrIII	8609804	8609811	8609804	2.0	-	.	NM_066494
175675	all	chrIII	4985015	4985024	4985015	97.0	-	.	NM_065656
175798	all	chrIII	5706693	5706697	5706693	6.0	-	.	NM_065831,NM_181917
175249	all	chrIII	882970	882970	882970	2.0	-	.	NM_171078,NM_171079
259490	all	chrIII	1447481	1447488	1447488	30.0	-	.	NM_001027791,NM_001027792
176788	all	chrIII	13563205	13563212	13563211	135.0	-	.	NM_171235
175425	all	chrIII	3195546	3195552	3195548	39.0	-	.	NM_065269
176361	all	chrIII	9626428	9626434	9626432	169.0	-	.	NM_066730
176470	all	chrIII	10500114	10500122	10500114	14.0	-	.	NM_066913
190273	all	chrIII	2268089	2268094	2268094	4.0	-	.	NM_065129
176283	all	chrIII	9080240	9080251	9080249	11.0	-	.	NM_066609
176273	all	chrIII	8999897	8999912	8999902	45.0	-	.	NM_066590
176673	all	chrIII	12453462	12453468	12453467	1699.0	-	.	NM_067224
187876	all	chrIII	10847494	10847499	10847499	40.0	-	.	NM_066988
183327	all	chrIII	2217096	2217102	2217102	15.0	-	.	NM_065111
175519	all	chrIII	4015875	4015894	4015885	28064.0	-	.	NM_065405
176022	all	chrIII	7230870	7230872	7230872	52.0	-	.	NM_066193
259515	all	chrIII	6817308	6817311	6817308	2.0	-	.	NM_171174
191341	all	chrIII	9117257	9117257	9117257	6.0	-	.	NM_066619
175710	all	chrIII	5196626	5196626	5196626	2.0	-	.	NM_065702
176215	all	chrIII	8675406	8675406	8675406	2.0	-	.	NM_066512
175455	all	chrIII	3502986	3502986	3502986	1.0	-	.	NM_065320
175908	all	chrIII	6393659	6393663	6393659	9.0	-	.	NM_001026004,NM_171166,NM_171877
175671	all	chrIII	4958397	4958407	4958397	5.0	-	.	NM_065650
175492	all	chrIII	3812721	3812724	3812721	2.0	-	.	NM_065370
3565761	all	chrIII	1028719	1028719	1028719	6.0	-	.	NM_181920
176640	all	chrIII	12074088	12074094	12074090	29.0	-	.	NM_067172
191420	all	chrIII	9865647	9865647	9865647	2.0	-	.	NM_001027861,NM_001027862,NM_001129279
175315	all	chrIII	1617204	1617214	1617214	108.0	-	.	NM_065027
176050	all	chrIII	7374342	7374346	7374342	7.0	-	.	NM_001027602,NM_066230
176215	all	chrIII	8675205	8675216	8675212	96.0	-	.	NM_066512
175227	all	chrIII	727182	727189	727185	14.0	-	.	NM_001027598,NM_064843,NM_064844,NM_064845,NM_064846,NM_064847,NM_171067,NM_171068,NM_171069,NM_171070,NM_171071,NM_171859
182157	all	chrIII	4089585	4089589	4089589	4.0	-	.	NM_065418
176550	all	chrIII	11223313	11223327	11223322	277.0	-	.	NM_067042
183104	all	chrIII	3627225	3627228	3627227	61.0	-	.	NM_065335
175852	all	chrIII	6016118	6016126	6016126	134.0	-	.	NM_065908,NM_065909
175513	all	chrIII	3962699	3962709	3962699	323.0	-	.	NM_065397
175522	all	chrIII	4052823	4052823	4052823	5.0	-	.	NM_065409
175824	all	chrIII	5868531	5868548	5868541	2881.0	-	.	NM_065867
176317	all	chrIII	9387635	9387635	9387635	1.0	-	.	NM_066664
176120	all	chrIII	7972276	7972279	7972276	13.0	-	.	NM_066336
175398	all	chrIII	2812121	2812121	2812121	2.0	-	.	NM_065222
175472	all	chrIII	3699795	3699805	3699795	2.0	-	.	NM_065345
175375	all	chrIII	2567383	2567400	2567392	2911.0	-	.	NM_065180
176814	all	chrIII	13763879	13763887	13763887	9.0	-	.	NM_001027499,NM_001027500,NM_067440,NM_067441,NM_067442,NM_067443
176458	all	chrIII	10405193	10405195	10405195	11.0	-	.	NM_066895
176458	all	chrIII	10405621	10405630	10405621	11.0	-	.	NM_066895
176236	all	chrIII	8785210	8785210	8785210	2.0	-	.	NM_066541,NM_181933
176647	all	chrIII	12171225	12171232	12171231	50.0	-	.	NM_001027777,NM_001027778
175972	all	chrIII	6958809	6958819	6958816	418.0	-	.	NM_001027450,NM_001027451
175915	all	chrIII	6440180	6440190	6440187	6.0	-	.	NM_171169,NM_171170
175360	all	chrIII	2411066	2411076	2411069	141.0	-	.	NM_065150
175918	all	chrIII	6450901	6450910	6450910	6.0	-	.	NM_001027625,NM_001027626
191060	all	chrIII	1267391	1267391	1267391	2.0	-	.	NM_064962
176146	all	chrIII	8130127	8130128	8130127	4.0	-	.	NM_066373
175337	all	chrIII	1945029	1945035	1945030	10.0	-	.	NM_065079
188387	all	chrIII	5163876	5163881	5163881	14.0	-	.	NM_065693
186378	all	chrIII	5578414	5578423	5578415	6.0	-	.	NM_065795
176241	all	chrIII	8825198	8825201	8825201	6.0	-	.	NM_066548
176437	all	chrIII	10214704	10214723	10214714	28620.0	-	.	NM_066863
176336	all	chrIII	9498046	9498046	9498046	3.0	-	.	NM_066690
176684	all	chrIII	12660420	12660428	12660428	48.0	-	.	NM_067245
192073	all	chrIII	8634090	8634095	8634090	2.0	-	.	NM_066502
176227	all	chrIII	8746141	8746152	8746151	146.0	-	.	NM_066529
176268	all	chrIII	8969537	8969551	8969547	1429.0	-	.	NM_066583
