Database of representative transcript models for protein-coding genes in S. pombe and for the poly(A)-tail length standards.
Transcript models are from Pombase.
Coordinates of S. pombe genes are based on the ASM294v2.21 genome assembly.
TranscriptID	TranscriptID	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
SPAC31G5.03.1	SPAC31G5.03.1	chr1	+	2992621	2993240	2992656	2993115	1	2992621,	2993240,
SPAC31G5.04.1	SPAC31G5.04.1	chr1	+	2993422	2994929	2993497	2994586	1	2993422,	2994929,
SPAC31G5.05c.1	SPAC31G5.05c.1	chr1	-	2994791	2995933	2995038	2995770	2	2994791,2995733,	2995688,2995933,
SPAC31G5.06.1	SPAC31G5.06.1	chr1	+	2996303	2997058	2996303	2997058	2	2996303,2996453,	2996403,2997058,
SPAC31G5.07.1	SPAC31G5.07.1	chr1	+	2997452	2998157	2997452	2998157	1	2997452,	2998157,
SPAC31G5.08.1	SPAC31G5.08.1	chr1	+	2998748	3001070	2999087	2999843	1	2998748,	3001070,
SPAC31G5.09c.1	SPAC31G5.09c.1	chr1	-	2999545	3001687	2999849	3000968	1	2999545,	3001687,
SPAC31G5.10.1	SPAC31G5.10.1	chr1	+	3002056	3003766	3002056	3003766	1	3002056,	3003766,
SPAC31G5.11.1	SPAC31G5.11.1	chr1	+	3006137	3006845	3006137	3006845	1	3006137,	3006845,
SPAC31G5.12c.1	SPAC31G5.12c.1	chr1	-	3007583	3009444	3008183	3009317	3	3007583,3009159,3009311,	3008795,3009258,3009444,
SPAC31G5.13.1	SPAC31G5.13.1	chr1	+	3010631	3012307	3010978	3011905	1	3010631,	3012307,
SPAC31G5.14.1	SPAC31G5.14.1	chr1	+	3012250	3014213	3012592	3013756	1	3012250,	3014213,
SPAC31G5.15.1	SPAC31G5.15.1	chr1	+	3014258	3017900	3014465	3017698	8	3014258,3014594,3014719,3015006,3015514,3016600,3016825,3017010,	3014555,3014663,3014947,3015472,3016560,3016775,3016967,3017900,
SPAC31G5.16c.1	SPAC31G5.16c.1	chr1	-	3014388	3018849	3017926	3018762	2	3014388,3018198,	3018073,3018849,
SPAC31G5.17c.1	SPAC31G5.17c.1	chr1	-	3019325	3020379	3019651	3020305	2	3019325,3020229,	3020010,3020379,
SPAC31G5.18c.1	SPAC31G5.18c.1	chr1	-	3020647	3021791	3020941	3021733	1	3020647,	3021791,
SPAC31G5.19.1	SPAC31G5.19.1	chr1	+	3023050	3028158	3024417	3027990	2	3023050,3023231,	3023169,3028158,
SPAC31G5.21.1	SPAC31G5.21.1	chr1	+	3009987	3010684	3010086	3010443	1	3009987,	3010684,
SPAC323.01c.1	SPAC323.01c.1	chr1	-	3907438	3908904	3907585	3908795	2	3907438,3908599,	3908550,3908904,
SPAC323.02c.1	SPAC323.02c.1	chr1	-	3909253	3910426	3909388	3910371	4	3909253,3909631,3909872,3910352,	3909568,3909734,3910314,3910426,
SPAC323.03c.1	SPAC323.03c.1	chr1	-	3910534	3912648	3910739	3912604	4	3910534,3911827,3912016,3912542,	3911784,3911964,3912500,3912648,
SPAC323.04.1	SPAC323.04.1	chr1	+	3912695	3914761	3912772	3914524	4	3912695,3913096,3913543,3914101,	3912916,3913481,3914055,3914761,
SPAC323.05c.1	SPAC323.05c.1	chr1	-	3913471	3915606	3914604	3915471	5	3913471,3914837,3915165,3915266,3915404,	3914790,3915124,3915227,3915360,3915606,
SPAC323.06c.1	SPAC323.06c.1	chr1	-	3915559	3917711	3915614	3917531	10	3915559,3915745,3915864,3916107,3916339,3916568,3916912,3917139,3917346,3917496,	3915698,3915821,3916072,3916298,3916527,3916873,3917102,3917303,3917459,3917711,
SPAC323.07c.1	SPAC323.07c.1	chr1	-	3917635	3920119	3918200	3919864	2	3917635,3919202,	3919140,3920119,
SPAC323.08.1	SPAC323.08.1	chr1	+	3921017	3921711	3921075	3921711	1	3921017,	3921711,
SPAC328.01c.1	SPAC328.01c.1	chr1	-	3470512	3475033	3471019	3474807	2	3470512,3474714,	3474631,3475033,
SPAC328.02.1	SPAC328.02.1	chr1	+	3475166	3479160	3475560	3477075	1	3475166,	3479160,
SPAC328.03.1	SPAC328.03.1	chr1	+	3479097	3481305	3479313	3480855	1	3479097,	3481305,
SPAC328.04.1	SPAC328.04.1	chr1	+	3481504	3484605	3481908	3484134	1	3481504,	3484605,
SPAC328.05.1	SPAC328.05.1	chr1	+	3484542	3486956	3484677	3486502	6	3484542,3484735,3485240,3485381,3485581,3486055,	3484698,3485065,3485342,3485483,3485974,3486956,
SPAC328.06.1	SPAC328.06.1	chr1	+	3487192	3491099	3487324	3490834	2	3487192,3490768,	3490684,3491099,
SPAC328.07c.1	SPAC328.07c.1	chr1	-	3491079	3492653	3491582	3492484	2	3491079,3492466,	3492398,3492653,
SPAC328.08c.1	SPAC328.08c.1	chr1	-	3492588	3494634	3493091	3494183	3	3492588,3493505,3494152,	3493274,3494071,3494634,
SPAC328.09.1	SPAC328.09.1	chr1	+	3494641	3496476	3494709	3495877	2	3494641,3495046,	3494775,3496476,
SPAC328.10c.1	SPAC328.10c.1	chr1	-	3496387	3497435	3496486	3497386	2	3496387,3497276,	3496988,3497435,
SPAC32A11.01.1	SPAC32A11.01.1	chr1	+	2445219	2447714	2445279	2447585	3	2445219,2445472,2446051,	2445412,2445968,2447714,
SPAC32A11.02c.1	SPAC32A11.02c.1	chr1	-	2447838	2450875	2447947	2450503	1	2447838,	2450875,
SPAC32A11.03c.1	SPAC32A11.03c.1	chr1	-	2451792	2456514	2452718	2455547	1	2451792,	2456514,
SPAC32A11.04c.1	SPAC32A11.04c.1	chr1	-	2443889	2445040	2443985	2445031	2	2443889,2445001,	2444921,2445040,
SPAC343.01c.1	SPAC343.01c.1	chr1	-	1638543	1641241	1639538	1640885	2	1638543,1640877,	1640811,1641241,
SPAC343.02.1	SPAC343.02.1	chr1	+	1641661	1642932	1641754	1642303	1	1641661,	1642932,
SPAC343.03.1	SPAC343.03.1	chr1	+	1643042	1644421	1643107	1643652	3	1643042,1643169,1643509,	1643126,1643292,1644421,
SPAC343.04c.1	SPAC343.04c.1	chr1	-	1643772	1645862	1643932	1645634	3	1643772,1645355,1645560,	1645231,1645506,1645862,
SPAC343.05.1	SPAC343.05.1	chr1	+	1647198	1649410	1647258	1649215	3	1647198,1647316,1647458,	1647261,1647416,1649410,
SPAC343.06c.1	SPAC343.06c.1	chr1	-	1649432	1650833	1649611	1650757	1	1649432,	1650833,
SPAC343.07.1	SPAC343.07.1	chr1	+	1651011	1652981	1651011	1652981	4	1651011,1651184,1651388,1652126,	1651141,1651341,1652076,1652981,
SPAC343.08c.1	SPAC343.08c.1	chr1	-	1650922	1653983	1653287	1653789	3	1650922,1653355,1653723,	1653306,1653606,1653983,
SPAC343.09.1	SPAC343.09.1	chr1	+	1653997	1655830	1654283	1655516	1	1653997,	1655830,
SPAC343.10.1	SPAC343.10.1	chr1	+	1656142	1658395	1656238	1658164	1	1656142,	1658395,
SPAC343.11c.1	SPAC343.11c.1	chr1	-	1658315	1663346	1658474	1663241	1	1658315,	1663346,
SPAC343.12.1	SPAC343.12.1	chr1	+	1667670	1669666	1668070	1669279	1	1667670,	1669666,
SPAC343.13.1	SPAC343.13.1	chr1	+	1670282	1672264	1670354	1672071	3	1670282,1670576,1670883,	1670510,1670813,1672264,
SPAC343.14c.1	SPAC343.14c.1	chr1	-	1672196	1673742	1672375	1673655	3	1672196,1672998,1673441,	1672952,1673389,1673742,
SPAC343.15.1	SPAC343.15.1	chr1	+	1673839	1675661	1673946	1675251	1	1673839,	1675661,
SPAC343.16.1	SPAC343.16.1	chr1	+	1675729	1678118	1675729	1677895	1	1675729,	1678118,
SPAC343.17c.1	SPAC343.17c.1	chr1	-	1673684	1680143	1678181	1679968	2	1673684,1679698,	1679642,1680143,
SPAC343.18.1	SPAC343.18.1	chr1	+	1680204	1681471	1680413	1681084	2	1680204,1680488,	1680435,1681471,
SPAC343.19.1	SPAC343.19.1	chr1	+	1681760	1684467	1681952	1683827	1	1681760,	1684467,
SPAC343.20.1	SPAC343.20.1	chr1	-	1667954	1669964	1669622	1669964	1	1667954,	1669964,
SPAC343.21.1	SPAC343.21.1	chr1	+	1665143	1667735	1666786	1667263	1	1665143,	1667735,
SPAC3A11.02.1	SPAC3A11.02.1	chr1	-	3467902	3470242	3468196	3470006	2	3467902,3469903,	3469845,3470242,
SPAC3A11.03.1	SPAC3A11.03.1	chr1	+	3466458	3470168	3466833	3467835	3	3466458,3467607,3468031,	3467475,3467985,3470168,
SPAC3A11.04.1	SPAC3A11.04.1	chr1	-	3462671	3466357	3465308	3466313	4	3462671,3464296,3465541,3466164,	3464259,3465444,3466006,3466357,
SPAC3A11.05c.1	SPAC3A11.05c.1	chr1	+	3462281	3465427	3463064	3465065	3	3462281,3463258,3463744,	3463127,3463698,3465427,
SPAC3A11.06.1	SPAC3A11.06.1	chr1	-	3459232	3462098	3459232	3461859	10	3459232,3459491,3459704,3459940,3460233,3460424,3460507,3460641,3461322,3461765,	3459436,3459665,3459897,3460185,3460364,3460442,3460560,3461263,3461583,3462098,
SPAC3A11.07.1	SPAC3A11.07.1	chr1	+	3456693	3459197	3457272	3458928	1	3456693,	3459197,
SPAC3A11.08.1	SPAC3A11.08.1	chr1	+	3452866	3455747	3453055	3455260	1	3452866,	3455747,
SPAC3A11.09.1	SPAC3A11.09.1	chr1	-	3449834	3452853	3450113	3452608	2	3449834,3452484,	3452269,3452853,
SPAC3A11.10c.1	SPAC3A11.10c.1	chr1	+	3448124	3449855	3448363	3449593	1	3448124,	3449855,
SPAC3A11.11c.1	SPAC3A11.11c.1	chr1	+	3446261	3448081	3446507	3447512	1	3446261,	3448081,
SPAC3A11.12c.1	SPAC3A11.12c.1	chr1	+	3443929	3446017	3443943	3445445	2	3443929,3444281,	3444096,3446017,
SPAC3A11.13.1	SPAC3A11.13.1	chr1	-	3441612	3442297	3441686	3442287	4	3441612,3441923,3442126,3442247,	3441795,3442048,3442197,3442297,
SPAC3A11.14c.1	SPAC3A11.14c.1	chr1	+	3438847	3442117	3438932	3441651	4	3438847,3438986,3439673,3441486,	3438944,3439620,3441361,3442117,
SPAC3A12.02.1	SPAC3A12.02.1	chr1	+	1421816	1422972	1421915	1422942	3	1421816,1422179,1422610,	1422071,1422552,1422972,
SPAC3A12.03c.1	SPAC3A12.03c.1	chr1	-	1423028	1424169	1423239	1424169	1	1423028,	1424169,
SPAC3A12.04c.1	SPAC3A12.04c.1	chr1	-	1424696	1425562	1424696	1425562	4	1424696,1425230,1425371,1425477,	1425161,1425329,1425430,1425562,
SPAC3A12.05c.1	SPAC3A12.05c.1	chr1	-	1426053	1429956	1426212	1429913	4	1426053,1427188,1429708,1429881,	1427148,1429617,1429830,1429956,
SPAC3A12.06c.1	SPAC3A12.06c.1	chr1	-	1430098	1432875	1430423	1432655	1	1430098,	1432875,
SPAC3A12.07.1	SPAC3A12.07.1	chr1	+	1433937	1434842	1433952	1434415	3	1433937,1434047,1434183,	1434002,1434137,1434842,
SPAC3A12.08.1	SPAC3A12.08.1	chr1	+	1434873	1436105	1435138	1435783	1	1434873,	1436105,
SPAC3A12.09c.1	SPAC3A12.09c.1	chr1	-	1435841	1437837	1436589	1437462	1	1435841,	1437837,
SPAC3A12.10.1	SPAC3A12.10.1	chr1	+	1438293	1439013	1438374	1438905	1	1438293,	1439013,
SPAC3A12.11c.1	SPAC3A12.11c.1	chr1	-	1439244	1440658	1439273	1440543	3	1439244,1440111,1440325,	1440057,1440276,1440658,
SPAC3A12.12.1	SPAC3A12.12.1	chr1	+	1441019	1442352	1441108	1441969	1	1441019,	1442352,
SPAC3A12.13c.1	SPAC3A12.13c.1	chr1	-	1441966	1443260	1442260	1443128	2	1441966,1443115,	1443072,1443260,
SPAC3A12.14.1	SPAC3A12.14.1	chr1	+	1444657	1446333	1444929	1445508	2	1444657,1445058,	1444932,1446333,
SPAC3A12.15.1	SPAC3A12.15.1	chr1	+	1446479	1449286	1446702	1448973	1	1446479,	1449286,
SPAC3A12.16c.1	SPAC3A12.16c.1	chr1	-	1449926	1451399	1450641	1451210	2	1449926,1451078,	1451004,1451399,
SPAC3A12.17c.1	SPAC3A12.17c.1	chr1	-	1451842	1453348	1451956	1453144	1	1451842,	1453348,
SPAC3A12.18.1	SPAC3A12.18.1	chr1	+	1454781	1456870	1454910	1456529	2	1454781,1455043,	1454927,1456870,
SPAC3A12.19.1	SPAC3A12.19.1	chr1	-	1432772	1433415	1433048	1433375	2	1432772,1433198,	1433153,1433415,
SPAC3C7.01c.1	SPAC3C7.01c.1	chr1	-	2061572	2063810	2061805	2063641	1	2061572,	2063810,
SPAC3C7.02c.1	SPAC3C7.02c.1	chr1	-	2064852	2066004	2064852	2066004	1	2064852,	2066004,
SPAC3C7.03c.1	SPAC3C7.03c.1	chr1	-	2066441	2067904	2066667	2067764	2	2066441,2067748,	2067704,2067904,
SPAC3C7.04.1	SPAC3C7.04.1	chr1	+	2068564	2071624	2068763	2071115	1	2068564,	2071624,
SPAC3C7.05c.1	SPAC3C7.05c.1	chr1	-	2071690	2073591	2071903	2073232	1	2071690,	2073591,
SPAC3C7.06c.1	SPAC3C7.06c.1	chr1	-	2073905	2076990	2074293	2076246	1	2073905,	2076990,
SPAC3C7.07c.1	SPAC3C7.07c.1	chr1	-	2077106	2078889	2077279	2078730	7	2077106,2077423,2077725,2077842,2078420,2078527,2078613,	2077384,2077684,2077796,2078366,2078486,2078559,2078889,
SPAC3C7.08c.1	SPAC3C7.08c.1	chr1	-	2079069	2082533	2079273	2082447	1	2079069,	2082533,
SPAC3C7.09.1	SPAC3C7.09.1	chr1	+	2083406	2084941	2083518	2084808	1	2083406,	2084941,
SPAC3C7.10.1	SPAC3C7.10.1	chr1	+	2084965	2086433	2085247	2086114	1	2084965,	2086433,
SPAC3C7.11c.1	SPAC3C7.11c.1	chr1	-	2086392	2088632	2086614	2088297	2	2086392,2088526,	2088473,2088632,
SPAC3C7.12.1	SPAC3C7.12.1	chr1	+	2089236	2091311	2089786	2091172	1	2089236,	2091311,
SPAC3C7.13c.1	SPAC3C7.13c.1	chr1	-	2089554	2093285	2091520	2092942	1	2089554,	2093285,
SPAC3C7.14c.1	SPAC3C7.14c.1	chr1	-	2094109	2095066	2094282	2094891	1	2094109,	2095066,
SPAC3F10.02c.1	SPAC3F10.02c.1	chr1	-	2818021	2821120	2818255	2820781	1	2818021,	2821120,
SPAC3F10.03.1	SPAC3F10.03.1	chr1	+	2821300	2823619	2821485	2823444	1	2821300,	2823619,
SPAC3F10.04.1	SPAC3F10.04.1	chr1	+	2823666	2827612	2823966	2825463	2	2823666,2826931,	2826872,2827612,
SPAC3F10.05c.1	SPAC3F10.05c.1	chr1	-	2825582	2827013	2825837	2826818	1	2825582,	2827013,
SPAC3F10.06c.1	SPAC3F10.06c.1	chr1	-	2827046	2828687	2827046	2828687	2	2827046,2828628,	2828349,2828687,
SPAC3F10.07c.1	SPAC3F10.07c.1	chr1	-	2828665	2829184	2828665	2829184	1	2828665,	2829184,
SPAC3F10.08c.1	SPAC3F10.08c.1	chr1	-	2831473	2832797	2831809	2832589	1	2831473,	2832797,
SPAC3F10.09.1	SPAC3F10.09.1	chr1	+	2832708	2834985	2832795	2833974	4	2832708,2833098,2833425,2833595,	2833036,2833169,2833529,2834985,
SPAC3F10.10c.1	SPAC3F10.10c.1	chr1	-	2833230	2836168	2833890	2834988	2	2833230,2836117,	2836067,2836168,
SPAC3F10.11c.1	SPAC3F10.11c.1	chr1	-	2837120	2841820	2837267	2841704	1	2837120,	2841820,
SPAC3F10.12c.1	SPAC3F10.12c.1	chr1	-	2842078	2843650	2842316	2842922	1	2842078,	2843650,
SPAC3F10.13.1	SPAC3F10.13.1	chr1	+	2845943	2848624	2846534	2848373	1	2845943,	2848624,
SPAC3F10.15c.1	SPAC3F10.15c.1	chr1	-	2845470	2849267	2848928	2849201	1	2845470,	2849267,
SPAC3F10.16c.1	SPAC3F10.16c.1	chr1	-	2849633	2851799	2849709	2851669	2	2849633,2851666,	2851557,2851799,
SPAC3F10.17.1	SPAC3F10.17.1	chr1	+	2851904	2853653	2852035	2853332	2	2851904,2852174,	2852038,2853653,
SPAC3F10.18c.1	SPAC3F10.18c.1	chr1	-	2853646	2853947	2853789	2853919	2	2853646,2853848,	2853796,2853947,
SPAC3F10.19.1	SPAC3F10.19.1	chr1	+	2830299	2831707	2830516	2831209	3	2830299,2830798,2830991,	2830599,2830806,2831707,
SPAC3G6.01.1	SPAC3G6.01.1	chr1	+	5377828	5382913	5378426	5382650	3	5377828,5378421,5378675,	5377926,5378618,5382913,
SPAC3G6.02.1	SPAC3G6.02.1	chr1	+	5383012	5383811	5383092	5383454	3	5383012,5383229,5383311,	5383123,5383271,5383811,
SPAC3G6.03c.1	SPAC3G6.03c.1	chr1	-	5383704	5385561	5383954	5385153	4	5383704,5384206,5384629,5385009,	5384083,5384530,5384758,5385561,
SPAC3G6.04.1	SPAC3G6.04.1	chr1	+	5385757	5387132	5385882	5386992	1	5385757,	5387132,
SPAC3G6.05.1	SPAC3G6.05.1	chr1	+	5387883	5389677	5388585	5389395	4	5387883,5389019,5389155,5389322,	5388963,5389091,5389253,5389677,
SPAC3G6.06c.1	SPAC3G6.06c.1	chr1	-	5389585	5391518	5389668	5391261	3	5389585,5391088,5391248,	5390707,5391179,5391518,
SPAC3G6.07.1	SPAC3G6.07.1	chr1	+	5392190	5392898	5392272	5392650	1	5392190,	5392898,
SPAC3G6.08.1	SPAC3G6.08.1	chr1	+	5393498	5394534	5393687	5394236	1	5393498,	5394534,
SPAC3G6.09c.1	SPAC3G6.09c.1	chr1	-	5394488	5397413	5394645	5397195	1	5394488,	5397413,
SPAC3G6.10c.1	SPAC3G6.10c.1	chr1	-	5397346	5398200	5397599	5398079	1	5397346,	5398200,
SPAC3G6.11.1	SPAC3G6.11.1	chr1	+	5398678	5402410	5399113	5401772	3	5398678,5399817,5400069,	5399752,5400010,5402410,
SPAC3G6.13c.1	SPAC3G6.13c.1	chr1	-	5401848	5402276	5402103	5402233	2	5401848,5402162,	5402110,5402276,
SPAC3G9.01.1	SPAC3G9.01.1	chr1	-	3181429	3183290	3181638	3183027	1	3181429,	3183290,
SPAC3G9.02.1	SPAC3G9.02.1	chr1	-	3180425	3181164	3180425	3181136	1	3180425,	3181164,
SPAC3G9.03.1	SPAC3G9.03.1	chr1	-	3179342	3180033	3179461	3179992	2	3179342,3179820,	3179709,3180033,
SPAC3G9.04.1	SPAC3G9.04.1	chr1	-	3176426	3177452	3176487	3177130	2	3176426,3177047,	3176998,3177452,
SPAC3G9.05.1	SPAC3G9.05.1	chr1	-	3173622	3176405	3173945	3176059	3	3173622,3175777,3175992,	3175729,3175906,3176405,
SPAC3G9.06.1	SPAC3G9.06.1	chr1	-	3171543	3173424	3171583	3173345	3	3171543,3172767,3173051,	3172699,3172857,3173424,
SPAC3G9.07c.1	SPAC3G9.07c.1	chr1	+	3169677	3171512	3170109	3171414	1	3169677,	3171512,
SPAC3G9.08.1	SPAC3G9.08.1	chr1	-	3167893	3169409	3168190	3169042	1	3167893,	3169409,
SPAC3G9.09c.1	SPAC3G9.09c.1	chr1	+	3166393	3167699	3166455	3167544	3	3166393,3166587,3166864,	3166525,3166758,3167699,
SPAC3G9.10c.1	SPAC3G9.10c.1	chr1	+	3163135	3164354	3163220	3164108	3	3163135,3163271,3163422,	3163223,3163311,3164354,
SPAC3G9.11c.1	SPAC3G9.11c.1	chr1	+	3159752	3162245	3160229	3161942	1	3159752,	3162245,
SPAC3G9.12.1	SPAC3G9.12.1	chr1	-	3152025	3157492	3152778	3157288	3	3152025,3157129,3157239,	3157050,3157197,3157492,
SPAC3G9.13c.1	SPAC3G9.13c.1	chr1	+	3150081	3156856	3151325	3152782	5	3150081,3151788,3151951,3152133,3152327,	3151625,3151869,3152079,3152255,3156856,
SPAC3G9.14.1	SPAC3G9.14.1	chr1	-	3146947	3150486	3147206	3149507	1	3146947,	3150486,
SPAC3G9.15c.1	SPAC3G9.15c.1	chr1	+	3145866	3146559	3145866	3146559	1	3145866,	3146559,
SPAC3G9.16c.1	SPAC3G9.16c.1	chr1	+	3145213	3145728	3145213	3145728	2	3145213,3145297,	3145250,3145728,
SPAC3G9.17.1	SPAC3G9.17.1	chr1	-	3162318	3162854	3162318	3162854	3	3162318,3162522,3162669,	3162443,3162611,3162854,
SPAC3H1.01c.1	SPAC3H1.01c.1	chr1	-	1928770	1931267	1929047	1931164	2	1928770,1931128,	1931084,1931267,
SPAC3H1.02c.1	SPAC3H1.02c.1	chr1	-	1931488	1934952	1931587	1934698	1	1931488,	1934952,
SPAC3H1.03.1	SPAC3H1.03.1	chr1	+	1935014	1935958	1935356	1935797	1	1935014,	1935958,
SPAC3H1.04c.1	SPAC3H1.04c.1	chr1	-	1935962	1938311	1936075	1937982	2	1935962,1936335,	1936234,1938311,
SPAC3H1.05.1	SPAC3H1.05.1	chr1	+	1938278	1940537	1938899	1940394	2	1938278,1939074,	1939004,1940537,
SPAC3H1.06c.1	SPAC3H1.06c.1	chr1	-	1940431	1944540	1941016	1942786	1	1940431,	1944540,
SPAC3H1.07.1	SPAC3H1.07.1	chr1	+	1944126	1945368	1944230	1945202	1	1944126,	1945368,
SPAC3H1.08c.1	SPAC3H1.08c.1	chr1	-	1945392	1946312	1945425	1946101	2	1945392,1945892,	1945852,1946312,
SPAC3H1.09c.1	SPAC3H1.09c.1	chr1	-	1946556	1949256	1946818	1948941	4	1946556,1947059,1947794,1948045,	1947011,1947754,1947981,1949256,
SPAC3H1.10.1	SPAC3H1.10.1	chr1	+	1949243	1951508	1949755	1951000	1	1949243,	1951508,
SPAC3H1.11.1	SPAC3H1.11.1	chr1	+	1957460	1961546	1959310	1961059	1	1957460,	1961546,
SPAC3H1.12c.1	SPAC3H1.12c.1	chr1	-	1961292	1965706	1961709	1965105	1	1961292,	1965706,
SPAC3H1.13.1	SPAC3H1.13.1	chr1	+	1965082	1966458	1965172	1966338	4	1965082,1965333,1965844,1966101,	1965294,1965803,1966050,1966458,
SPAC3H1.14.1	SPAC3H1.14.1	chr1	+	1966786	1967969	1967021	1967609	1	1966786,	1967969,
SPAC3H5.04.1	SPAC3H5.04.1	chr1	-	3435999	3438166	3437020	3438061	1	3435999,	3438166,
SPAC3H5.05c.1	SPAC3H5.05c.1	chr1	+	3436185	3436825	3436286	3436706	1	3436185,	3436825,
SPAC3H5.06c.1	SPAC3H5.06c.1	chr1	+	3430960	3436241	3431088	3435397	2	3430960,3431480,	3431389,3436241,
SPAC3H5.07.1	SPAC3H5.07.1	chr1	-	3429414	3430813	3429716	3430760	2	3429414,3430634,	3430343,3430813,
SPAC3H5.08c.1	SPAC3H5.08c.1	chr1	+	3425872	3429364	3425965	3428910	3	3425872,3426210,3428427,	3426104,3428390,3429364,
SPAC3H5.09c.1	SPAC3H5.09c.1	chr1	+	3416543	3425062	3416721	3424821	1	3416543,	3425062,
SPAC3H5.10.1	SPAC3H5.10.1	chr1	-	3415407	3416099	3415657	3416041	1	3415407,	3416099,
SPAC3H5.11.1	SPAC3H5.11.1	chr1	-	3412268	3414736	3413138	3414496	4	3412268,3413368,3413570,3414291,	3413295,3413520,3414238,3414736,
SPAC3H5.12c.1	SPAC3H5.12c.1	chr1	+	3410908	3411881	3410950	3411835	1	3410908,	3411881,
SPAC3H5.13.1	SPAC3H5.13.1	chr1	+	3412526	3413053	3412526	3413053	3	3412526,3412609,3412777,	3412569,3412731,3413053,
SPAC3H8.02.1	SPAC3H8.02.1	chr1	+	588542	590751	588924	590259	1	588542,	590751,
SPAC3H8.03.1	SPAC3H8.03.1	chr1	+	590690	592152	591066	591555	2	590690,591417,	591246,592152,
SPAC3H8.04.1	SPAC3H8.04.1	chr1	+	592225	593906	592742	593759	1	592225,	593906,
SPAC3H8.05c.1	SPAC3H8.05c.1	chr1	-	593900	597586	593976	597277	3	593900,594770,594899,	594731,594859,597586,
SPAC3H8.06.1	SPAC3H8.06.1	chr1	+	598472	600805	598915	600184	1	598472,	600805,
SPAC3H8.07c.1	SPAC3H8.07c.1	chr1	-	600825	601749	600882	601485	3	600825,601326,601474,	601282,601425,601749,
SPAC3H8.08c.1	SPAC3H8.08c.1	chr1	-	601847	603993	602059	603751	1	601847,	603993,
SPAC3H8.09c.1	SPAC3H8.09c.1	chr1	-	604311	607742	604495	606849	3	604311,605014,605437,	604959,605355,607742,
SPAC3H8.10.1	SPAC3H8.10.1	chr1	+	608892	610703	608991	610159	4	608892,609198,609697,609883,	609150,609501,609820,610703,
SPAC458.02c.1	SPAC458.02c.1	chr1	-	4732067	4733951	4732191	4733815	3	4732067,4733425,4733719,	4733328,4733599,4733951,
SPAC458.03.1	SPAC458.03.1	chr1	+	4734086	4737598	4734861	4737468	1	4734086,	4737598,
SPAC458.04c.1	SPAC458.04c.1	chr1	-	4737480	4738962	4737604	4738854	5	4737480,4738188,4738329,4738596,4738778,	4738147,4738283,4738554,4738740,4738962,
SPAC458.05.1	SPAC458.05.1	chr1	+	4740187	4742814	4740236	4742642	1	4740187,	4742814,
SPAC458.06.1	SPAC458.06.1	chr1	+	4742808	4744346	4742868	4744167	5	4742808,4743034,4743183,4743328,4743469,	4742983,4743135,4743272,4743420,4744346,
SPAC458.07.1	SPAC458.07.1	chr1	+	4744527	4746206	4744583	4746099	4	4744527,4744732,4744869,4745139,	4744690,4744828,4745011,4746206,
SPAC4A8.02c.1	SPAC4A8.02c.1	chr1	-	2538102	2540785	2540246	2540725	2	2538102,2540692,	2540642,2540785,
SPAC4A8.03c.1	SPAC4A8.03c.1	chr1	-	2540744	2543232	2541286	2542438	1	2540744,	2543232,
SPAC4A8.04.1	SPAC4A8.04.1	chr1	+	2544814	2546981	2545349	2546753	1	2544814,	2546981,
SPAC4A8.05c.1	SPAC4A8.05c.1	chr1	-	2547259	2553696	2547350	2553665	1	2547259,	2553696,
SPAC4A8.06c.1	SPAC4A8.06c.1	chr1	-	2553800	2555939	2554012	2555749	1	2553800,	2555939,
SPAC4A8.07c.1	SPAC4A8.07c.1	chr1	-	2556599	2558444	2556772	2558297	3	2556599,2557937,2558182,	2557848,2558123,2558444,
SPAC4A8.08c.1	SPAC4A8.08c.1	chr1	-	2558453	2561989	2558599	2561710	8	2558453,2558941,2559253,2561120,2561254,2561409,2561615,2561714,	2558893,2559214,2561080,2561210,2561371,2561562,2561710,2561989,
SPAC4A8.09c.1	SPAC4A8.09c.1	chr1	-	2562476	2564277	2563010	2563963	2	2562476,2563960,	2563889,2564277,
SPAC4A8.10.1	SPAC4A8.10.1	chr1	+	2563654	2566870	2564278	2566800	3	2563654,2564156,2564470,	2564086,2564306,2566870,
SPAC4A8.11c.1	SPAC4A8.11c.1	chr1	-	2566865	2572625	2567039	2572568	1	2566865,	2572625,
SPAC4A8.12c.1	SPAC4A8.12c.1	chr1	-	2573159	2574641	2573419	2574473	2	2573159,2574350,	2574295,2574641,
SPAC4A8.13c.1	SPAC4A8.13c.1	chr1	-	2574745	2575956	2575105	2575924	1	2574745,	2575956,
SPAC4A8.14.1	SPAC4A8.14.1	chr1	+	2576258	2577995	2576500	2577772	2	2576258,2577619,	2577577,2577995,
SPAC4A8.15c.1	SPAC4A8.15c.1	chr1	-	2578955	2579514	2578989	2579478	3	2578955,2579083,2579465,	2579027,2579416,2579514,
SPAC4A8.16c.1	SPAC4A8.16c.1	chr1	-	2580099	2583046	2580219	2582976	1	2580099,	2583046,
SPAC4C5.01.1	SPAC4C5.01.1	chr1	+	1192209	1193756	1192544	1193613	6	1192209,1192661,1192778,1192915,1193061,1193196,	1192592,1192704,1192841,1193010,1193145,1193756,
