Database of representative transcript models for protein-coding genes in Drosophila S2 cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for D. melanogaster had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from S2 cells; only genes detected by 3P-Seq are included in the table.
Coordinates of fly genes are based on the dm3 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_001014498	CG1832	chr2L	-	22165954	22169143	22166551	22168535	7	22165954,22167049,22167302,22167636,22168119,22168379,22168887,	22166987,22167253,22167576,22168066,22168320,22168643,22169143,
NM_001201987	Taz	chr2R	-	8640530	8642908	8640813	8642078	5	8640530,8640932,8641395,8641912,8642580,	8640858,8641321,8641632,8642255,8642908,
NM_143471	CG7789	chr3R	+	25628918	25630117	25629023	25630008	2	25628918,25629466,	25629402,25630117,
NM_079111	Tal	chr2R	+	19827935	19829627	19827952	19829537	3	19827935,19828579,19828762,	19828049,19828703,19829627,
NM_134493	Sec61gamma	chrX	+	19537364	19538549	19537919	19538126	2	19537364,19537897,	19537497,19538549,
NM_142416	CG7785	chr3R	+	13847321	13849411	13847435	13848549	3	13847321,13847827,13848451,	13847541,13848394,13849411,
NM_142273	Mat89Ba	chr3R	-	12094046	12098137	12094184	12098056	6	12094046,12094658,12095121,12096418,12096582,12098017,	12094592,12095062,12096362,12096529,12097961,12098137,
NM_001170211	CG6439	chr3R	-	17842147	17845104	17842709	17844755	6	17842147,17843062,17843701,17844345,17844501,17844713,	17842940,17843644,17843818,17844438,17844549,17845104,
NM_165541	boca	chr2R	-	3453371	3454243	3453462	3454167	2	3453371,3454017,	3453855,3454243,
NM_168911	M6	chr3L	+	21502980	21505849	21503178	21505047	4	21502980,21504190,21504408,21504769,	21503380,21504350,21504713,21505849,
NM_132276	CG1789	chrX	+	8614554	8615593	8614638	8615476	2	8614554,8615266,	8615142,8615593,
NM_169278	CG9356	chr3R	-	5228276	5229858	5228345	5229761	2	5228276,5228564,	5228495,5229858,
NM_168103	Dhc64C	chr3L	-	4807367	4825687	4807666	4825571	13	4807367,4807891,4811551,4812893,4813327,4815492,4816986,4821110,4821863,4822022,4822689,4823586,4825327,	4807832,4811490,4811669,4813089,4815436,4816645,4821042,4821266,4821969,4822626,4823524,4824161,4825687,
NM_132274	CG1785	chrX	+	8608968	8611065	8609061	8610743	5	8608968,8609254,8609484,8609867,8610346,	8609189,8609428,8609805,8610284,8611065,
NM_137585	CG11007	chr2R	+	15390572	15391765	15390692	15391508	1	15390572,	15391765,
NM_057935	Aats-phe	chr2R	+	9855851	9857417	9855913	9857344	2	9855851,9857176,	9857107,9857417,
NM_132802	Grip128	chrX	-	15362313	15366117	15362438	15366072	6	15362313,15362546,15364121,15364681,15365408,15365952,	15362482,15364054,15364621,15365299,15365897,15366117,
NM_079242	RNaseX25	chr3L	+	7963687	7965643	7963768	7964945	2	7963687,7964041,	7963842,7965643,
NM_165623	CG30356	chr2R	-	4616468	4617007	4616520	4616970	1	4616468,	4617007,
NM_135257	CG4496	chr2L	-	7185479	7188068	7185828	7187636	3	7185479,7186831,7187946,	7186766,7187641,7188068,
NM_001103640	CG4495	chr2L	+	7182235	7185529	7182346	7185292	8	7182235,7182706,7183502,7183777,7183871,7184042,7184614,7185137,	7182639,7182899,7183665,7183815,7183986,7184203,7185074,7185529,
NM_132902	eIF-2alpha	chrX	-	16339388	16341007	16339587	16340912	2	16339388,16340217,	16339918,16341007,
NM_135517	eEF1delta	chr2L	+	10232492	10234450	10232572	10234359	3	10232492,10233480,10233756,	10232659,10233561,10234450,
NM_167012	Cbp80	chrX	+	4544082	4552304	4544362	4551739	7	4544082,4544464,4545864,4550615,4551173,4551368,4551625,	4544405,4545803,4545968,4551104,4551298,4551557,4552304,
NM_136388	phtf	chr2R	+	2629403	2633646	2630248	2633243	8	2629403,2630209,2630345,2630541,2631097,2632103,2632342,2632757,	2629654,2630274,2630485,2631049,2632044,2632282,2632699,2633646,
NM_136461	CG17985	chr2R	-	3539065	3542807	3539616	3542631	3	3539065,3541982,3542617,	3539858,3542542,3542807,
NM_136635	Myd88	chr2R	-	5190288	5196227	5191398	5195299	5	5190288,5192478,5192738,5192971,5194773,	5191840,5192665,5192907,5193261,5196227,
NM_078900	Or42b	chr2R	-	1684543	1686017	1684699	1686017	3	1684543,1684838,1685250,	1684774,1685196,1686017,
NM_135936	PRL-1	chr2L	-	16245834	16257606	16247074	16248950	6	16245834,16247252,16248601,16248830,16250080,16257075,	16247186,16247384,16248768,16249706,16250158,16257606,
NM_079389	Syx8	chr3L	-	16579207	16580157	16579326	16580078	2	16579207,16579540,	16579487,16580157,
NM_079715	RpI12	chr3R	-	17602924	17603510	17603010	17603488	3	17602924,17603099,17603370,	17603035,17603319,17603510,
NM_080318	Syx4	chrX	-	2633034	2638109	2633193	2637516	7	2633034,2633329,2635455,2635621,2635930,2636593,2637483,	2633265,2633578,2635529,2635864,2636024,2636830,2638109,
NM_134305	Syx5	chr2L	+	16307345	16309280	16307659	16309131	2	16307345,16308397,	16308329,16309280,
NM_206092	Syx6	chr2R	+	7107440	7109999	7107828	7109365	4	7107440,7107968,7108432,7109288,	7107863,7108126,7109134,7109999,
NM_168906	Syx7	chr3L	+	21438933	21441243	21439354	21440751	6	21438933,21439260,21439542,21439962,21440180,21440655,	21439123,21439475,21439612,21440107,21440597,21441243,
NM_141801	CG17184	chr3R	-	7058150	7060765	7058803	7060452	5	7058150,7058938,7059123,7059643,7060229,	7058848,7059046,7059292,7060166,7060765,
NM_142582	CG17186	chr3R	-	15701695	15703236	15701934	15703139	2	15701695,15703063,	15703004,15703236,
NM_141799	CG17187	chr3R	-	7056397	7057601	7056530	7057430	1	7056397,	7057601,
NM_138193	CG17180	chr3L	+	540850	542166	541040	542062	4	540850,541001,541484,542016,	540940,541428,541959,542166,
NM_138196	CG17181	chr3L	-	582825	589272	583983	585441	4	582825,584478,585016,588962,	584409,584956,585465,589272,
NM_001169958	Pop2	chr3L	-	11992701	11994259	11993054	11994187	2	11992701,11993849,	11993790,11994259,
NM_167630	CG6891	chrX	+	18673665	18675645	18674713	18675227	3	18673665,18674713,18675110,	18673878,18675037,18675645,
NM_165000	CG31759	chr2L	+	12207918	12210184	12208215	12209910	1	12207918,	12210184,
NM_001038892	CG34057	chr3L	+	897379	898772	897445	898667	4	897379,897609,898031,898463,	897539,897976,898401,898772,
NM_001038890	CG34056	chr3L	+	895950	897364	896114	897251	3	895950,896607,897029,	896551,896974,897364,
NM_136050	CG31751	chr2L	+	18678721	18683709	18678853	18683265	3	18678721,18682264,18682444,	18679161,18682389,18683709,
NM_167336	CG4004	chrX	+	12639390	12641749	12639447	12641468	2	12639390,12640901,	12639900,12641749,
NM_140562	CG10516	chr3L	+	15961303	15963011	15961469	15962868	3	15961303,15962098,15962725,	15961793,15962660,15963011,
NM_168890	CG10512	chr3L	+	21198679	21201127	21198799	21200694	2	21198679,21200535,	21199726,21201127,
NM_168836	CG17233	chr3L	-	20226234	20234618	20226967	20233595	10	20226234,20227107,20227363,20227718,20228028,20228234,20228601,20229533,20232962,20234418,	20227048,20227290,20227647,20227968,20228166,20228534,20228777,20231010,20233632,20234618,
NM_141820	CG17230	chr3R	+	7263506	7291575	7289783	7291289	2	7263506,7289748,	7263821,7291575,
NM_143387	CG14523	chr3R	-	24703745	24705844	24703802	24705818	1	24703745,	24705844,
NM_143388	CG14527	chr3R	+	24706513	24708812	24706524	24708627	1	24706513,	24708812,
NM_143389	CG14526	chr3R	+	24709414	24711744	24709414	24711538	1	24709414,	24711744,
NM_001103896	CG30118	chr2R	-	14317787	14327986	14318334	14327459	11	14317787,14318677,14318920,14319313,14319949,14320151,14324101,14325079,14325444,14325712,14327239,	14318390,14318862,14319251,14319527,14320086,14320280,14324233,14325117,14325482,14325780,14327986,
NM_079107	usnp	chr2R	-	19731005	19732248	19731245	19732169	2	19731005,19731901,	19731832,19732248,
NM_136154	CG10631	chr2L	-	19742816	19756867	19743219	19756520	8	19742816,19743702,19749718,19752272,19753428,19753746,19754134,19755868,	19743644,19749658,19752213,19753355,19753687,19754076,19754280,19756867,
NM_139704	CG10635	chr3L	-	5360440	5361108	5360502	5361044	2	5360440,5360999,	5360874,5361108,
NM_136079	CG10639	chr2L	-	18971992	18974448	18972159	18974038	3	18971992,18972601,18973916,	18972547,18973459,18974448,
NM_168501	CG10638	chr3L	-	12491529	12494411	12491589	12494336	4	12491529,12491848,12492420,12494264,	12491787,12492364,12492588,12494411,
NM_137141	CG12859	chr2R	+	10644019	10644577	10644089	10644511	2	10644019,10644298,	10644218,10644577,
NM_166569	nahoda	chr2R	+	18783695	18804237	18791800	18803612	11	18783695,18791594,18798035,18798344,18798498,18799939,18800512,18801139,18801418,18801701,18802967,	18783919,18791996,18798106,18798442,18799871,18800383,18801085,18801356,18801639,18801871,18804237,
NM_136131	CG10189	chr2L	-	19491646	19492963	19491675	19492893	1	19491646,	19492963,
NM_165305	CG10188	chr2L	-	19502334	19508760	19503128	19508186	2	19502334,19507489,	19506361,19508760,
NM_167412	CG32595	chrX	-	14612300	14612975	14612388	14612897	2	14612300,14612726,	14612667,14612975,
NM_168820	CG32221	chr3L	+	19827769	19829513	19827900	19829337	3	19827769,19828453,19829220,	19828390,19829145,19829513,
NM_167414	CG32590	chrX	-	14732387	14733164	14732460	14733068	2	14732387,14732850,	14732794,14733164,
NM_136026	CG7200	chr2L	-	18157109	18158686	18157208	18158540	2	18157109,18157917,	18157863,18158686,
NM_080252	wun2	chr2R	+	5301848	5305352	5302565	5305155	6	5301848,5304149,5304362,5304660,5304899,5305137,	5302866,5304301,5304587,5304840,5305076,5305352,
NM_206776	CG7206	chrX	-	17982757	17984542	17983040	17984455	4	17982757,17983327,17984015,17984349,	17983264,17983957,17984270,17984542,
NM_166436	Sgf29	chr2R	-	17179743	17180981	17179818	17180864	4	17179743,17180331,17180541,17180825,	17180262,17180489,17180770,17180981,
NM_137219	Gpo-1	chr2R	-	11745256	11750251	11745383	11748207	8	11745256,11745694,11746584,11747511,11747699,11747881,11748105,11750187,	11745515,11746398,11747444,11747624,11747809,11748035,11748258,11750251,
NM_057378	sl	chrX	+	16244341	16250521	16244618	16248819	4	16244341,16246281,16246827,16247748,	16245923,16246762,16247681,16250521,
NM_001103519	sd	chrX	+	15699539	15720122	15700320	15718481	10	15699539,15713628,15714028,15714455,15717219,15717340,15717651,15717784,15718074,15718367,	15700354,15713756,15714167,15714586,15717260,15717515,15717714,15717957,15718309,15720122,
NM_001103757	ACC	chr2R	-	3861627	3874729	3861991	3873266	15	3861627,3862194,3862390,3862808,3863799,3864290,3864526,3864893,3868688,3870145,3870980,3872385,3872570,3873106,3874570,	3862126,3862329,3862738,3863678,3864228,3864461,3864829,3868627,3868977,3870512,3871247,3872507,3872956,3873283,3874729,
NM_001202400	ttk	chr3R	+	27552123	27561114	27553012	27560218	5	27552123,27552853,27553343,27554113,27558641,	27552214,27553156,27553976,27554201,27561114,
NM_132676	tth	chrX	-	13507225	13510436	13508470	13510013	2	13507225,13509708,	13509452,13510436,
NM_142663	CG15695	chr3R	+	16667861	16670703	16668054	16670351	3	16667861,16668806,16669169,	16668755,16669101,16670703,
NM_170110	KrT95D	chr3R	-	19823470	19857532	19824359	19856490	11	19823470,19824551,19824728,19825355,19825901,19829137,19831409,19838704,19839017,19856215,19857433,	19824490,19824668,19825284,19825839,19826502,19829486,19831717,19838952,19839350,19856753,19857532,
NM_206296	CG33276	chr3L	-	7632892	7633546	7632990	7633541	5	7632892,7633115,7633224,7633369,7633503,	7633059,7633164,7633306,7633437,7633546,
NM_001038900	CG11583	chr3L	-	4281490	4282817	4281597	4282729	2	4281490,4282609,	4282548,4282817,
NM_139624	CG11586	chr3L	-	4261292	4262470	4261722	4262366	2	4261292,4262263,	4262204,4262470,
NM_001014601	jim	chr3L	-	22789076	22794765	22791011	22794414	5	22789076,22791901,22792350,22793040,22793949,	22791578,22792290,22792548,22793884,22794765,
NM_142639	Srp14	chr3R	+	16405836	16406487	16405890	16406406	4	16405836,16405970,16406111,16406274,	16405914,16406043,16406212,16406487,
NM_057787	Srp19	chr3L	-	7340413	7341134	7340466	7341021	2	7340413,7340956,	7340884,7341134,
NM_078794	Try29F	chr2L	+	8998536	8999468	8998610	8999414	1	8998536,	8999468,
NM_139847	mus312	chr3L	+	7322231	7326581	7322690	7326393	6	7322231,7322528,7322815,7323398,7324391,7324504,	7322463,7322737,7323339,7324331,7324436,7326581,
NM_137518	CG15073	chr2R	+	14593486	14595732	14593588	14595527	4	14593486,14593759,14594602,14594857,	14593705,14594520,14594797,14595732,
NM_001104091	MTF-1	chr3L	+	9423411	9431800	9429309	9431022	4	9423411,9427495,9428956,9429215,	9424433,9427598,9429107,9431800,
NM_137718	Glycogenin	chr2R	+	17087987	17100474	17088156	17100118	3	17087987,17098747,17100050,	17088163,17099983,17100474,
NM_136210	CG9319	chr2L	-	20750933	20752267	20751001	20752196	2	20750933,20752088,	20752015,20752267,
NM_136209	CG9318	chr2L	-	20730420	20734309	20730999	20734063	5	20730420,20731563,20731777,20732821,20733925,	20731503,20731723,20732760,20733016,20734309,
NM_142056	CG9312	chr3R	+	9591477	9592825	9591581	9592758	4	9591477,9591666,9591827,9592555,	9591605,9591743,9592159,9592825,
NM_137339	CG9646	chr2R	+	12936379	12941360	12936814	12941030	7	12936379,12937513,12937737,12938221,12939326,12940773,12940989,	12936932,12937680,12938160,12938669,12940649,12940923,12941360,
NM_134889	CG9643	chr2L	-	2978377	2979288	2978545	2979205	1	2978377,	2979288,
NM_166247	CG6406	chr2R	-	13621919	13624769	13622820	13624510	3	13621919,13623836,13624600,	13623781,13624538,13624769,
NM_141513	CG7800	chr3R	+	4043699	4045473	4043782	4045384	1	4043699,	4045473,
NM_139459	CG8993	chr3L	+	2372198	2372876	2372281	2372772	2	2372198,2372525,	2372463,2372876,
NM_138123	CG16912	chr2R	-	20669248	20671023	20669322	20670952	5	20669248,20669541,20669788,20670415,20670815,	20669483,20669730,20670363,20670748,20671023,
NM_141697	FBX011	chr3R	-	5629242	5635090	5630610	5634404	4	5629242,5630821,5631959,5632241,	5630740,5631896,5632140,5635090,
NM_132310	su(r)	chrX	-	9090842	9096770	9090923	9094210	5	9090842,9091085,9091301,9094165,9096596,	9091011,9091243,9094106,9094229,9096770,
NM_138005	CG13562	chr2R	+	19791499	19792792	19791499	19792616	4	19791499,19791827,19791952,19792185,	19791764,19791900,19792128,19792792,
NM_001170313	gammaCop	chr3R	+	27397864	27401603	27397960	27401108	6	27397864,27398222,27398975,27400522,27400766,27400977,	27398000,27398878,27400446,27400708,27400919,27401603,
NM_143258	CG6330	chr3R	-	22775849	22784213	22776146	22782297	6	22775849,22776359,22776793,22777496,22782241,22783929,	22776290,22776731,22777141,22777620,22782311,22784213,
NM_143432	CG31445	chr3R	-	25066295	25070220	25066492	25069564	7	25066295,25066776,25067355,25067958,25068879,25069094,25070170,	25066721,25067297,25067905,25068816,25069035,25069572,25070220,
NM_166554	blw	chr2R	+	18686560	18689685	18686708	18689197	4	18686560,18687400,18688073,18688987,	18686774,18687981,18688875,18689685,
NM_137413	CG6401	chr2R	-	13624931	13627162	13625422	13627054	4	13624931,13626332,13626637,13626952,	13626276,13626570,13626883,13627162,
NM_079646	blp	chr3R	+	11759568	11760739	11759873	11760359	3	11759568,11759721,11760096,	11759654,11760036,11760739,
NM_079392	Su(P)	chr3L	-	16603761	16605299	16603837	16605217	3	16603761,16603991,16604462,	16603929,16604398,16605299,
NM_169923	CG31195	chr3R	-	16582990	16588091	16584345	16587869	7	16582990,16584703,16585096,16586169,16586360,16586601,16586955,	16584612,16584821,16585626,16586287,16586541,16586897,16588091,
NM_079678	ATPsyn-d	chr3R	+	14920713	14921777	14921130	14921667	2	14920713,14921118,	14920796,14921777,
NM_166625	CG4797	chr2R	-	19699638	19705849	19699948	19705587	5	19699638,19701847,19702118,19702964,19705573,	19701028,19702056,19702257,19703124,19705849,
NM_143182	CG5913	chr3R	+	21719218	21720837	21719291	21720656	1	21719218,	21720837,
NM_165139	CG4793	chr2L	+	15923394	15926364	15923409	15926203	2	15923394,15923680,	15923619,15926364,
NM_132321	CG17754	chrX	+	9144476	9150001	9144802	9149753	6	9144476,9146560,9147683,9147949,9148145,9149660,	9145062,9147604,9147891,9148072,9148382,9150001,
NM_132008	l(1)G0045	chrX	+	5516680	5519526	5516756	5519397	2	5516680,5518507,	5518440,5519526,
NM_170360	Mes-4	chr3R	-	23758376	23763575	23758904	23763471	5	23758376,23759094,23759284,23761783,23763152,	23759036,23759220,23761715,23763059,23763575,
NM_001104480	CG4951	chr3R	-	23777779	23779834	23777962	23779774	7	23777779,23778196,23778478,23778714,23778865,23779219,23779723,	23778136,23778404,23778646,23778807,23779063,23779668,23779834,
NM_141270	CG11999	chr3R	-	1179138	1180469	1179565	1180343	2	1179138,1180282,	1180155,1180469,
NM_140011	CG5660	chr3L	-	8954360	8957763	8954499	8957726	5	8954360,8954616,8955305,8955810,8957632,	8954556,8955246,8955755,8957564,8957763,
NM_138034	eIF-5A	chr2R	+	19945346	19947006	19946008	19946790	4	19945346,19946006,19946454,19946718,	19945429,19946214,19946656,19947006,
NM_143782	Nup214	chr2R	-	18806542	18812255	18806569	18812177	8	18806542,18806687,18808268,18809520,18809919,18810154,18811946,18812141,	18806594,18808170,18809464,18809862,18810101,18811887,18812085,18812255,
NM_057840	phr6-4	chr2L	-	20643478	20645791	20643644	20645330	3	20643478,20644663,20645668,	20644600,20645451,20645791,
NM_001169199	Ptp4E	chrX	+	4833448	4849955	4834679	4848637	12	4833448,4834454,4841639,4841951,4843022,4843773,4844503,4844996,4847197,4847525,4848149,4849003,	4833471,4834880,4841886,4842230,4843701,4844222,4844932,4847140,4847456,4847654,4848657,4849955,
NM_001201653	Amun	chrX	-	11604186	11609063	11605542	11607597	4	11604186,11606801,11607787,11608590,	11606399,11607717,11607841,11609063,
NM_078706	Sep1	chrX	+	21229302	21232715	21229402	21231865	5	21229302,21230538,21230797,21231182,21231615,	21229420,21230731,21231056,21231548,21232715,
NM_079693	Sep2	chr3R	-	16411611	16414078	16412067	16413993	2	16411611,16413845,	16413179,16414078,
NM_143704	Sep5	chr2R	-	3847722	3849427	3847885	3849154	2	3847722,3849347,	3849287,3849427,
NM_169274	Fps85D	chr3R	-	5193324	5220268	5193962	5218658	13	5193324,5194177,5194420,5194618,5194776,5195057,5198477,5198711,5199052,5199500,5216607,5218462,5219962,	5194114,5194360,5194549,5194705,5194990,5195432,5198655,5198990,5199389,5199597,5216795,5218694,5220268,
NM_057811	Hmu	chr3R	+	23114490	23117316	23114651	23116855	4	23114490,23114836,23115101,23115738,	23114767,23115042,23115402,23117316,
NM_137756	CG9865	chr2R	-	17555021	17557560	17555092	17556493	3	17555021,17557041,17557259,	17556985,17557198,17557560,
NM_132409	Hmr	chrX	-	10484953	10489849	10485143	10489625	5	10484953,10485589,10486344,10486744,10489576,	10485532,10486285,10486686,10489510,10489849,
NM_139627	CG1311	chr3L	+	4277961	4281585	4278133	4281346	9	4277961,4278740,4279184,4279394,4279680,4280265,4280611,4280836,4281115,	4278250,4279117,4279339,4279624,4279981,4280545,4280774,4281058,4281585,
NM_132832	CG8191	chrX	+	15626210	15627722	15626223	15627261	1	15626210,	15627722,
NM_139458	CG1317	chr3L	-	2368433	2371939	2368638	2371662	2	2368433,2370105,	2370048,2371939,
NM_139630	CG1316	chr3L	+	4283850	4286865	4283963	4285918	9	4283850,4284346,4284604,4285052,4285174,4285424,4285598,4285846,4286171,	4284283,4284541,4284990,4285116,4285272,4285531,4285769,4285920,4286865,
NM_137205	CG8195	chr2R	-	11450138	11453291	11450668	11452316	7	11450138,11450775,11451247,11451915,11452025,11452226,11453078,	11450717,11451187,11451851,11451969,11452166,11452551,11453291,
NM_139632	CG1319	chr3L	+	4292481	4293432	4292623	4293170	2	4292481,4292830,	4292742,4293432,
NM_141648	CG8199	chr3R	+	5381506	5383498	5381596	5383158	4	5381506,5381725,5382326,5382608,	5381665,5382260,5382492,5383498,
NM_136674	CG1648	chr2R	-	5698528	5707556	5698982	5707363	3	5698528,5699986,5707344,	5699473,5700169,5707556,
NM_001103989	CG34263	chr3L	-	265449	265908	265594	265908	2	265449,265697,	265641,265908,
NM_001103996	CG34269	chr3L	+	528338	528996	528418	528994	1	528338,	528996,
NM_206735	AlkB	chrX	-	15752058	15753520	15752230	15753342	3	15752058,15752632,15753225,	15752570,15753174,15753520,
NM_079791	Ald	chr3R	-	22081687	22083999	22082249	22083742	4	22081687,22082195,22082654,22082946,	22082029,22082345,22082854,22083999,
NM_080040	san	chr2R	+	7248212	7249439	7248329	7249242	3	7248212,7248463,7249019,	7248337,7248787,7249439,
NM_137988	CG5543	chr2R	+	19696767	19698902	19696881	19698849	1	19696767,	19698902,
NM_165559	sax	chr2R	+	3694101	3697612	3694620	3696924	7	3694101,3694576,3695073,3695212,3696014,3696486,3696774,	3694517,3694706,3695149,3695871,3696425,3696712,3697612,
NM_166735	CG31997	chr4	-	175342	176686	175404	176529	3	175342,175652,176390,	175591,175773,176686,
NM_132765	CG5548	chrX	+	14957944	14958641	14958082	14958436	2	14957944,14958081,	14958016,14958641,
NM_001202340	sav	chr3R	-	18884330	18887026	18884617	18886905	3	18884330,18884751,18886108,	18884678,18885705,18887026,
NM_001103884	CG34191	chr2R	+	12839401	12840086	12839742	12840006	2	12839401,12839656,	12839558,12840086,
NM_136551	CG8735	chr2R	-	4484246	4487436	4485191	4487342	6	4484246,4485617,4486076,4486775,4486976,4487315,	4485352,4485794,4486512,4486908,4487206,4487436,
NM_001103888	CG34194	chr2R	+	13431937	13432561	13431992	13432508	2	13431937,13432326,	13432125,13432561,
NM_001103890	CG34195	chr2R	+	13620759	13621995	13620973	13621887	2	13620759,13621038,	13620976,13621995,
NM_001103909	CG34198	chr2R	-	15569950	15570478	15570224	15570404	1	15569950,	15570478,
NM_144349	c11.1	chrX	-	9169343	9177150	9170157	9176982	9	9169343,9170361,9170526,9171481,9171747,9172284,9172988,9175483,9176825,	9170300,9170464,9171417,9171685,9172222,9172930,9175420,9175661,9177150,
NM_206151	EDTP	chr2R	-	13319682	13332443	13320077	13331957	6	13319682,13320278,13320695,13320924,13321629,13331840,	13320213,13320635,13320839,13321563,13322477,13332443,
NM_135635	dUTPase	chr2L	+	11011313	11012222	11011440	11012007	1	11011313,	11012222,
NM_137882	CG13531	chr2R	-	18735354	18741220	18735441	18741220	6	18735354,18735719,18735950,18737066,18738591,18740158,	18735661,18735881,18737008,18738539,18740064,18741220,
NM_142809	CG6937	chr3R	+	18410494	18411872	18410584	18411785	3	18410494,18410747,18411155,	18410680,18411092,18411872,
NM_164408	CG31922	chr2L	+	1170180	1170798	1170233	1170765	3	1170180,1170418,1170610,	1170363,1170553,1170798,
NM_169772	CG31251	chr3R	-	13509473	13510637	13509530	13510567	3	13509473,13509876,13510466,	13509817,13510409,13510637,
NM_057508	Cys	chr3R	-	10394866	10395366	10394891	10395330	2	10394866,10395145,	10395087,10395366,
NM_140029	CG4942	chr3L	+	9066204	9067567	9066306	9067419	2	9066204,9066828,	9066771,9067567,
NM_144467	CG3267	chr2R	+	2633885	2636617	2633989	2636159	4	2633885,2634174,2634747,2635683,	2634115,2634428,2635628,2636617,
NM_132960	CG4949	chrX	+	16972868	16973785	16972966	16973619	2	16972868,16973100,	16973041,16973785,
NM_170374	Hrb98DE	chr3R	+	24426128	24431499	24426239	24429403	6	24426128,24426439,24428493,24428733,24429329,24431183,	24426290,24426917,24428669,24429040,24429420,24431499,
NM_057551	robo	chr2R	-	18580028	18588467	18582057	18587457	18	18580028,18582892,18583281,18583576,18583923,18584256,18584519,18584670,18584906,18585049,18585276,18585416,18585956,18586470,18586700,18587117,18587306,18588382,	18582817,18583224,18583514,18583868,18584198,18584455,18584612,18584841,18584988,18585210,18585359,18585896,18586410,18586589,18586881,18587239,18587539,18588467,
NM_079047	robl	chr2R	+	13343978	13344634	13344075	13344500	3	13343978,13344141,13344288,	13344078,13344220,13344634,
NM_001042800	CG32699	chrX	-	9465569	9474008	9467040	9473715	8	9465569,9467217,9467436,9467611,9468164,9468379,9468933,9473514,	9467150,9467359,9467538,9467888,9468302,9468865,9469079,9474008,
NM_135648	Csl4	chr2L	-	11122447	11123792	11122801	11123470	3	11122447,11123311,11123705,	11123257,11123645,11123792,
NM_139480	Aats-pro	chr3L	-	2650160	2651850	2650190	2651748	4	2650160,2651018,2651341,2651655,	2650960,2651280,2651593,2651850,
NM_080361	betaggt-I	chr2L	+	4945578	4948324	4945903	4947833	4	4945578,4945901,4946070,4946906,	4945681,4946013,4946221,4948324,
NM_139505	Sk2	chr3L	+	3047086	3049995	3047189	3049654	2	3047086,3048645,	3048166,3049995,
NM_141958	CG18616	chr3R	+	8456363	8458838	8456436	8458697	6	8456363,8456599,8457415,8457839,8457956,8458372,	8456525,8457355,8457743,8457898,8458307,8458838,
NM_141877	CG18347	chr3R	+	7793429	7797209	7794939	7796897	6	7793429,7794938,7795816,7796009,7796555,7796752,	7793609,7794998,7795951,7796495,7796696,7797209,
NM_135519	CG18619	chr2L	+	10264124	10265413	10264207	10265039	4	10264124,10264548,10264763,10264946,	10264264,10264633,10264885,10265413,
NM_001169238	CG12065	chrX	+	8468336	8482555	8477699	8482200	8	8468336,8469380,8477573,8478488,8479842,8480018,8481290,8481620,	8468440,8469523,8478288,8478608,8479951,8480278,8481558,8482555,
NM_170234	jigr1	chr3R	+	21465514	21475966	21474620	21475769	6	21465514,21472403,21473058,21474607,21474906,21475285,	21465675,21472465,21473375,21474834,21475219,21475966,
NM_136582	CG8235	chr2R	-	4814518	4815610	4814576	4815604	2	4814518,4815445,	4815389,4815610,
NM_165965	CG3884	chr2R	-	8835848	8839798	8836158	8839681	2	8835848,8839677,	8837591,8839798,
NM_169441	Hsp70Aa	chr3R	-	7779884	7782266	7780082	7782011	1	7779884,	7782266,
NM_164780	Cka	chr2L	+	8031009	8038429	8032257	8038201	5	8031009,8032059,8035820,8036357,8037089,	8031575,8032641,8036298,8036576,8038429,
NM_136055	CG10376	chr2L	-	18700605	18703118	18701626	18702913	1	18700605,	18703118,
NM_001170233	CG10375	chr3R	+	19593433	19594704	19593943	19594553	3	19593433,19593800,19594178,	19593592,19594051,19594704,
NM_206523	att-ORFB	chr3R	-	16378356	16380131	16379305	16380012	5	16378356,16378848,16379291,16379617,16379974,	16378778,16379035,16379557,16379921,16380131,
NM_206522	att-ORFA	chr3R	-	16378115	16383389	16378630	16380620	6	16378115,16378848,16379291,16379617,16380427,16383128,	16378778,16379035,16379557,16379921,16380641,16383389,
NM_130667	CG2685	chrX	-	2605637	2607990	2605862	2607774	5	2605637,2606125,2607366,2607528,2607710,	2606055,2607303,2607464,2607654,2607990,
NM_134603	Pros45	chrX	+	21187086	21188695	21187204	21188630	3	21187086,21187285,21187575,	21187222,21187430,21188695,
NM_079648	Rbf2	chr3R	+	11791172	11793872	11791327	11793679	1	11791172,	11793872,
NM_143636	CG2135	chr3R	-	27595012	27597575	27595194	27597480	5	27595012,27595429,27595622,27595939,27596313,	27595370,27595568,27595884,27596256,27597575,
NM_166465	PTP-ER	chr2R	-	17506825	17511947	17507551	17511742	2	17506825,17508835,	17508778,17511947,
NM_057842	vkg	chr2L	-	5012089	5027445	5012510	5027129	9	5012089,5013211,5013496,5013674,5015690,5018467,5018574,5027036,5027351,	5013144,5013435,5013611,5015592,5018301,5018512,5018757,5027221,5027445,
NM_135093	CG14015	chr2L	-	5536849	5539196	5537459	5539110	4	5536849,5537800,5538087,5538756,	5537732,5538029,5538683,5539196,
