Database of representative transcript models for protein-coding genes in mouse liver cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for mouse had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from mouse liver; only genes detected by 3P-Seq are included in the table.
Coordinates of mouse genes are based on the mm9 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_030250	Nus1	chr10	+	52137352	52159006	52137547	52156473	5	52137352,52148998,52149872,52153150,52156382,	52137974,52149124,52150022,52153250,52159006,
NM_197992	Pcgf1	chr6	+	83028383	83030847	83028415	83030751	9	83028383,83028888,83029109,83029427,83029633,83029915,83030047,83030543,83030703,	83028472,83028994,83029262,83029499,83029739,83029949,83030134,83030624,83030847,
NM_172716	Pcgf3	chr5	+	108890350	108933366	108902816	108929423	11	108890350,108901090,108901395,108902807,108904128,108907321,108915158,108916854,108924852,108928645,108929375,	108890470,108901130,108901536,108902925,108904225,108907377,108915266,108916943,108924990,108928726,108933366,
NM_212457	Bex4	chrX	+	132673583	132676909	132674398	132674755	3	132673583,132674061,132674393,	132673705,132674138,132676909,
NM_029508	Pcgf5	chr19	+	36453556	36533043	36486614	36530158	9	36453556,36486445,36509059,36511644,36511792,36514488,36517333,36519477,36530110,	36453649,36486726,36509156,36511700,36511852,36514637,36517432,36519567,36533043,
NM_011175	Lgmn	chr12	-	103632291	103677907	103632779	103661938	14	103632291,103633051,103633853,103636392,103638114,103638347,103640094,103640879,103641636,103642469,103644005,103651674,103661794,103677840,	103632822,103633119,103634024,103636593,103638204,103638466,103640161,103640942,103641712,103642555,103644087,103651772,103661965,103677907,
NM_027654	Pcgf6	chr19	-	47108104	47125335	47109118	47125309	10	47108104,47111727,47114533,47117255,47120299,47122436,47122597,47123289,47123479,47124940,	47109175,47111814,47114632,47117283,47120408,47122496,47122653,47123386,47123579,47125335,
NM_033573	Prcc	chr3	-	87662822	87689484	87663181	87689264	7	87662822,87664067,87666052,87671236,87673504,87676131,87688796,	87663268,87664133,87666196,87671332,87674071,87676179,87689484,
NM_027733	Spata24	chr18	-	35819687	35821840	35819763	35821782	4	35819687,35820097,35820445,35821665,	35820007,35820228,35820511,35821840,
NM_019650	Gosr2	chr11	-	103538163	103559024	103540549	103558972	6	103538163,103545105,103547895,103548838,103550568,103558943,	103540711,103545246,103548028,103548947,103550633,103559024,
NM_026086	Nanp	chr2	-	150852997	150865115	150855995	150865062	2	150852997,150864972,	150856652,150865115,
NM_053179	Nans	chr4	+	46502200	46516490	46502230	46515516	6	46502200,46505577,46511914,46512937,46513584,46515306,	46502362,46505793,46512014,46513092,46513851,46516490,
NM_028243	Prcp	chr7	+	100023762	100084394	100023848	100081689	9	100023762,100049668,100053620,100058644,100066178,100067511,100076189,100077114,100081481,	100024010,100049809,100053722,100058826,100066336,100067681,100076354,100077302,100084394,
NM_178663	Bend7	chr2	+	4638876	4723185	4639277	4721061	9	4638876,4641526,4665264,4670581,4673765,4684123,4709501,4717575,4720999,	4639338,4641610,4665567,4670704,4674037,4684349,4709621,4717629,4723185,
NM_016810	Gosr1	chr11	-	76540100	76577057	76543610	76577052	9	76540100,76548070,76550883,76562009,76564312,76567870,76568214,76574736,76577021,	76543735,76548153,76550913,76562084,76564404,76567978,76568302,76574857,76577057,
NM_199028	Bend3	chr10	+	43198945	43235221	43213458	43231896	4	43198945,43213447,43213951,43229652,	43199178,43213495,43214148,43235221,
NM_001033299	Zfp217	chr2	-	169934145	169956720	169938004	169945905	6	169934145,169937979,169939560,169941641,169944518,169956547,	169936155,169938114,169941072,169941758,169946253,169956720,
NM_001033872	Smagp	chr15	-	100451790	100467371	100452278	100466651	4	100451790,100453059,100466617,100467179,	100452457,100453140,100466686,100467371,
NM_172644	Dars2	chr1	-	162971533	163000763	162971846	163000247	17	162971533,162973743,162975089,162975388,162976907,162980068,162981461,162984071,162986591,162987577,162990175,162990866,162992912,162993377,162995355,162999210,163000123,	162972061,162973819,162975200,162975607,162977060,162980131,162981569,162984251,162986661,162987684,162990222,162990990,162993008,162993479,162995422,162999310,163000763,
NM_153777	Lrrc56	chr7	+	148381041	148395953	148382891	148395629	13	148381041,148381806,148382880,148384172,148385677,148391361,148391534,148392233,148392846,148393084,148393385,148393729,148395282,	148381115,148381877,148383068,148384260,148385738,148391458,148391735,148392417,148393008,148393149,148393522,148393869,148395953,
NM_025657	Lrrc57	chr2	-	120429928	120435051	120430952	120434737	6	120429928,120431683,120433534,120434408,120434653,120434924,	120430994,120431869,120433803,120434547,120434759,120435051,
NM_177093	Lrrc58	chr16	+	37868485	37888898	37868581	37881548	4	37868485,37877134,37878372,37881339,	37869066,37877263,37878650,37888898,
NM_133807	Lrrc59	chr11	+	94491137	94506529	94491318	94504855	7	94491137,94493394,94495858,94496225,94499844,94502533,94504607,	94491423,94493454,94496017,94496330,94499917,94502707,94506529,
NM_030179	Clip4	chr17	+	72131286	72207689	72139222	72205889	16	72131286,72139207,72148296,72150138,72151114,72152895,72155844,72160186,72174029,72177031,72177846,72180544,72183523,72187033,72199231,72205567,	72131409,72139355,72148436,72150232,72151276,72153014,72156081,72160322,72174170,72177121,72177990,72180679,72183647,72187098,72199304,72207689,
NM_008222	Hccs	chrX	-	165749404	165758275	165750755	165757481	7	165749404,165751519,165753533,165754477,165754927,165757369,165758046,	165750954,165751606,165753653,165754626,165755079,165757522,165758275,
NM_008732	Slc11a2	chr15	-	100218333	100253486	100219514	100242655	17	100218333,100225700,100228094,100229844,100231698,100231982,100232728,100233611,100234238,100236006,100236174,100236710,100238531,100239630,100240513,100242621,100253392,	100219592,100225754,100228248,100229918,100231848,100232102,100232815,100233770,100234394,100236074,100236245,100236817,100238651,100239756,100240662,100242693,100253486,
NM_011664	Ubb	chr11	+	62365005	62366707	62365647	62366565	2	62365005,62365641,	62365097,62366707,
NM_178374	Snupn	chr9	+	56798730	56834024	56804825	56830780	9	56798730,56804820,56810802,56818060,56818396,56823019,56825825,56828651,56830468,	56798760,56804983,56810950,56818165,56818493,56823117,56825903,56828732,56834024,
NM_030176	Spata2l	chr8	-	125756153	125760109	125757167	125759720	3	125756153,125759417,125760049,	125758145,125759749,125760109,
NM_001033422	Thoc2	chrX	-	39148178	39265078	39156141	39265048	39	39148178,39156123,39156632,39159578,39159821,39160210,39165635,39167126,39167374,39175544,39175869,39176538,39176810,39177266,39178612,39179196,39180359,39183869,39186485,39188274,39189677,39191291,39191760,39192726,39197203,39197401,39197940,39209910,39211240,39211975,39213301,39217205,39225466,39225741,39227058,39233062,39235085,39250968,39264977,	39150956,39156169,39156709,39159739,39159891,39160348,39165671,39167185,39167805,39175647,39176048,39176723,39176942,39177395,39178770,39179338,39180635,39184034,39186665,39188392,39189774,39191372,39191854,39192811,39197305,39197532,39197982,39210106,39211413,39212131,39213394,39217372,39225600,39225863,39227129,39233114,39235177,39251027,39265078,
NM_008112	Gdi2	chr13	+	3537320	3567116	3537544	3564388	11	3537320,3548108,3550234,3553657,3555559,3556171,3559237,3561111,3563785,3564104,3564241,	3537589,3548216,3550334,3553792,3555758,3556303,3559337,3561283,3563930,3564159,3567116,
NM_010475	Hsd17b1	chr11	+	100939724	100942496	100939755	100941568	6	100939724,100939939,100940242,100940502,100940973,100941247,	100939852,100940107,100940422,100940596,100941148,100942496,
NM_145150	Prc1	chr7	+	87439336	87461143	87439466	87460071	14	87439336,87445186,87445922,87449246,87449566,87450803,87451260,87452444,87454278,87455626,87455955,87457102,87457917,87459999,	87439477,87445319,87446045,87449480,87449737,87450953,87451408,87452581,87454374,87455773,87456066,87457213,87458094,87461143,
NM_023536	Mrto4	chr4	-	138903356	138908213	138903570	138908211	8	138903356,138903835,138904235,138904596,138904920,138905528,138906350,138908183,	138903717,138903912,138904387,138904664,138905002,138905632,138906409,138908213,
NM_027103	1700030J22Rik	chr8	-	119490611	119502843	119495036	119497561	3	119490611,119497351,119502678,	119496056,119497599,119502843,
NM_028634	Cby1	chr15	+	79489656	79498087	79491876	79497498	5	79489656,79491800,79496075,79496260,79497417,	79489723,79491954,79496181,79496379,79498087,
NM_013786	Hsd17b6	chr10	-	127427963	127444564	127428303	127435066	6	127427963,127430651,127431384,127434753,127437617,127444500,	127428521,127430815,127431643,127435080,127437732,127444564,
NM_010476	Hsd17b7	chr1	-	171879670	171899336	171883163	171899263	9	171879670,171886065,171889553,171889817,171891135,171894521,171895817,171897360,171899228,	171883265,171886164,171889610,171889922,171891330,171894636,171895910,171897564,171899336,
NM_199473	Col8a2	chr4	+	125964037	125991572	125986859	125989542	4	125964037,125973852,125986843,125987623,	125964174,125973898,125987040,125991572,
NM_007739	Col8a1	chr16	-	57624377	57754850	57627023	57632751	4	57624377,57632423,57678449,57754752,	57628930,57632754,57678568,57754850,
NM_029977	Polq	chr16	+	37011871	37095503	37011985	37094700	30	37011871,37013192,37015164,37017284,37022819,37027855,37029428,37033477,37034882,37040568,37041807,37042199,37044823,37045835,37048624,37060074,37065342,37066850,37071658,37073992,37077103,37078373,37082113,37082801,37086593,37089355,37091116,37092907,37094099,37094586,	37012145,37013372,37015295,37017441,37022928,37028075,37029576,37033624,37035095,37040705,37042012,37042342,37045017,37045960,37048868,37063055,37065486,37067047,37071899,37074186,37077241,37078548,37082237,37082923,37086778,37089467,37091241,37093061,37094215,37095503,
NM_007781	Csf2rb2	chr15	-	78112945	78136033	78114746	78128659	14	78112945,78116409,78117141,78117402,78118317,78119254,78121985,78122265,78122890,78123137,78124771,78127405,78128571,78136007,	78115809,78116513,78117199,78117493,78118477,78119391,78122143,78122401,78123059,78123295,78124959,78127532,78128808,78136033,
NM_025435	Thoc7	chr14	-	14781534	14793827	14781773	14793717	8	14781534,14782645,14782812,14783719,14785589,14785924,14787052,14793698,	14781841,14782715,14782879,14783777,14785676,14786052,14787170,14793827,
NM_053110	Gpnmb	chr6	+	48986516	49006797	48986721	49006313	11	48986516,48992765,48993995,48995303,48997292,48997734,49000408,49001022,49001816,49005619,49006159,	48986791,48992918,48994139,48995477,48997451,48998100,49000507,49001125,49002025,49005713,49006797,
NM_017462	Polg	chr7	-	86593795	86611159	86594846	86610097	23	86593795,86595370,86596427,86596745,86596992,86598590,86598924,86599479,86599696,86600320,86600926,86601320,86601593,86603059,86604059,86604322,86604574,86604943,86605148,86605401,86606583,86609489,86610955,	86594923,86595531,86596636,86596914,86597115,86598837,86599060,86599597,86599750,86600481,86601034,86601398,86601714,86603296,86604186,86604471,86604757,86605023,86605295,86605566,86606779,86610257,86611159,
NM_011132	Pole	chr5	+	110715337	110766489	110715406	110766264	49	110715337,110718251,110718800,110719244,110719423,110719977,110722278,110722733,110723527,110723910,110724246,110724536,110726024,110726366,110726751,110727259,110727910,110728118,110728307,110728791,110731026,110732593,110732873,110735345,110735785,110737954,110741025,110741752,110741924,110746808,110747244,110747634,110752556,110752948,110753178,110753439,110753698,110754102,110754530,110756720,110758564,110759947,110761400,110763179,110763441,110764858,110765392,110765976,110766150,	110715468,110718393,110718881,110719289,110719516,110720132,110722420,110722814,110723635,110724021,110724332,110724656,110726157,110726480,110726964,110727367,110728039,110728221,110728454,110728937,110731175,110732686,110733018,110735503,110735981,110738169,110741128,110741833,110742047,110747018,110747454,110747778,110752697,110753102,110753285,110753616,110753922,110754323,110754735,110756894,110758690,110760089,110761578,110763311,110763635,110765059,110765518,110766066,110766489,
NM_011130	Polb	chr8	-	23738600	23763909	23738746	23763846	14	23738600,23740814,23741926,23747539,23750405,23750830,23750984,23752776,23755516,23757884,23758653,23760960,23763531,23763785,	23738841,23740954,23741991,23747626,23750476,23750903,23751039,23752828,23755566,23757943,23758728,23761027,23763589,23763909,
NM_007482	Arg1	chr10	-	24635029	24647276	24635415	24647174	8	24635029,24635833,24636160,24636580,24637718,24640428,24642426,24647117,	24635585,24635970,24636265,24636675,24637878,24640603,24642499,24647276,
NM_153119	Plekho2	chr9	-	65400724	65427894	65403884	65427756	6	65400724,65406425,65407226,65411690,65420786,65427744,	65404886,65406524,65407331,65411810,65420936,65427894,
NM_017401	Polm	chr11	-	5727859	5738019	5729031	5737754	11	5727859,5729313,5729479,5729828,5730070,5731662,5734744,5735418,5735703,5736196,5737563,	5729118,5729397,5729728,5729931,5730203,5731783,5734816,5735589,5735802,5736377,5738019,
NM_023320	Plekho1	chr3	-	95792721	95799762	95792851	95799720	6	95792721,95794723,95795366,95796060,95799444,95799693,	95793556,95794825,95795471,95796201,95799591,95799762,
NM_012048	Polk	chr13	-	97250650	97312440	97252124	97289115	15	97250650,97252412,97253445,97256762,97259136,97260891,97263783,97265362,97266557,97271473,97274465,97278166,97286593,97288983,97312281,	97252209,97252446,97254360,97256934,97259233,97260924,97263950,97265487,97266797,97271627,97274597,97278319,97286713,97289142,97312440,
NM_025944	Tmem246	chr4	-	49598105	49610742	49598826	49600038	2	49598105,49610495,	49600113,49610742,
NM_011972	Poli	chr18	-	70668339	70689975	70668567	70689941	10	70668339,70676447,70677030,70681503,70682355,70682816,70685029,70686210,70688355,70689841,	70669398,70676650,70677158,70681595,70682534,70683053,70685182,70686375,70688481,70689975,
NM_030715	Polh	chr17	-	46308303	46339574	46309201	46336477	11	46308303,46312099,46318414,46319633,46321638,46324975,46327555,46331150,46335582,46336340,46339345,	46310045,46312269,46318480,46319757,46321758,46325079,46327725,46331365,46335717,46336483,46339574,
NM_026412	Knstrn	chr2	+	118639738	118662942	118639836	118659867	9	118639738,118640136,118643599,118644570,118649155,118649428,118654694,118657288,118659735,	118640045,118640228,118643726,118644618,118649261,118649522,118654750,118657363,118662942,
NM_030705	Mesdc1	chr7	-	91030027	91032851	91030642	91031731	1	91030027,	91032851,
NM_023403	Mesdc2	chr7	+	91040509	91047689	91040799	91046515	3	91040509,91044039,91046259,	91040985,91044272,91047689,
NM_026013	Dram2	chr3	+	106350744	106377762	106358095	106376603	9	106350744,106355073,106358081,106364666,106368962,106373610,106374528,106375890,106376492,	106350838,106355198,106358226,106364734,106369102,106373788,106374611,106375983,106377762,
NM_145405	Ubl4	chrX	-	71611056	71613887	71612814	71613802	4	71611056,71613039,71613491,71613754,	71612925,71613248,71613597,71613887,
NM_194054	Rtn4	chr11	+	29592897	29642914	29593188	29642029	9	29592897,29605534,29606409,29633632,29636359,29640980,29641499,29641694,29641986,	29593693,29605591,29608770,29633840,29636498,29641050,29641546,29641753,29642914,
NM_009018	Raet1c	chr10	+	21893707	22093805	21894125	21901897	6	21893707,21894098,21900423,21900930,21901751,22093582,	21893772,21894216,21900678,21901194,21901921,22093805,
NM_013648	Rtn2	chr7	+	19867972	19881507	19868180	19881143	10	19867972,19871883,19872031,19872595,19878424,19878951,19879196,19879767,19880799,19881064,	19868214,19871928,19872502,19872859,19878632,19879090,19879266,19879814,19880858,19881507,
NM_172591	Fcho2	chr13	-	99493365	99585404	99495708	99585063	26	99493365,99496015,99500143,99500731,99502031,99502472,99504973,99513365,99515755,99518170,99519806,99521861,99522288,99525034,99525520,99532786,99533644,99534459,99545775,99547343,99554730,99559317,99559686,99566247,99576260,99585030,	99495731,99496180,99500208,99500931,99502164,99502628,99505085,99513495,99515859,99518259,99519849,99521886,99522300,99525208,99525580,99532811,99533717,99534504,99545872,99547442,99554835,99559470,99559828,99566322,99576352,99585404,
NM_016924	Rwdd2b	chr16	-	87433652	87440837	87434636	87437745	5	87433652,87436817,87437308,87437538,87440681,	87434871,87437180,87437376,87437759,87440837,
NM_013895	Timm13	chr10	-	80362410	80363714	80362905	80363488	3	80362410,80363226,80363368,	80363004,80363295,80363714,
NM_013899	Timm10	chr2	+	84667177	84670367	84667799	84670148	3	84667177,84667755,84669946,	84667304,84667870,84670367,
NM_011705	Vrk1	chr12	+	107248472	107316542	107274754	107313248	15	107248472,107274749,107281046,107289144,107289969,107294011,107294230,107296052,107296785,107297827,107300839,107308734,107309779,107311828,107313216,	107248568,107274914,107281102,107289214,107290057,107294120,107294323,107296185,107296906,107297886,107301018,107308825,107309851,107311888,107316542,
NM_011884	Rngtt	chr4	+	33397285	33589992	33397435	33587376	16	33397285,33407493,33411848,33412033,33416494,33417816,33424837,33425965,33443035,33449854,33455547,33466343,33491127,33530575,33585925,33587212,	33397499,33407603,33411952,33412122,33416570,33418057,33424947,33426067,33443171,33449926,33455712,33466412,33491228,33530642,33586049,33589992,
NM_001081029	Tmem243	chr5	+	9100736	9119039	9101317	9118576	5	9100736,9101216,9116479,9117458,9118453,	9100859,9101395,9116530,9117563,9119039,
NM_011119	Pa2g4	chr10	-	127994818	128002990	127995961	128002883	12	127994818,127996117,127996285,127996493,127997137,127997714,127997974,127999882,128000121,128000279,128000632,128002795,	127996027,127996171,127996413,127996588,127997350,127997793,127998038,127999975,128000191,128000385,128000761,128002990,
NM_009863	Cdc7	chr5	+	107393340	107413449	107394036	107412374	12	107393340,107393951,107397876,107398177,107401765,107401943,107402795,107403619,107404503,107405648,107408313,107411982,	107393444,107394133,107397960,107398313,107401859,107402086,107403039,107403715,107404679,107405731,107408463,107413449,
NM_027260	Vrk2	chr11	-	26369156	26493920	26371444	26491722	13	26369156,26376553,26383157,26386959,26389772,26398916,26434210,26435536,26447838,26449294,26450025,26491586,26493589,	26371786,26376700,26383324,26387018,26389893,26399049,26434303,26435642,26447926,26449364,26450075,26491727,26493920,
NM_173743	Apol9b	chr15	+	77559501	77566810	77564937	77566368	3	77559501,77564894,77565518,	77559578,77565020,77566810,
NM_175022	Prr12	chr7	-	52282422	52308251	52283847	52308251	14	52282422,52284128,52284307,52285980,52286370,52289114,52289978,52290248,52298721,52301092,52302208,52305574,52306587,52308165,	52283994,52284224,52284454,52286078,52286496,52289602,52290112,52290365,52299158,52301759,52305498,52305736,52306700,52308251,
NM_181048	A130010J15Rik	chr1	+	194999770	195004024	195000535	195001327	2	194999770,195000438,	194999974,195004024,
NM_175563	Prr11	chr11	-	86902654	86922216	86905298	86919638	10	86902654,86910464,86910636,86912164,86912876,86914883,86916688,86917041,86919510,86922142,	86905367,86910561,86910696,86912280,86912975,86915147,86916811,86917192,86919643,86922216,
NM_009636	Aebp1	chr11	+	5761868	5772089	5762154	5771852	21	5761868,5763941,5764826,5765019,5765202,5765387,5766435,5766922,5767100,5767642,5767822,5768299,5768477,5768733,5769067,5769416,5769709,5770078,5770516,5770755,5771247,	5762401,5764280,5764898,5765091,5765313,5765456,5766513,5767003,5767154,5767752,5767962,5768384,5768622,5768819,5769191,5769613,5769889,5770430,5770656,5770855,5772089,
NM_011497	Aurka	chr2	-	172181689	172196006	172182295	172195955	9	172181689,172182580,172185254,172188274,172189097,172189941,172192421,172194485,172195894,	172182481,172182755,172185403,172188413,172189289,172189996,172192671,172194532,172196006,
NM_145589	Prr14	chr7	+	134615127	134620295	134615468	134620174	11	134615127,134615611,134617108,134617310,134617892,134618027,134618565,134619270,134619420,134619735,134619897,	134615491,134615780,134617230,134617500,134617936,134618233,134619139,134619340,134619512,134619807,134620295,
NM_001005605	Aebp2	chr6	+	140572209	140604000	140572215	140599307	8	140572209,140582209,140586180,140590692,140592468,140595330,140596492,140599276,	140572865,140582417,140586288,140590879,140592593,140595398,140596606,140604000,
NM_027541	Prpf3	chr3	-	95634538	95659676	95634741	95657511	16	95634538,95636483,95637675,95638006,95639276,95639566,95640336,95644592,95648108,95648847,95651297,95651687,95652837,95655485,95657366,95659242,	95634888,95636545,95637759,95638125,95639390,95639666,95640480,95644672,95648275,95649154,95651518,95651771,95652984,95655616,95657560,95659676,
NM_027297	Prpf4	chr4	+	62069816	62088029	62069908	62084445	14	62069816,62070608,62072729,62075576,62076208,62076435,62076997,62077685,62078879,62080309,62083211,62083448,62083636,62084251,	62069935,62070786,62072916,62075664,62076288,62076529,62077092,62077744,62079003,62080399,62083334,62083556,62083755,62088029,
NM_133701	Prpf6	chr2	+	181336023	181390364	181336165	181390279	21	181336023,181342824,181350681,181355273,181356491,181356866,181366139,181366635,181367459,181370737,181371597,181375296,181380175,181381993,181383730,181384126,181384801,181385790,181387138,181389540,181390126,	181336236,181342993,181350800,181355352,181356668,181357022,181366234,181366792,181367622,181370856,181371816,181375419,181380297,181382132,181383850,181384303,181384935,181385882,181387253,181389667,181390364,
NM_199022	Shc4	chr2	-	125453177	125549884	125455350	125549113	12	125453177,125464999,125474881,125478210,125481287,125483224,125492008,125496002,125504423,125505822,125520561,125548528,	125455506,125465253,125475055,125478271,125481456,125483345,125492060,125496056,125504543,125505886,125520632,125549884,
NM_001113331	Shc1	chr3	+	89225542	89233601	89225772	89232367	12	89225542,89226847,89227429,89227618,89228111,89228476,89228687,89230436,89230709,89230860,89231129,89232238,	89226267,89226918,89227493,89227738,89228165,89228528,89228814,89230623,89230779,89230992,89231368,89233601,
NM_011528	Taldo1	chr7	+	148578058	148588865	148578120	148588675	8	148578058,148581947,148584393,148586186,148587479,148587770,148588082,148588642,	148578217,148582071,148584501,148586318,148587655,148587968,148588228,148588865,
NM_026790	Ifi27	chr12	+	104672398	104678448	104673665	104678381	7	104672398,104673631,104674772,104675599,104675885,104677610,104678163,	104672560,104673783,104674892,104675734,104675915,104677772,104678448,
NM_010411	Hdac3	chr18	-	38096631	38114642	38097267	38114567	15	38096631,38100606,38101032,38101361,38101531,38103109,38103331,38103782,38104545,38104993,38105164,38105347,38112124,38114335,38114512,	38097337,38100764,38101112,38101420,38101621,38103174,38103405,38103863,38104679,38105049,38105221,38105429,38112267,38114418,38114642,
NM_201642	Ugt1a7c	chr1	+	89991575	90115571	89991695	90114999	5	89991575,90111618,90112369,90112712,90114701,	89992553,90111750,90112457,90112932,90115571,
NM_019762	Pkp3	chr7	+	148265667	148276412	148265768	148276065	13	148265667,148268240,148268453,148269161,148269953,148273534,148274182,148274379,148274637,148275143,148275467,148275754,148276029,	148266000,148268320,148269085,148269285,148270158,148273709,148274300,148274550,148274823,148275297,148275660,148275842,148276412,
NM_026163	Pkp2	chr16	+	16213437	16272797	16213465	16272330	13	16213437,16225393,16225812,16230733,16240592,16246958,16260418,16261696,16262657,16267269,16268610,16269777,16272261,	16213688,16225506,16226384,16230869,16240800,16247136,16260536,16261861,16262831,16267423,16268800,16269865,16272797,
NM_207204	Ninl	chr2	-	150760257	150835134	150760983	150805916	24	150760257,150762682,150763289,150765588,150766407,150770316,150770819,150775074,150778220,150779041,150781307,150784291,150784486,150785503,150789090,150789869,150791813,150795715,150796759,150799839,150801525,150805168,150805733,150834966,	150761175,150762796,150763457,150765702,150766566,150770386,150770924,150776115,150778528,150779148,150781440,150784372,150784597,150785678,150789231,150790006,150791978,150795868,150796950,150799906,150801698,150805265,150805927,150835134,
NM_144783	Wt1	chr2	+	104966685	105013768	104966953	105012501	10	104966685,104973094,104973558,104983241,104984298,105003481,105006974,105009190,105010082,105012379,	104967599,104973217,104973661,104983319,104984349,105003578,105007125,105009280,105010175,105013768,
NM_019572	Hdac7	chr15	-	97623093	97662198	97624127	97661808	24	97623093,97624360,97626177,97626528,97627263,97628371,97628654,97629987,97630191,97631125,97632506,97632860,97633113,97636896,97638024,97638395,97638783,97639397,97639831,97640354,97641283,97641693,97641868,97661789,	97624173,97624496,97626262,97626662,97627382,97628469,97628774,97630075,97630247,97631233,97632556,97632981,97633247,97637098,97638219,97638592,97638964,97639489,97639957,97640470,97641395,97641784,97642059,97662198,
NM_138315	Mical1	chr10	+	41196119	41206833	41197862	41206694	24	41196119,41197815,41198233,41198768,41199200,41199424,41200090,41200939,41201395,41201706,41202013,41202409,41203246,41203522,41203970,41204181,41204538,41204790,41205200,41205571,41205833,41206177,41206399,41206563,	41196346,41198120,41198441,41198873,41199305,41199580,41200191,41201197,41201511,41201833,41202095,41202554,41203437,41203608,41204060,41204338,41204615,41205061,41205301,41205685,41205927,41206277,41206473,41206833,
NM_177282	Mical2	chr7	+	119369349	119498699	119414819	119495237	20	119369349,119378860,119414743,119447101,119450517,119452939,119454829,119458485,119461899,119463225,119464120,119464859,119466029,119466991,119467488,119472165,119475409,119490235,119492907,119494838,	119369535,119378933,119415083,119447309,119450634,119453041,119454985,119458586,119462157,119463341,119464247,119464950,119466177,119467191,119467595,119472234,119475553,119490422,119492996,119498699,
NM_011818	Gmcl1	chr6	-	86641769	86683372	86642916	86683158	14	86641769,86647442,86650505,86654492,86657396,86660508,86661582,86664168,86667379,86667985,86671334,86672562,86676066,86682904,	86643045,86647530,86650651,86654568,86657466,86660646,86661673,86664253,86667445,86668098,86671432,86672659,86676190,86683372,
NM_007860	Dio1	chr4	-	106964071	106979748	106964934	106979723	4	106964071,106966353,106970201,106979386,	106965027,106966553,106970345,106979748,
NM_021325	Cd200r1	chr16	+	44765848	44797493	44766121	44794453	7	44765848,44788858,44789659,44790085,44792839,44793462,44794312,	44766185,44788921,44789974,44790337,44792939,44793508,44797493,
NM_146039	Wdr60	chr12	-	117444734	117501498	117446087	117501338	22	117444734,117450197,117451846,117452154,117454953,117456576,117457089,117457253,117463359,117464437,117468053,117470161,117471067,117471789,117480151,117484477,117485172,117486467,117492877,117494303,117495893,117501323,	117446256,117450421,117451978,117452254,117455014,117456628,117457151,117457367,117463522,117464610,117468183,117470250,117471179,117471919,117480254,117484694,117485250,117486776,117492969,117494724,117495947,117501498,
NM_011273	Xpr1	chr1	-	157122789	157264574	157128139	157264364	15	157122789,157130342,157137324,157140238,157154751,157156080,157159888,157160300,157171443,157175728,157177467,157179292,157192682,157231740,157264295,	157128200,157130564,157137461,157140405,157154946,157156252,157160068,157160491,157171525,157175812,157177617,157179516,157192784,157231792,157264574,
NM_207244	Cd200r4	chr16	+	44820840	44839245	44821008	44838544	6	44820840,44832187,44832970,44833396,44838058,44838537,	44821072,44832250,44833285,44833645,44838173,44839245,
NM_175382	Fam72a	chr1	+	133424565	133435610	133425277	133435506	4	133424565,133427230,133430385,133435411,	133425429,133427308,133430510,133435610,
NM_009336	Vps72	chr3	+	94914963	94926854	94915019	94926700	6	94914963,94922146,94922570,94923052,94925183,94926300,	94915136,94922299,94922685,94923229,94925328,94926854,
NM_183181	Abhd16b	chr2	+	181227910	181230995	181228011	181229436	1	181227910,	181230995,
NM_001081341	Scaper	chr9	-	55398062	55785922	55398574	55767336	33	55398062,55401277,55403891,55428013,55434025,55450572,55457648,55503711,55533686,55591349,55605799,55610034,55654819,55655412,55656908,55663167,55664460,55685926,55705887,55706214,55706805,55707554,55712192,55722451,55731653,55739978,55743088,55759846,55762706,55763793,55767330,55769072,55785876,	55398678,55401329,55404083,55428163,55434260,55450728,55457881,55503835,55533802,55591476,55605865,55610171,55654927,55655565,55656990,55663310,55664616,55686067,55705999,55706332,55706881,55707725,55712411,55722711,55731811,55740095,55743189,55760041,55762777,55763911,55767394,55769145,55785922,
NM_028170	1700030K09Rik	chr8	+	74967778	74984900	74968649	74984050	8	74967778,74968648,74973348,74975257,74979012,74981871,74982501,74983927,	74967888,74969369,74973640,74975331,74979466,74981967,74982668,74984900,
NM_010237	Frk	chr10	+	34203205	34331338	34203810	34328377	9	34203205,34203550,34267098,34303703,34305971,34311617,34325500,34327611,34328165,	34203394,34204175,34267220,34303867,34306140,34311776,34325682,34327777,34331338,
NM_030721	Acox3	chr5	+	35925708	35956447	35930818	35954783	19	35925708,35926524,35930807,35931267,35931824,35932342,35934724,35936958,35940963,35942340,35944151,35945569,35947262,35947855,35949730,35950906,35951668,35952384,35954663,	35925783,35926624,35930962,35931501,35931899,35932432,35934868,35937047,35941060,35942523,35944274,35945690,35947385,35947969,35949846,35951081,35951736,35952471,35956447,
NM_015729	Acox1	chr11	-	116033198	116060359	116034861	116060018	14	116033198,116035606,116035944,116036301,116036518,116039433,116039995,116040921,116041604,116042256,116043226,116044777,116059535,116059909,	116034912,116035813,116036088,116036407,116036698,116039624,116040158,116041091,116041720,116042376,116043334,116044938,116059695,116060359,
