Database of representative transcript models for protein-coding genes in S. cerevisiae and for the poly(A)-tail length standards.
Transcript models are from the Saccharomyces Genome Database, with 3' ends reannotated by David Weinberg.
Coordinates of yeast genes are based on the sacCer3 genome assembly.
GeneID	GeneID	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
YDL048C	YDL048C	chrIV	-	366647	368262	366738	368211	1	366647,	368262,
YDL047W	YDL047W	chrIV	+	369564	371028	369770	370706	1	369564,	371028,
YDL046W	YDL046W	chrIV	+	371143	372031	371239	371761	1	371143,	372031,
YDL045W-A	YDL045W-A	chrIV	+	372202	372656	372247	372535	1	372202,	372656,
YDL045C	YDL045C	chrIV	-	372687	373608	372687	373608	1	372687,	373608,
YDL044C	YDL044C	chrIV	-	373890	375315	373966	375289	1	373890,	375315,
YDL043C	YDL043C	chrIV	-	375586	376528	375679	376480	1	375586,	376528,
YDL042C	YDL042C	chrIV	-	376656	378506	376756	378445	1	376656,	378506,
YDL040C	YDL040C	chrIV	-	378768	381466	378873	381438	1	378768,	381466,
YDL036C	YDL036C	chrIV	-	387322	388931	387512	388901	1	387322,	388931,
YDL035C	YDL035C	chrIV	-	389171	392057	389171	392057	1	389171,	392057,
YDL031W	YDL031W	chrIV	+	394216	397204	394216	397204	1	394216,	397204,
YDL030W	YDL030W	chrIV	+	397456	399195	397536	399129	1	397456,	399195,
YDL029W	YDL029W	chrIV	+	399318	400765	399339	400638	2	399318,399484,	399361,400765,
YDL028C	YDL028C	chrIV	-	400846	403441	400996	403291	1	400846,	403441,
YDL027C	YDL027C	chrIV	-	403556	404966	403694	404957	1	403556,	404966,
YDL025C	YDL025C	chrIV	-	405125	407417	405343	407206	1	405125,	407417,
YDL024C	YDL024C	chrIV	-	408450	409857	408450	409857	1	408450,	409857,
YDL022W	YDL022W	chrIV	+	411758	413156	411824	413000	1	411758,	413156,
YDL021W	YDL021W	chrIV	+	413916	414963	413952	414888	1	413916,	414963,
YDL020C	YDL020C	chrIV	-	414976	416940	415112	416708	1	414976,	416940,
YDL019C	YDL019C	chrIV	-	417662	421514	417662	421514	1	417662,	421514,
YDL018C	YDL018C	chrIV	-	422773	423584	422832	423510	1	422773,	423584,
YDL017W	YDL017W	chrIV	+	424184	425860	424208	425732	1	424184,	425860,
YDL015C	YDL015C	chrIV	-	425773	426988	426001	426934	1	425773,	426988,
YDL014W	YDL014W	chrIV	+	427363	428347	427363	428347	1	427363,	428347,
YDL013W	YDL013W	chrIV	+	428944	431040	429066	430926	1	428944,	431040,
YDL012C	YDL012C	chrIV	-	430943	431535	431107	431517	2	430943,431472,	431386,431535,
YDL010W	YDL010W	chrIV	+	432277	433304	432329	433025	1	432277,	433304,
YDL008W	YDL008W	chrIV	+	433495	434093	433496	433994	1	433495,	434093,
YDL007W	YDL007W	chrIV	+	438023	439439	438046	439360	1	438023,	439439,
YDL006W	YDL006W	chrIV	+	439908	440754	439908	440754	1	439908,	440754,
YDL005C	YDL005C	chrIV	-	440791	442325	441013	442309	1	440791,	442325,
YDL004W	YDL004W	chrIV	+	442984	443798	443028	443511	1	442984,	443798,
YDL003W	YDL003W	chrIV	+	444557	446495	444682	446383	1	444557,	446495,
YDL002C	YDL002C	chrIV	-	446687	447664	446966	447578	1	446687,	447664,
YDL001W	YDL001W	chrIV	+	447904	450261	447983	449276	1	447904,	450261,
YDR001C	YDR001C	chrIV	-	450108	452683	450219	452475	1	450108,	452683,
YDR002W	YDR002W	chrIV	+	453014	453830	453044	453650	1	453014,	453830,
YDR003W	YDR003W	chrIV	+	454121	454754	454121	454754	1	454121,	454754,
YDR003W-A	YDR003W-A	chrIV	+	454781	454904	454781	454904	1	454781,	454904,
YDR004W	YDR004W	chrIV	+	455200	456583	455200	456583	1	455200,	456583,
YDR005C	YDR005C	chrIV	-	456687	458212	456835	458103	2	456687,458097,	458017,458212,
YDR006C	YDR006C	chrIV	-	458454	461344	458541	461247	1	458454,	461344,
YDR007W	YDR007W	chrIV	+	461806	462656	461841	462516	1	461806,	462656,
YDR009W	YDR009W	chrIV	+	463433	464996	463433	464996	1	463433,	464996,
YDR011W	YDR011W	chrIV	+	465918	470424	465918	470424	1	465918,	470424,
YDR013W	YDR013W	chrIV	+	473139	473872	473156	473783	1	473139,	473872,
YDR014W	YDR014W	chrIV	+	474045	475989	474045	475989	1	474045,	475989,
YDR014W-A	YDR014W-A	chrIV	+	477796	478285	477796	478285	1	477796,	478285,
YDR016C	YDR016C	chrIV	-	478368	478792	478473	478758	1	478368,	478792,
YDR017C	YDR017C	chrIV	-	478941	482282	479114	482267	1	478941,	482282,
YDR018C	YDR018C	chrIV	-	482669	483860	482669	483860	1	482669,	483860,
YDR019C	YDR019C	chrIV	-	483985	485395	484162	485365	1	483985,	485395,
YDR020C	YDR020C	chrIV	-	485329	486574	485745	486444	1	485329,	486574,
YDR021W	YDR021W	chrIV	+	486803	488003	486803	488003	1	486803,	488003,
YDR022C	YDR022C	chrIV	-	488071	488662	488071	488662	1	488071,	488662,
YDR023W	YDR023W	chrIV	+	489484	491026	489507	490896	1	489484,	491026,
YDR026C	YDR026C	chrIV	-	492476	494419	492555	494268	1	492476,	494419,
YDR027C	YDR027C	chrIV	-	494566	497447	494648	497318	1	494566,	497447,
YDR028C	YDR028C	chrIV	-	497834	500879	497834	500879	1	497834,	500879,
YDR030C	YDR030C	chrIV	-	501752	503273	501752	503273	1	501752,	503273,
YDR031W	YDR031W	chrIV	+	503497	503863	503497	503863	1	503497,	503863,
YDR032C	YDR032C	chrIV	-	503945	504765	504098	504695	1	503945,	504765,
YDR033W	YDR033W	chrIV	+	507873	509545	508146	509109	1	507873,	509545,
YDR034C	YDR034C	chrIV	-	509736	512109	509736	512109	1	509736,	512109,
YDR034W-B	YDR034W-B	chrIV	+	521313	521469	521313	521469	1	521313,	521469,
YDR035W	YDR035W	chrIV	+	521793	523139	521815	522928	1	521793,	523139,
YDR037W	YDR037W	chrIV	+	525389	527281	525439	527215	1	525389,	527281,
YDR041W	YDR041W	chrIV	+	539796	540575	539802	540414	1	539796,	540575,
YDR042C	YDR042C	chrIV	-	540600	541203	540600	541203	1	540600,	541203,
YDR043C	YDR043C	chrIV	-	542673	543369	542673	543369	1	542673,	543369,
YDR044W	YDR044W	chrIV	+	546597	547777	546641	547628	1	546597,	547777,
YDR045C	YDR045C	chrIV	-	547757	548466	547977	548310	1	547757,	548466,
YDR046C	YDR046C	chrIV	-	548697	550667	548761	550576	1	548697,	550667,
YDR047W	YDR047W	chrIV	+	551508	553024	551859	552948	1	551508,	553024,
YDR049W	YDR049W	chrIV	+	553215	555254	553253	555152	1	553215,	555254,
YDR050C	YDR050C	chrIV	-	555637	556503	555725	556472	1	555637,	556503,
YDR051C	YDR051C	chrIV	-	556998	558107	557055	558060	1	556998,	558107,
YDR052C	YDR052C	chrIV	-	558269	560749	558510	560625	1	558269,	560749,
YDR054C	YDR054C	chrIV	-	560994	562517	561439	562327	1	560994,	562517,
YDR055W	YDR055W	chrIV	+	563464	564957	563526	564861	1	563464,	564957,
YDR056C	YDR056C	chrIV	-	564918	565699	565022	565640	1	564918,	565699,
YDR057W	YDR057W	chrIV	+	565877	567633	565926	567555	1	565877,	567633,
YDR058C	YDR058C	chrIV	-	567722	568703	567722	568703	1	567722,	568703,
YDR059C	YDR059C	chrIV	-	569123	569812	569233	569770	2	569123,569723,	569633,569812,
YDR060W	YDR060W	chrIV	+	570553	574126	570648	573726	1	570553,	574126,
YDR061W	YDR061W	chrIV	+	574163	575783	574163	575783	1	574163,	575783,
YDR062W	YDR062W	chrIV	+	576473	578159	576473	578159	1	576473,	578159,
YDR063W	YDR063W	chrIV	+	578533	579182	578662	579112	1	578533,	579182,
YDR064W	YDR064W	chrIV	+	579435	580528	579457	580452	2	579435,580017,	579478,580528,
YDR065W	YDR065W	chrIV	+	580686	581784	580686	581784	1	580686,	581784,
YDR066C	YDR066C	chrIV	-	581907	582498	581907	582498	1	581907,	582498,
YDR067C	YDR067C	chrIV	-	582759	583511	582790	583465	1	582759,	583511,
YDR068W	YDR068W	chrIV	+	583671	584737	583712	584645	1	583671,	584737,
YDR069C	YDR069C	chrIV	-	584630	587785	584938	587719	1	584630,	587785,
YDR070C	YDR070C	chrIV	-	588097	588379	588097	588379	1	588097,	588379,
YDR071C	YDR071C	chrIV	-	588745	589432	588826	589402	1	588745,	589432,
YDR072C	YDR072C	chrIV	-	589667	591471	589760	591344	1	589667,	591471,
YDR073W	YDR073W	chrIV	+	592361	593215	592438	592948	1	592361,	593215,
YDR074W	YDR074W	chrIV	+	593892	596583	593892	596583	1	593892,	596583,
YDR075W	YDR075W	chrIV	+	596966	598245	597155	598082	1	596966,	598245,
YDR076W	YDR076W	chrIV	+	598467	599688	598467	599688	1	598467,	599688,
YDR078C	YDR078C	chrIV	-	602098	602887	602197	602869	1	602098,	602887,
YDR079W	YDR079W	chrIV	+	603063	603399	603063	603399	1	603063,	603399,
YDR079C-A	YDR079C-A	chrIV	-	603380	603839	603592	603811	1	603380,	603839,
YDR080W	YDR080W	chrIV	+	603974	607180	604007	606986	1	603974,	607180,
YDR081C	YDR081C	chrIV	-	607268	610169	607303	610081	1	607268,	610169,
YDR082W	YDR082W	chrIV	+	610440	611925	610440	611925	1	610440,	611925,
YDR084C	YDR084C	chrIV	-	613237	614039	613404	614004	1	613237,	614039,
YDR085C	YDR085C	chrIV	-	614203	616265	614287	616150	1	614203,	616265,
YDR086C	YDR086C	chrIV	-	616737	617264	616927	617170	1	616737,	617264,
YDR087C	YDR087C	chrIV	-	617376	618336	617469	618306	1	617376,	618336,
YDR088C	YDR088C	chrIV	-	618496	619645	618496	619645	1	618496,	619645,
YDR089W	YDR089W	chrIV	+	622111	624721	622111	624721	1	622111,	624721,
YDR090C	YDR090C	chrIV	-	624728	626057	625065	625998	1	624728,	626057,
YDR091C	YDR091C	chrIV	-	626372	628607	626707	628534	1	626372,	628607,
YDR092W	YDR092W	chrIV	+	629840	630653	629875	630605	2	629840,630173,	629905,630653,
YDR093W	YDR093W	chrIV	+	631281	636120	631281	636120	1	631281,	636120,
YDR096W	YDR096W	chrIV	+	637129	640037	637138	639823	1	637129,	640037,
YDR097C	YDR097C	chrIV	-	640063	643876	640108	643837	1	640063,	643876,
YDR098C	YDR098C	chrIV	-	644177	645035	644177	645035	1	644177,	645035,
YDR101C	YDR101C	chrIV	-	655566	657495	655685	657467	1	655566,	657495,
YDR103W	YDR103W	chrIV	+	658305	661149	658349	661103	1	658305,	661149,
YDR104C	YDR104C	chrIV	-	661130	664960	661172	664910	1	661130,	664960,
YDR105C	YDR105C	chrIV	-	665262	666822	665348	666770	1	665262,	666822,
YDR106W	YDR106W	chrIV	+	666980	668811	667003	667858	1	666980,	668811,
YDR107C	YDR107C	chrIV	-	669008	671062	669015	671034	1	669008,	671062,
YDR108W	YDR108W	chrIV	+	671231	673454	671268	673365	1	671231,	673454,
YDR109C	YDR109C	chrIV	-	673519	675667	673519	675667	1	673519,	675667,
YDR110W	YDR110W	chrIV	+	676062	678007	676101	677802	1	676062,	678007,
YDR111C	YDR111C	chrIV	-	678240	679764	678240	679764	1	678240,	679764,
YDR113C	YDR113C	chrIV	-	680495	681617	680495	681617	1	680495,	681617,
YDR114C	YDR114C	chrIV	-	681923	682226	681923	682226	1	681923,	682226,
YDR115W	YDR115W	chrIV	+	682174	682492	682174	682492	1	682174,	682492,
YDR116C	YDR116C	chrIV	-	682584	683590	682723	683581	1	682584,	683590,
YDR117C	YDR117C	chrIV	-	683880	685666	683945	685643	1	683880,	685666,
YDR118W	YDR118W	chrIV	+	685881	687840	685881	687840	1	685881,	687840,
YDR119W	YDR119W	chrIV	+	688226	690533	688226	690533	1	688226,	690533,
YDR119W-A	YDR119W-A	chrIV	+	691013	691214	691013	691214	1	691013,	691214,
YDR120C	YDR120C	chrIV	-	691548	693261	691548	693261	1	691548,	693261,
YDR121W	YDR121W	chrIV	+	693584	694175	693584	694175	1	693584,	694175,
YDR122W	YDR122W	chrIV	+	694699	697894	694699	697894	1	694699,	697894,
YDR123C	YDR123C	chrIV	-	698553	699468	698553	699468	1	698553,	699468,
YDR124W	YDR124W	chrIV	+	699949	701657	700314	701289	1	699949,	701657,
YDR125C	YDR125C	chrIV	-	701396	702758	701396	702758	1	701396,	702758,
YDR126W	YDR126W	chrIV	+	703233	704244	703233	704244	1	703233,	704244,
YDR127W	YDR127W	chrIV	+	704406	709389	704483	709250	1	704406,	709389,
YDR128W	YDR128W	chrIV	+	709503	713125	709548	712995	1	709503,	713125,
YDR129C	YDR129C	chrIV	-	713198	715426	713339	715379	2	713198,715358,	715247,715426,
YDR130C	YDR130C	chrIV	-	715644	716623	715746	716622	1	715644,	716623,
YDR131C	YDR131C	chrIV	-	716789	718460	716789	718460	1	716789,	718460,
YDR132C	YDR132C	chrIV	-	718700	721534	718815	720303	1	718700,	721534,
YDR135C	YDR135C	chrIV	-	722913	727584	723003	727551	1	722913,	727584,
YDR137W	YDR137W	chrIV	+	728258	730250	728258	730250	1	728258,	730250,
YDR138W	YDR138W	chrIV	+	730563	733560	730577	732836	1	730563,	733560,
YDR139C	YDR139C	chrIV	-	733446	733930	733617	733924	2	733446,733775,	733702,733930,
YDR140W	YDR140W	chrIV	+	734122	734902	734137	734803	1	734122,	734902,
YDR141C	YDR141C	chrIV	-	734900	739997	734900	739997	1	734900,	739997,
YDR142C	YDR142C	chrIV	-	740406	741758	740472	741600	1	740406,	741758,
YDR143C	YDR143C	chrIV	-	742041	743874	742041	743874	1	742041,	743874,
YDR144C	YDR144C	chrIV	-	744205	746242	744310	746101	1	744205,	746242,
YDR145W	YDR145W	chrIV	+	746670	748477	746737	748357	1	746670,	748477,
YDR146C	YDR146C	chrIV	-	748456	750907	748612	750742	1	748456,	750907,
YDR147W	YDR147W	chrIV	+	751630	753235	751630	753235	1	751630,	753235,
YDR148C	YDR148C	chrIV	-	753674	755066	753674	755066	1	753674,	755066,
YDR151C	YDR151C	chrIV	-	763979	765247	764177	765155	1	763979,	765247,
YDR152W	YDR152W	chrIV	+	765686	766573	765705	766503	1	765686,	766573,
YDR153C	YDR153C	chrIV	-	766735	767971	766735	767971	1	766735,	767971,
YDR155C	YDR155C	chrIV	-	768404	769033	768511	769000	1	768404,	769033,
YDR156W	YDR156W	chrIV	+	769473	770031	769524	769938	1	769473,	770031,
YDR158W	YDR158W	chrIV	+	770320	771620	770356	771454	1	770320,	771620,
YDR159W	YDR159W	chrIV	+	771789	775823	771876	775782	1	771789,	775823,
YDR160W	YDR160W	chrIV	+	776162	778721	776162	778721	1	776162,	778721,
YDR161W	YDR161W	chrIV	+	779023	780286	779042	780206	1	779023,	780286,
YDR162C	YDR162C	chrIV	-	780389	781100	780389	781100	1	780389,	781100,
YDR163W	YDR163W	chrIV	+	781348	782034	781422	781950	1	781348,	782034,
YDR164C	YDR164C	chrIV	-	781929	784258	782040	784215	1	781929,	784258,
YDR165W	YDR165W	chrIV	+	784832	786293	784870	786205	1	784832,	786293,
YDR167W	YDR167W	chrIV	+	789418	790161	789448	790069	1	789418,	790161,
YDR168W	YDR168W	chrIV	+	790286	792038	790327	791848	1	790286,	792038,
YDR169C	YDR169C	chrIV	-	792347	793889	792347	793889	1	792347,	793889,
YDR169C-A	YDR169C-A	chrIV	-	794573	794723	794573	794723	1	794573,	794723,
YDR171W	YDR171W	chrIV	+	806550	807828	806620	807748	1	806550,	807828,
YDR172W	YDR172W	chrIV	+	808278	810557	808323	810381	1	808278,	810557,
YDR173C	YDR173C	chrIV	-	810447	811678	810564	811632	1	810447,	811678,
YDR174W	YDR174W	chrIV	+	812085	813071	812109	812850	1	812085,	813071,
YDR175C	YDR175C	chrIV	-	813102	814200	813192	814152	1	813102,	814200,
YDR176W	YDR176W	chrIV	+	814415	816593	814451	816560	1	814415,	816593,
YDR177W	YDR177W	chrIV	+	816787	817667	816877	817525	1	816787,	817667,
YDR178W	YDR178W	chrIV	+	817846	818698	817949	818495	1	817846,	818698,
YDR179C	YDR179C	chrIV	-	818584	819232	818707	819196	1	818584,	819232,
YDR179W-A	YDR179W-A	chrIV	+	819432	820824	819432	820824	1	819432,	820824,
YDR180W	YDR180W	chrIV	+	821150	825813	821294	825776	1	821150,	825813,
YDR181C	YDR181C	chrIV	-	825770	827415	825909	827355	1	825770,	827415,
YDR182W	YDR182W	chrIV	+	827530	829172	827581	829057	1	827530,	829172,
YDR182W-A	YDR182W-A	chrIV	+	829150	829354	829150	829354	1	829150,	829354,
YDR183W	YDR183W	chrIV	+	829584	830277	829584	830277	1	829584,	830277,
YDR184C	YDR184C	chrIV	-	830471	831523	830628	831513	1	830471,	831523,
YDR185C	YDR185C	chrIV	-	831796	832577	831933	832473	1	831796,	832577,
YDR186C	YDR186C	chrIV	-	832741	835528	832858	835492	1	832741,	835528,
YDR188W	YDR188W	chrIV	+	836365	838224	836420	838061	1	836365,	838224,
YDR189W	YDR189W	chrIV	+	838348	840476	838391	840392	1	838348,	840476,
YDR190C	YDR190C	chrIV	-	840410	842057	840603	841995	1	840410,	842057,
YDR191W	YDR191W	chrIV	+	842320	843558	842336	843449	1	842320,	843558,
YDR192C	YDR192C	chrIV	-	843482	844907	843568	844861	1	843482,	844907,
YDR194C	YDR194C	chrIV	-	845951	847946	845951	847946	1	845951,	847946,
YDR195W	YDR195W	chrIV	+	848598	850200	848598	850200	1	848598,	850200,
YDR196C	YDR196C	chrIV	-	850189	851000	850273	850999	1	850189,	851000,
YDR197W	YDR197W	chrIV	+	851193	852444	851227	852397	1	851193,	852444,
YDR198C	YDR198C	chrIV	-	852532	853972	852532	853972	1	852532,	853972,
YDR200C	YDR200C	chrIV	-	854146	856159	854278	856093	1	854146,	856159,
YDR201W	YDR201W	chrIV	+	856315	856931	856316	856814	1	856315,	856931,
YDR202C	YDR202C	chrIV	-	856897	857953	856897	857953	1	856897,	857953,
YDR204W	YDR204W	chrIV	+	858097	859276	858136	859144	1	858097,	859276,
YDR205W	YDR205W	chrIV	+	859334	861617	859345	861520	1	859334,	861617,
YDR206W	YDR206W	chrIV	+	862053	864708	862053	864708	1	862053,	864708,
YDR207C	YDR207C	chrIV	-	864818	867612	865011	867522	1	864818,	867612,
YDR208W	YDR208W	chrIV	+	868098	870697	868223	870563	1	868098,	870697,
YDR210W	YDR210W	chrIV	+	871056	871484	871073	871301	1	871056,	871484,
YDR211W	YDR211W	chrIV	+	884686	887037	884726	886865	1	884686,	887037,
YDR212W	YDR212W	chrIV	+	887162	888994	887231	888911	1	887162,	888994,
YDR213W	YDR213W	chrIV	+	889522	892711	889750	892492	1	889522,	892711,
YDR214W	YDR214W	chrIV	+	892874	893927	892874	893927	1	892874,	893927,
YDR216W	YDR216W	chrIV	+	894597	899505	895034	899006	1	894597,	899505,
YDR217C	YDR217C	chrIV	-	899505	903538	899550	903480	1	899505,	903538,
YDR218C	YDR218C	chrIV	-	903780	905052	903780	905052	1	903780,	905052,
YDR219C	YDR219C	chrIV	-	905454	906852	905454	906852	1	905454,	906852,
YDR221W	YDR221W	chrIV	+	907329	909438	907329	909438	1	907329,	909438,
YDR222W	YDR222W	chrIV	+	910012	911427	910053	911301	1	910012,	911427,
YDR223W	YDR223W	chrIV	+	912098	913502	912098	913502	1	912098,	913502,
YDR224C	YDR224C	chrIV	-	914199	914747	914316	914712	1	914199,	914747,
YDR226W	YDR226W	chrIV	+	916461	917281	916485	917154	1	916461,	917281,
YDR227W	YDR227W	chrIV	+	917570	921647	917570	921647	1	917570,	921647,
YDR228C	YDR228C	chrIV	-	921858	923876	921925	923806	1	921858,	923876,
YDR229W	YDR229W	chrIV	+	924692	926200	924784	926146	1	924692,	926200,
YDR231C	YDR231C	chrIV	-	926137	926936	926292	926910	1	926137,	926936,
YDR232W	YDR232W	chrIV	+	927217	929251	927451	929098	1	927217,	929251,
YDR233C	YDR233C	chrIV	-	929364	930370	929469	930357	1	929364,	930370,
YDR234W	YDR234W	chrIV	+	931128	933210	931128	933210	1	931128,	933210,
YDR235W	YDR235W	chrIV	+	933502	935221	933503	935138	1	933502,	935221,
YDR236C	YDR236C	chrIV	-	935139	935918	935235	935892	1	935139,	935918,
YDR237W	YDR237W	chrIV	+	936471	937612	936614	937493	1	936471,	937612,
YDR238C	YDR238C	chrIV	-	937755	940850	937894	940816	1	937755,	940850,
YDR239C	YDR239C	chrIV	-	940988	943430	941056	943420	1	940988,	943430,
YDR240C	YDR240C	chrIV	-	943614	945173	943673	945152	1	943614,	945173,
YDR242W	YDR242W	chrIV	+	946744	948624	946806	948456	1	946744,	948624,
YDR243C	YDR243C	chrIV	-	948502	950314	948517	950284	1	948502,	950314,
YDR244W	YDR244W	chrIV	+	950536	952506	950562	952401	1	950536,	952506,
YDR245W	YDR245W	chrIV	+	952799	953981	952799	953981	1	952799,	953981,
YDR246W	YDR246W	chrIV	+	954251	955034	954287	954947	1	954251,	955034,
YDR246W-A	YDR246W-A	chrIV	+	955132	955333	955132	955333	1	955132,	955333,
YDR247W	YDR247W	chrIV	+	955733	957744	956012	957398	1	955733,	957744,
YDR248C	YDR248C	chrIV	-	957659	958398	957757	958339	1	957659,	958398,
YDR249C	YDR249C	chrIV	-	958680	959802	958680	959802	1	958680,	959802,
YDR251W	YDR251W	chrIV	+	960306	963241	960613	963106	1	960306,	963241,
YDR252W	YDR252W	chrIV	+	963402	964522	963411	963861	1	963402,	964522,
YDR253C	YDR253C	chrIV	-	963989	964565	963989	964565	1	963989,	964565,
YDR254W	YDR254W	chrIV	+	965099	967013	965112	966489	1	965099,	967013,
YDR255C	YDR255C	chrIV	-	966297	967851	966556	967822	1	966297,	967851,
YDR256C	YDR256C	chrIV	-	968132	969680	968132	969680	1	968132,	969680,
YDR257C	YDR257C	chrIV	-	969699	971479	969989	971474	1	969699,	971479,
YDR258C	YDR258C	chrIV	-	971701	974317	971807	974243	1	971701,	974317,
YDR259C	YDR259C	chrIV	-	974493	975947	974630	975782	1	974493,	975947,
YDR260C	YDR260C	chrIV	-	976716	977229	976716	977229	1	976716,	977229,
YDR261C	YDR261C	chrIV	-	977406	979241	977520	979209	1	977406,	979241,
YDR262W	YDR262W	chrIV	+	993121	994148	993133	993952	1	993121,	994148,
YDR263C	YDR263C	chrIV	-	994199	995674	994241	995534	1	994199,	995674,
YDR264C	YDR264C	chrIV	-	995766	998421	996028	998323	1	995766,	998421,
YDR265W	YDR265W	chrIV	+	998818	1000080	998863	999877	1	998818,	1000080,
YDR266C	YDR266C	chrIV	-	999963	1002161	1000103	1002023	1	999963,	1002161,
YDR267C	YDR267C	chrIV	-	1002353	1003574	1002509	1003502	1	1002353,	1003574,
YDR268W	YDR268W	chrIV	+	1003934	1005239	1004003	1005143	1	1003934,	1005239,
YDR270W	YDR270W	chrIV	+	1005566	1008767	1005674	1008689	1	1005566,	1008767,
YDR272W	YDR272W	chrIV	+	1008951	1009887	1009009	1009834	1	1008951,	1009887,
YDR273W	YDR273W	chrIV	+	1010175	1011273	1010175	1011273	1	1010175,	1011273,
YDR275W	YDR275W	chrIV	+	1012251	1012959	1012251	1012959	1	1012251,	1012959,
YDR276C	YDR276C	chrIV	-	1013106	1013685	1013475	1013643	1	1013106,	1013685,
YDR277C	YDR277C	chrIV	-	1014400	1015702	1014400	1015702	1	1014400,	1015702,
YDR279W	YDR279W	chrIV	+	1019288	1020453	1019367	1020420	1	1019288,	1020453,
YDR280W	YDR280W	chrIV	+	1020690	1021771	1020746	1021664	1	1020690,	1021771,
YDR281C	YDR281C	chrIV	-	1021698	1022353	1022006	1022321	1	1021698,	1022353,
YDR282C	YDR282C	chrIV	-	1023472	1024763	1023510	1024755	1	1023472,	1024763,
YDR283C	YDR283C	chrIV	-	1025069	1030049	1025069	1030049	1	1025069,	1030049,
YDR284C	YDR284C	chrIV	-	1030486	1031709	1030549	1031419	1	1030486,	1031709,
YDR285W	YDR285W	chrIV	+	1031957	1035207	1032435	1035063	1	1031957,	1035207,
YDR286C	YDR286C	chrIV	-	1035144	1035582	1035230	1035575	1	1035144,	1035582,
YDR287W	YDR287W	chrIV	+	1035969	1037457	1035994	1036873	1	1035969,	1037457,
YDR288W	YDR288W	chrIV	+	1037194	1038106	1037194	1038106	1	1037194,	1038106,
YDR289C	YDR289C	chrIV	-	1038072	1039565	1038279	1039509	1	1038072,	1039565,
YDR291W	YDR291W	chrIV	+	1039688	1043163	1039727	1042961	1	1039688,	1043163,
YDR292C	YDR292C	chrIV	-	1043039	1045144	1043145	1045011	1	1043039,	1045144,
YDR294C	YDR294C	chrIV	-	1050458	1052228	1050458	1052228	1	1050458,	1052228,
YDR295C	YDR295C	chrIV	-	1052543	1054822	1052622	1054647	1	1052543,	1054822,
YDR296W	YDR296W	chrIV	+	1055157	1055979	1055211	1055892	1	1055157,	1055979,
YDR297W	YDR297W	chrIV	+	1056527	1057763	1056550	1057600	1	1056527,	1057763,
YDR298C	YDR298C	chrIV	-	1058175	1058814	1058175	1058814	1	1058175,	1058814,
YDR299W	YDR299W	chrIV	+	1059626	1061231	1059626	1061231	1	1059626,	1061231,
YDR300C	YDR300C	chrIV	-	1061394	1062812	1061504	1062791	1	1061394,	1062812,
YDR301W	YDR301W	chrIV	+	1063351	1067425	1063351	1067425	1	1063351,	1067425,
YDR302W	YDR302W	chrIV	+	1067686	1068446	1067730	1068390	1	1067686,	1068446,
YDR303C	YDR303C	chrIV	-	1068728	1071386	1068728	1071386	1	1068728,	1071386,
YDR304C	YDR304C	chrIV	-	1071809	1072614	1071879	1072557	1	1071809,	1072614,
YDR305C	YDR305C	chrIV	-	1072745	1073488	1072745	1073488	2	1072745,1073401,	1073312,1073488,
YDR306C	YDR306C	chrIV	-	1073713	1075214	1073734	1075171	1	1073713,	1075214,
YDR307W	YDR307W	chrIV	+	1075820	1078003	1075864	1077853	1	1075820,	1078003,
YDR308C	YDR308C	chrIV	-	1077918	1078491	1078026	1078449	1	1077918,	1078491,
YDR309C	YDR309C	chrIV	-	1078683	1080250	1079047	1080199	1	1078683,	1080250,
YDR310C	YDR310C	chrIV	-	1081127	1084316	1081127	1084316	1	1081127,	1084316,
YDR311W	YDR311W	chrIV	+	1085032	1087144	1085064	1086993	1	1085032,	1087144,
YDR313C	YDR313C	chrIV	-	1089037	1090099	1089218	1090079	1	1089037,	1090099,
YDR314C	YDR314C	chrIV	-	1090315	1092525	1090432	1092511	1	1090315,	1092525,
YDR315C	YDR315C	chrIV	-	1092653	1093588	1092740	1093586	1	1092653,	1093588,
YDR316W	YDR316W	chrIV	+	1093757	1095240	1093762	1095178	1	1093757,	1095240,
YDR317W	YDR317W	chrIV	+	1102183	1103428	1102183	1103428	1	1102183,	1103428,
YDR318W	YDR318W	chrIV	+	1103755	1105052	1103757	1104947	2	1103755,1103892,	1103809,1105052,
YDR319C	YDR319C	chrIV	-	1104928	1105875	1105002	1105827	1	1104928,	1105875,
YDR320C	YDR320C	chrIV	-	1106006	1108109	1106094	1108101	1	1106006,	1108109,
YDR320C-A	YDR320C-A	chrIV	-	1108200	1108499	1108279	1108498	1	1108200,	1108499,
YDR321W	YDR321W	chrIV	+	1108669	1109935	1108701	1109847	1	1108669,	1109935,
YDR322W	YDR322W	chrIV	+	1110561	1111767	1110588	1111692	1	1110561,	1111767,
YDR322C-A	YDR322C-A	chrIV	-	1111814	1112338	1112002	1112293	1	1111814,	1112338,
YDR323C	YDR323C	chrIV	-	1112479	1114027	1112479	1114027	1	1112479,	1114027,
YDR324C	YDR324C	chrIV	-	1114432	1116763	1114432	1116763	1	1114432,	1116763,
YDR325W	YDR325W	chrIV	+	1117125	1120233	1117125	1120233	1	1117125,	1120233,
YDR326C	YDR326C	chrIV	-	1120608	1124925	1120608	1124925	1	1120608,	1124925,
